side,script
against,"So to quote a sample line, and there are many like this. You say ""getting something from nothing."" And then you say, ""This is how our universe could have arisen."" And then you say, ""I stress the word could here because we may never have enough empirical information."" Next page you say, ""These are useful operational efforts todescribe how our universe might actually have originated."" Here's my point. You're invoking ""coulds"" and ""mights"" and ""maybes"" to provide a refutation. Now, even if you were successful in saying that I have an alternative possibility to God, you haven't refuted God. You've simply given an alternative possibility. So you have all these qualifications in the book, but then when you step up here, you act as a science that's demonstrated that the universe did in fact come from nothing, whereas you say, it never did. You have not made that demonstration, and you admit it."
for,"I was up there, I said it was plausible. And plausible is remarkable because everything that's you've talked about in terms of religion is implausible. So the point is that just like with evolution, a simple plausible assumption appears to work is remarkable and worth celebrating. And so the reason I say ""could"" and ""might"" is because I'm honest. And also because I haven't presumed the answer before I asked the question."
against,"Well, first of all, in my case, that is flatly untrue because I was born and raised in India. And the majority of religion of India is Hinduism. The second largest faith are the Muslims. And then you have the Jains and the Sikhs. So from a very young age, the Christianity in which I was born was problematic and had to be measured against otherpossibilities. But once you begin to study the other religions, you discover something very interesting, and that is that the -- there are shared propositions of the different religions that point to core truths. One scholar described it very well. It's sort of like you have a mountain, and the top of the mountain, you have God. But no one can see him. And you have little rivers of knowledge pouring down. And some of the waterfalls may begin higher or lower. And you can look at the different religions of human attempts, flawed, to apprehend the same reality. These attempts will disagree on certain particulars, but agree on many fundamentals. So I don't see the other religions as wrong. I see all of us in the human enterprise to try to gain knowledge that seems beyond the reach of the empirical. I completely agree, but I wanted to expand on it just a little bit. And that is to say that it's not a problem for Christians that this -- the idea that there is a universal religious impulse -- which we agree on. I mean, there is basically a universal religious impulse in humans. Because what Christians say is, if there is a god with whom we can have a meaningful relationship, then we would expect precisely that everyone would have such a religious impulse built into them. And so when we look around and we see different religious view points, we recognize the universality of that. So I don't -- Well, I mean ""got it wrong"" seems to me a rather unhelpful way to look at it. Of course -- of course, you know, Christians think that Jesus was the son of God. You know, it happens not to be the case for me. I didn't grow up in a Christian family. So --"
for,"Just to clarify the point just briefly. So you just eloquently described the geography of religious beliefs of India. When Lawrence goes to lecture in India, he doesn't discover that they do physics differently in India. They do physics everywhere around the world the same. There's just one physics. There's not, you know, Indian physics and Australian physics and so forth. There's just one physics. That's the larger point."
against,"You're right. And that's because science limits itself to asking questions of very particular type, to asking how questions rather than why questions and asking questions about the reproducible behavior of the world and so on and so forth. So yes, of course, science is universal, and that's one of the most attractive things about it, and that's why I'm a scientist. But that doesn't mean it has a grip on everything."
for,"But it's more than universal. It changes. And I think, you know, Dinesh pointed out that -- -- science is wrong. But the fact that we changed our minds makes science -- gives science progress. Different from religion."
against,I thought I'd been pretty clear about the god that I was talking about. And I said that it was the god of Christianity.
for,"And for me, the god I was talking about, for which there's no evidence, is the fact that there's intelligent, guiding purpose to the universe. That's a vague deism. The -- because that's the most charitable God I can imagine, that obviously the god of the major world's religions is obviously in contradiction with everything we know. That's the god I'm talking about. Okay, let me -- I think I can interpret your question. And -- -- try and interpret it in a way and if I -- And if I misrepresent it, you can tell me, but I think you're trying to say that somehow inthe creation of the universe we have to violate conservation laws and we have to assume things that are unreasonable, that the creation of the universe violates the laws of nature. I was trying to make it sensible, but, okay. Oh, yeah, no, and that's a -- it's a great question. It came from nothing. You appear to have to spout nonsense. But the amazing thing, the amazing thing, which is what's worth celebrating, is that we've discovered, for example, that you can have a whole universe full of 100 billion galaxies, each containing 100 billion stars and the total energy of the universe can be zero. And, in fact, when we go out and measure the total energy of our universe, it's consistent with zero. You don't have to violate anything to get something from nothing. And that was a surprise to scientists, but it's the case. And it didn't have to be the case. Yeah, it's a big zero, we are. Well, we have an -- we have good answers to that. I mean, the evolution of flowering plants is there in coevolution with insects. There's a reason why orchids and other flowers look like insects, to mimic insects so that the real insects try to mate with them and move the pollen around. And so what we perceive as aesthetically beautiful or so on, of course, looks very different to the eyeball of an insect. It has a different worldview, in that sense, because evolution selected for it to do a certain thing. Otherwise it wouldn't look that way. Yeah, in fact, actually I would say -- And it's scary, and you might not like it, but the universe isn't here so you could like it, no, I mean, I know -- so I'm going to tell you something and I think it's likely. In fact, my friend, Craig Ventor, would create organisms by putting together the appropriate genome of those organisms. And I suspect for better -- hold on -- for better -- The same thing that's caused me to change my mind -- -- all the times I've been wrong. And I've been wrong many more times than Dinesh, I'm sure. A single shred of evidence, that's all."
against,"You know, I'm not even sure I could be persuaded unless we changed the meaning of what science is because coming back to the previous question, how would you measure the beauty of an orchid scientifically? I think, really, science sets itself out, in a way, to fail. And don't forget the motion is ""science refutes God,"" not that, you know, ""there is no God,"" but that science refutes God."
for,"Well, in a way we do measure beauty. The marketplace of people that buy flowers, essentially, determine how the breeders create them, based on the ones that most people find really beautiful. There actually is a measurable way for that."
against,"I'll answer that. If you look at the bible, it is not a science manual; it doesn't claim to make scientific proofs. In fact, what's interesting about the bible is it doesn't make proofs at all. The bible doesn't even attempt to prove God; it doesn't try to prove that Jesus is the son of God; it asserts things. Why? Because for the most part, what the bible is doing is it's in the province of revelation. Now, you'll notice that neither of us have ever in this debate appealed to the bible to support any argument that we made. We have argued on the basis of reason alone. Now, the bible does make certain claims about the world and about man. So, for example, the bible doesn't say that God made man out of nothing, but it does say that God made the universe out of nothing; it says that it made man out of some other stuff. Now, so the Bible says God created the world and God created man, but the bible doesn't say how. So that's where science comes in. Science can, and the scientific answer often changes, attempt to give explanations that actually don't refute the bible. You could refute the bible by showing that, actually, the universe has always existed and doesn't require any explanation whatsoever. You could show that God didn't make man out of the clay of the ground, but, as Richard Dawkins said,"" aliens brought man from outer space."" So you can actually refute propositions that are stated in the bible -- -- but I think Ian's right that no central proposition has ever been refuted, let alone today."
for,"Well, I mean, I -- you know, you don't really want to -- you don't really want to go here, Dinesh. So I would say, for example, we refute the bible by arguing that creating day and night before you create the sun is pretty silly."
against,"Well, Lawrence, in that case -- here's the problem: you have a fundamentalist reading of the bible that has --Lawrence Krauss: Dinesh D'Souza: -- hold on -- that maybe -- that is maybe subscribed to by 3 percent of Christians and 100 percent of atheists."
for,"But you just gave a fundamentalist -- no, but you just gave -- You just -- that -- why I brought that up, because I thought you were essentially repeating a fundamentalist assertion that, somehow, the bible makes some scientific claims that are substantial. And the whole point is you don't want to go there, because you and I know that a fundamentalist interpretation of the bible leads to nonsense. We both agree about that, right?"
against,"We both agree that there are fundamentalist factual claims that are so-called ""creation science"" that are nonsense. We agree on that."
for,So that -- so that case is science refutes those claims.
against,Absolutely.
for,Okay. Well you just answered this question.
against,"Well, I do want to come back and try to answer this question. And the import of that question was that theology as such has made no contribution to human knowledge ordevelopment; and that's a claim that Lawrence has made in his book, okay?"
for,"In the last 500 years or so, yeah."
against,"Yeah, so the last 500 years. And I just want to make one comment on that. If you said -- just as an example, if you think about the Reformation; the Reformation probably brought about the biggest transformation of human learning, knowledge, of the entire recorded history. And what caused the Reformation? Well, I guess Luther. Oh, what was Luther? Hmm, a theologian. And I can add to this. So right now, when we deal with war, all western war is conducted according to the principles of the just war. That's why, for example, after 9/11, when America was bombing Taliban targets, we were dropping food to feed civilians on the enemy side. Now, where does the idea that you can kill combatants but not civilians come from? Did science teach us that? Nonsense. -- It comes straight out of Christianity, the principles of the just war that guide the knowledge of how we act today."
for,"Well --John Donvan: I don't. So -- I know. Yesterday's --okay, well, you know, we -- we've got to step back for a second. And my point was that -- I think -- I'll try and answer in 10 or 15 seconds. And you can decide. The point is -- Precognition. The point is that you can't decide what is right or wrong unless you know the consequences of your actions. Science determines the consequences of youractions. So a precursor to determining to what's right or wrong is to know how the world really works. For example, if you thought the person was pushed on the train would be hit by the train and then get up and walk away, you'd have very different actions. And so that's what I mean by ultimately understanding how the universe works as a precursor to making decisions to making moral decisions. Yeah. So we get this a lot. You know, how do you explain this or that? I think people's experiences are real, absolutely. I think most people don't just make up stories, although some do. Most people when they experience what they describe some miraculous, fantastic spiritual experience that they've had, they really mean it. Now, so the question is, what does it represent? Something out there in the world or something inside the brain? Well, we now know enough about neuroscience to know that the brain does generate a lot of these kind of spiritual experiences, near death experiences, out of body experiences, sense presences, hallucinations, delusions. There's whole books about this. And so the experiences are real. What we want to know as scientists is what do they actually represent. I mean, we know we can replicate these in the lab by doing certain things and causing people's brains to have these experiences. So most likely, the what's more likely question, that it's out there or that it's in here. The overwhelming evidence is that they're in here.John Donvan: Good question. And I want to actually take it to the other side. Michael is basically arguing that some of those things that you're talking about it's your brain talking to you but not in the way that you think it is. Dinesh D'Souza."
against,"Well, hallucinations, yes. I mean, if someone said that they saw a UFO, I would say, how do you know? And they might say, well, I was with my buddies. We were sitting outside our trailer park. We were drinking beer. And I would say, well, yeah, I probably won't believe that. But we're talking here about an experience that has been had by perhaps 90 percent of people in the world from the beginning of time. That's a different standard -- Well, having a sense of some experience of God. Right? So I would put the likelihood this way. If we went to a village, and there were a hundred people in the village, and 95 of them said that they knew a guy named Bill, and there were 5 percent of the guys who said, nah, and three of them thought that the other 95 were lying or made him up, which is more likely? That there is a Bill and yet 95 percent of people are hallucinating or is it that there is a Bill, and 5 percent just don't know the guy. The universality of the experience -- the universality of the experience of God puts a heavy burden of proof on the other side to show that the mass of the human race not in some incidental but a central aspect of their lives. Remember, people invest money in religion. They go to church. They leave inheritances. They follow the credos of religion, that they are all hallucinating?"
for,"The quick answer is that there are Bills, and we've seen Bills. So the that's different than an invisible God that may or may not exist. And the point is when you say the experience, you mean a personal -- some internal perception that God exists. And -- and the fact that something is maybe relatively universal suggests that we may be programmed to believe in certain things. But it doesn't mean -- because that doesn't mean they exist just because as Michael was talking about earlier, our evolutional history programs us to have certain tendencies. And there's no doubt -- you'd be crazy to suggest that humans don't have a tendency to be religious. That would violate evidence of reality. So the fact that humans have a tendency to be religious is not -- or a belief in God is not proof that God exists. It's just proof that humans have a tendency."
against,So can I take this one at least to begin with?
for,"As I said, in science we talk about likely and unlikely. In science, of course, and in life, we do, I agree, make decisions based on incomplete evidence. But the wonderful thing about science, the thing that makes science so much better than religion is our faith is shakable. I am proud of the fact that there's something I can believe with all my heart to be absolutely true and the minute there's a bit of evidence that shows it isn't true, I throw it out like yesterday's newspaper. In fact, that's the one thing I recommend, I hope every student has in their experiences sometime in their life, something that they profoundly believe in to be true based on faith shown to be wrong because that opens their mind. And that's what science does that religion doesn't.John Donvan: And that concludes round two of this Intelligence Squared U.S. debate."
against,"Although it is incompetent to refute God or religion, science is very important. It's our way of finding out about the regularities of the universe and this amazing natural world in which we live. And I think both sides can agree that we deplore the widespread ignorance of science. And we want Americans of all persuasions to understand science better. And if you share that viewpoint, then here's why you should vote against this motion. Claiming more for science than is warranted by its competence does not promote science; it damages it. Talking as if science is all the real knowledge there is, that -- as this scientistic motion does, alienates from science people who know better than to accept such an unjustified metaphysical extrapolation. It alienates intellectuals, particularly from other nonscientific disciplines, and so gives rise to the culture wars that have roiled the academy for the last few decades. And it alienates nonintellectuals whose opinions are more intuitive and practical but who know that their life is more than some reductionistic description in terms of atoms and molecules. People who make aggressive anti-theistic claims on behalf of science are not acting as science's champions; they are bringing it into disrepute. They are confusing science with scientism, perhaps for their own polemic purposes. And they are in the end misrepresenting science to the public, and, therefore, I urge you, whatever may be your religious beliefs, to vote against this erroneous motion."
for,"When I was a Christian and I matriculated at Pepperdine University, I was in what I call the ""bubble."" I was in the bubble where everybody around you believes. And in that bubble, the Christian worldview like any other worldview is internally consistent. It's inherently logical. It's reinforced by everybody around you until you step outside of the bubble. What happened with me is I went to graduate school and I started to study social psychology, anthropology, psychology, and beliefs, and so on. And there I realized that none of those arguments actually make sense in and of themselves, the arguments for God's existence. What became clear to me is that what happens is, is you arrive at beliefs for non-rational, non-smart reasons, and then you back into it after the fact with rational reasons to justify it. We call this the ""confirmation bias."" And so for me I think there's overwhelming evidence that I've given you tonight that there's good anthropological social science reasons why people believe in God that, that doesn't prove there's a god, that it proves that we create gods in our heads. In addition to that, I don't think there's any evidence to support that there actually is a god out there separate from our beliefs. But finally my final point is this, is that I don't even think it's possible for there to be a God, at least not a supernatural God in this way, if God is supernatural, that is, outside of the space and time, there's no way for us to know it. Therefore, whatever God is, it would have to be a natural being or at least some kind of a being that reaches in to stir the particles, and if he does, then we should be able to measure it, because that's what we do as scientists. We measure the motions of particles. And so far we have noevidence of that. So, therefore, I think that the most we could hope to find would be some kind of a natural being, in which case it would just become part of science, and that would be the end of the whole God concept. So if you agree with me that the evidence points in that direction, that we constructed gods and not vice versa, I would urge you to vote on our side for the proposition that ""science refutes God."""
against,"If science refutes God, you'd expect the one person who would know that would be Charles Darwin. Charles Darwin has supplied modern atheism with perhaps the strongest argument against God, evolution. And yet, when Darwin published his evolution theory, the Harvard botanist -- the American botanist Asa Gray wrote Darwin a letter in which he said, ""As a Christian, I was very inspired upon reading your book, because I have read in the book of Genesis that God made the world and God made man, but there's no information about how this might've occurred. And when I read your book, I understood not only why God made humans, but why there's so much suffering in the world. Evolution helps to account for the reason why there's suffering both for humans, but also in the animal kingdom."" Darwin was so thrilled at receiving this letter that he published it in future editions of ""The Origin of Species."" So, in other words, for Darwin, what actually caused him to lose his own faith, which he did, had nothing to do with evolution. According to Darwin's biographers, and there are many of them, Darwin lost his faith because he lost one of his daughters, Annie. It was a terrible, unexpected death, and Darwin blamed God for it and turned against God. It was the issue of suffering, not science, that turned Darwin against God. Now, we're debating here has science refuted God? And at some senses, we've been talking past each other. If I take a pot of water and put it on the stove, what am I trying to do? I'm trying to make a cup of tea. Now, Lawrence Krauss would come along and say that the molecules are heating up, he could give a full scientific account of what's going on, but he would've completely missed the purpose behind what I'm doing. Thescientific explanation doesn't refute the purposeful explanation, it coexists alongside it, and so it is with God. Thank you."
for,"Human beings were clearly programmed by evolution to impute intentionality to the world around them. Meaning and purpose was infused in all everyday events to make sense of a dangerous, difficult, and uncaring world, so we had rituals behind the sun, the moon, the planets, the wind, the earth, the oceans, in all societies. The rise of our physical understanding has slowly caused us to do away with those many gods; we no longer have Mars, the god of war, Poseidon, the Greek god of the sea, Thor, the god of storms. As Michael has said, everyone here, or maybe everyone, is now an atheist with respect to those gods, and there's a reason for that. Science has taught us that instead of capricious beings, there's an order to nature, and that order does not appear to involve a divinity. There's no need for a divinity; laws of nature describable bymathematics make predictions that allow us to -- not only to predict the future, but control it, without the need for any supernatural shenanigans. And, in fact, it amazes me that asking the question, ""Is God necessary?"" is somehow an evil thing. When we stop asking questions, that will be an evil thing. Science has taught us also that we want to believe, in the words of Fox Mulder. And we should be skeptical of those desires. As the physicist Richard Feynman told us, the easiest people to fool are ourselves. As scientist, we have to train ourselves to be skeptical of wanting to believe. And we should try and overcome our natural tendency to assume special significance to events. And human being are also inevitably programmed to ask, ""Why?"" as we've heard it. But the ""Why?"" question is ill-posed, because it presumes purpose; it presumes the answer to the question before you ask the question. What if there is no purpose? Does there need to be purpose? And science tells us there's no evidence of purpose. So the ""Why?"" question is ill-posed. Our opponents want to keep the clock from ticking by avoiding the evidence of reality; and, therefore,science, by telling us there's no need for purpose, has refuted the need for God, and that's why you should support our position."
