side,script
against,"So I am not really super qualified to speak about residential dorms. I am in a field where affirmative -- I am shocked by some of the discussions -- examples being used because in my field affirmative action is regularly discussed in applied ethics classes. Intelligence Squared U.S. - 37 - 3/2/2016 Prepared by National Capitol Contracting 200 N. Glebe Rd., #1016 Arlington, VA 22203 But when I -- I mean, my view as a human being is that if I do go back to my kitchen or something and someone still wants to argue with me or yell at me, you know, I can reasonably ask them just, you know, ""I want to play with my four-year-old."" But that's not an official position about residents -- resident houses and what should be. I am generally against any of that."
for,"I was interested in what you said because I think that you mentioned something about being asked to report instances of offensive speech. That is a big problem. We're seeing increasing anonymous reporting. The case that I mentioned at Brandeis was a case of anonymous reporting, a secret investigation. You know, we're sort of at risk of developing a society of student informants."
against,"What we have to keep in mind is that there are tuition-paying, residence hall fee-paying students who all live in the residence halls. So, we have to have some care for the full community, not just a handful, right? And again, I'm not saying that people shouldn't be able to put whatever they want to put on their doors. But we at least need to talk about the effects of putting those things on their doors or wherever on the other people who live there, people who may come from marginalized and oppressed groups. You certainly -- I am sure of it -- don't want to move into a neighborhood when you leave here from Yale -- and have just some ridiculous flags flying from your house and not at least know that it's offensive to your neighbors. Now, no one may make you take your flag down, but you probably at least want to have some awareness that you are about to go into the world and put certain symbols on places where you live in community with others that could offend them. That's all. Yes. The people -- free speech allows us to protest people coming to campus. That's part of free speech. You know, if you restricted Facebook pages like that, you would be against free speech. Yes. Yes. What he just said. Exactly."
for,But -- you know --
against,"No, listen. I get invited to dozens of college campuses every year to give speeches. Maybe there's a Facebook group that doesn't want me there, right? But it would be a threat to free speech to say that those students couldn't have that --"
for,"Guys, you really -- You're really misunderstanding the point here. I hate to put it this way, but you're being a little ahistorical. If someone says, ""John Ashcroft shouldn't come,"" that's what we're talking about, because an alternate way of doing it -- and the way it would have been about 20 years ago -- was John Ashcroft would have come, and either he would have been heckled -- and we can talk about that -- or people would have listened to him to get a sense of the devil -- if they thought of it that way. They would have heard somebody they disagreed with and seen how those arguments were made, and then went back to their dorm, and did their work. The idea that he's not supposed to come is exactly the kind of threat we're talking about. Whether or not it happened doesn't matter. -- a desire not to hear -- -- opposing views."
against,"I -- That specific position reflects an intolerance of free speech. And we don't know how many students were on the Facebook page. But I am a free speech absolutist. And people are really coming dangerously close to asking that no such Facebook post pages be made. And I really think, for any speaker, students have the right to protest that speaker's coming."
for,"Well, that is something we all agree upon. We have just been talking about an intolerance for speakers with dissenting views. A few days ago, I spoke to Zachary Wood, who is a Williams College sophomore who runs the controversial Uncomfortable Learning series. Recently, the president of Williams Intelligence Squared U.S. - 41 - 3/2/2016 Prepared by National Capitol Contracting 200 N. Glebe Rd., #1016 Arlington, VA 22203 summarily canceled an appearance by an Uncomfortable Learning speaker who was charged with making racist remarks. Zachary is an African-American who identifies as a liberal Democrat. He's also a strong proponent of free speech. He wants to expose himself and other students with dissenting, even obnoxious views. It's a matter, he says, of preparing students to articulate differences of opinion. Now people tend to resort to name calling instead. And in fact, some of the same students who protest the Uncomfortable Learning series as harassing or threatening have vilified Zach as an Uncle Tom and targeted him with implicit threats, he reports. Twice, he's received notes under his door saying, ""You will see your blood in the leaves."" A Facebook posting said, ""We need the oil and the switch to deal with him at this midnight hour."" He says what's most distressing about that are the number of likes he sees posted by other black students. ""They talk about me with slave dialect,"" he says. Zach says that he gets private expressions of support from other students who say they don't want to speak out publicly. This is what happens when you demonize expression of unwelcome views. You create communities of frightened conformists. Williams College is not an outlier. Zachary Wood is an outlier who practices what many on campus only preach, a consistent commitment to free speech. And so I ask you to recognize Zachary's experience, to recognize the experiences of other students like him and vote yes on the motion."
against,"I want to again return to my view of what a university is. It's a place where we replace disputes that usually used to take place or usually do take place on the battlefield with disputes that take place in the classroom. That means that those disputes are going to hurt, and they're going to wound, and they're going to be personal. And that is what it is to be a university. So when people talk of shaming, I mean, it's tough, and we have to have to have tolerance for each other, and we have to understand that this is what political debate is about. Intelligence Squared U.S. - 42 - 3/2/2016 Prepared by National Capitol Contracting 200 N. Glebe Rd., #1016 Arlington, VA 22203 College campuses are not where things are going wrong. I mean, diversity is being discussed everywhere. The Oscars just happened. I mean -- am I really understanding what's going on? The college campuses are the only place discussing diversity? Yet on college campuses, there's some specific problem? Free speech is not threatened by students voicing their concerns about social justice issues, even in strongly emotional terms. It's threatened by calling those people bullies, representing them as authoritarians and really frightening and like North Korea. It's threatened by representing claims of injustice as psychiatric problems and weaknesses. And it's threatened by belittling the students' ability to tolerate debate, often emotional, often tough, with each other. And I think that's what we see on college campuses today. I've learned from all my students, from all different political perspectives, so I urge you to vote against the motion."
for,"You know what this comes down to? This is a matter of fact that the format of this debate is such that Wendy and I could not, within the time that we are allotted, give you the crushing weight of episodes such that we could make it clear that there's been a change in atmosphere on college campuses that does threaten, not extinguish, threaten free speech over the past 10 years. We can't do it. But, frankly, you guys know most of the data. Now, I want us to watch out for a certain argumentational feint that one sees, the plural of anecdotes isn't data that, that really what you've just heard is a few outlying circumstances. No. I want you to make a comparison. If you had heard tonight exactly as many anecdotes about episodes of racism experienced by young black men at the hands of the cops -- and that's something that happens. It's real. I write about it all the time. If you had heard about six and a half cases scattered across the country, I think Intelligence Squared U.S. - 43 - 3/2/2016 Prepared by National Capitol Contracting 200 N. Glebe Rd., #1016 Arlington, VA 22203 most people in this room would agree that that indicated that racism is alive and well and a serious problem across the United States, which I would not dispute. Well, if that's how you would feel if I talked about Ferguson and Trayvon Martin and names that we don't even need to recite, then you can't say that what's happened here in terms of free speech on campus has just been a smattering of anecdotes. That would be an intolerable inconsistency. I think most of you know that what we're saying is true. We've made the case. It's not that free speech has been extinguished. That's a straw man. Free speech is threatened on today's college campuses. The evidence is clear. You should vote for us."
against,"Given the time and limitations of this debate format, I cannot give you the crushing weight of evidence that I have heard from students, thousands of them, who have participated in my studies about the experiences that they have on their campuses, not just experiences in encounters with racism, but also with sexism, homophobia, Islamophobia and other forms of harassment in this respect that target and undermine their humanity and sense of belonging on the campus. I don't have enough time to do that. They're not anecdotes, they're data. They're people's lived experiences and realities. And as it turns out, those people have had enough. They're standing up for themselves. They are finally exercising their freedom of speech. For years and years and years, those people sat silent and did not say anything to the professor who said, ""You must be in the wrong classroom."" Now all of a sudden, they're saying, do you know what? What you're saying feels racist to me. And now, suddenly, that professor who probably -- well, she's dead now. But professors like her are being held accountable. No one is saying to people that you cannot say ridiculous things. What they are saying is that you are going to be held accountable for them. We're going to engage you in a conversation about them. And it is your choice to withdraw yourself from that conversation because you've never been held accountable for that perspective. Intelligence Squared U.S. - 44 - 3/2/2016 Prepared by National Capitol Contracting 200 N. Glebe Rd., #1016 Arlington, VA 22203 No one's ever called you out about it. That is what is happening, ladies and gentlemen, on college and university campuses. People are finally standing up and using their free speech. Therefore, I urge you to vote against the motion."
