,Speaker,Script,Round
62,JAMES F. CHILDRESS,"Let me raise this of Lloyd, because, Lloyd, other than, perhaps sensing a kind of market fundamentalism here, I cannot for the life of me see how you think the system you propose would work. If donors, now…people who are potential donors are not willing to sign a donor card because they don’t trust the system, they worry that they’ll be declared dead prematurely, or have their deaths hastened, why would anyone be willing to sign a contract for a delivery of organs after his or her death, for money, when that would seem to me to be the least trustworthy system.",
63,JAMES F. CHILDRESS,So if you can answer that—,
64,JAMES F. CHILDRESS,—I’d be grateful—,
65,LLOYD R. COHEN,Okay—,
66,LLOYD R. COHEN,"If James… he asserts, people are not willing to sign now, because they’re, they don’t trust the system and they’re afraid of being declared prematurely dead. Where does he get his information from? From idiot surveys. No good social scientist relies on such evidence. You—no economist ever wants to make use of a survey. People say anything in a survey. Surveys are not a test of anything. Use a little bit of introspection as to why it is you may or may not sign an organ donor card. People in general don’t want to contemplate their own violent, immediate, surprising death and dismemberment.",
67,JAMES F. CHILDRESS,Okay.,
68,LLOYD R. COHEN,"Great surprise! Okay. In my conclusion I’ll explain why it is that the market will work, but",
69,LLOYD R. COHEN,Ira’s not gonna give me any more time—,
70,JAMES F. CHILDRESS,got it—,
71,LLOYD R. COHEN,Even though I deserve more than anyone else.,
72,AMY L. FRIEDMAN,"Okay, before I get to my question I do wanna respond to what James said about the system—",
73,AMY L. FRIEDMAN,"No, no, no, he—he specifically, responded—",
74,AMY L. FRIEDMAN,"Mmm, well, I agree with him, that the system should be given every opportunity, we just can’t wait for all the people to die, right now, so we all want the system to work, we all want all of these efforts, we just can’t wait. Now the question. And this is for James. If you object to paying live donors because the poor would allegedly be coerced by poverty into making an unwise choice, do you have any objections to the middle class selling a kidney. It would not be difficult to restrict organ sales to those whose income is at least 70 percent of the American median. Sure, that would make kidneys more expensive, we could live with that. How about you? Does taking the desperately poor out of the picture make you relent, or do you now move to the paternalistic position that no one should accept any amount of money.",
75,JAMES F. CHILDRESS,"The issue has to do in part with relative deprivation, disadvantage, I used several different terms in the discussion, disadvantage being one of them, that’s often relative rather than absolute in regard to say, poverty level. I think that the way you’re raising the question here, I focus on obviously the extreme version of it, those in desperate straits— The problem we think we—I think we would have is one that my colleagues also raised and that is, once you set up a system, you’re not going to be able to restrict it to the kind of level you indicated,… set it in terms of income level. Because you’re going to be then charged with discrimination against the poor and their opportunity to obtain it, that—the system would be unstable, the way you’ve sketched it.",
76,AMY L. FRIEDMAN,"So your objection is practical, not ethical or moral?",
77,JAMES F. CHILDRESS,"No, I’ve given an ethical one but I’m just saying in response to your question, that that would be the problem with the system you’ve proposed.",
78,FRANCIS L. DELMONICO,"So this is for Amy. And I do so asking her in the reality of, now the market exists. The market that Dr. Friedman wants to have, now exists. She’s a transplant surgeon, she’s got a 72-year-old patient in front of her, and by her market system, there’s a 56-year-old middle class, who’s before her as well. The 56-year-old has come forward, and is prepared to sell his or her kidney, his kidney, and now I’d like to know from Dr. Friedman the following. Would you advise your 72-year-old patient to accept a 56- or 60-year-old, when the insurance company of this patient is saying, we can get you to India tomorrow, and we can have a twen— We can get you to Manila tomorrow, and we can have a 20-year-old kidney for you. If the alternative is that the patient could go out of country for a 20-year-old, versus your market system that will only provide the 56- or 60-year-old, what would you advise. Your patient.",
79,AMY L. FRIEDMAN,"The construct of the system has to be along the lines of what we have with Medicare now and that is that, patients who currently go out of this country to have transplants at non-Medicare-approved transplant centers don’t have their medications paid for subsequently.",
80,FRANCIS L. DELMONICO,That’s not true.,
81,AMY L. FRIEDMAN,That's prohibited.,
82,FRANCIS L. DELMONICO,But it’s not true.,
83,AMY L. FRIEDMAN,What is—,
84,FRANCIS L. DELMONICO,"…end of discussion, that's not true. You can come back and have your medications still, if you're Medicare eligible, you’ll have your medications paid—",
85,AMY L. FRIEDMAN,"Frank, we’re now required to inform every patient—",
86,FRANCIS L. DELMONICO,"Well, let’s go back, let’s go back to—",
87,AMY L. FRIEDMAN,"Frank, we are now required to inform every patient that if they don’t have their transplant performed at a Medicare-approved center, Medicare won't pay for their medications. That’s the type of system that we ought to proceed with, the same kind of—",
88,FRANCIS L. DELMONICO,"Is this patient going out of country, is the patient going out of country or not?",
89,AMY L. FRIEDMAN,"They shouldn't be permitted to, because they won't have access to medications and other care.",
90,LLOYD R. COHEN,"Okay, my, mine is a question for Frank. Now, unlike the other participants in this debate, I'm not a good and generous person. It’s true, ask my daughter, she’s there. I am so callous and uncaring that I wrote a codicil to my will disinheriting any member of my family who consents to the donation of any of my organs, unless they are paid at least eight hundred and sixty-four dollars and thirty-seven cents per organ. I posted this on my web page, and other people have downloaded it and amended their wills accordingly. Now, I ask you, Dr. Pangloss, I'm sorry, I mean Dr. Delmonico… Is your objection to my estate profiting from the salvaging of my organs so strong that you think it just and right to threaten innocent sick people with prison for purchasing my organ? Is there some great ethical principle that I do not understand under which the sick should be condemned to die rather than obtain organs from the self-interested and even selfish?",
91,FRANCIS L. DELMONICO,"Well, the problem isn't that they would have to buy your organs, it’s that they would go elsewhere. They won't want your organs, Lloyd. They're going to go to Manila for the twenty year old. Thank you.",
92,FRANCIS L. DELMONICO,"Well, yes it is an answer. The answer is that they're going to be in a position when you have legalized markets to say, who wants your organs in your circumstance when I can go to Manila to buy one from a twenty year old?",
93,LLOYD R. COHEN,Well—,
94,FRANCIS L. DELMONICO,That’s the answer.,
95,SALLY SATEL,Or thought about it.,
96,SALLY SATEL,"Frank, I don’t understand. We can do that now. I can go to Manila now, so I don't see why having a mechanism where organs can be compensated for by a third party makes any difference at all.",
97,FRANCIS L. DELMONICO,"The point is, Sally, that I’d like you to see what it looks like to go to Manila—",
98,SALLY SATEL,"Well, the reason I would have to go to Manila—",
99,FRANCIS L. DELMONICO,"And now, and the point is—",
100,SALLY SATEL,…is because I couldn't buy it here—,
101,FRANCIS L. DELMONICO,"…if you say, in the United States, it’s legal to have a market in the US, then you're going to set up a global competition for buyers. And the rich people will, why should we stay here? Why should the insurance companies—",
102,SALLY SATEL,Frank! We can do that now.,
103,FRANCIS L. DELMONICO,"And the point is, you’ll—",
104,SALLY SATEL,And people will stay here if they can get it now.,
105,DAVID ROTHMAN,"The question I have for Amy or Sally, they can choose—",
106,DAVID ROTHMAN,Oh really?,
107,DAVID ROTHMAN,Well let me—,
108,DAVID ROTHMAN,"Let me pick Sally, because if I recall correctly, some of your affiliation is with a group that doesn't like all kinds of regulations that some of us do like. Your think tank is not known for its pro-regulatory system. Given that stance in most areas, let me just rattle off a couple of quick points—",
109,DAVID ROTHMAN,"Oh, it’s going to be quick—",
110,DAVID ROTHMAN,It is.,
111,DAVID ROTHMAN,"Given what we know about Enron, given what we know about mortgage, works, given what we know, at least according to some, about the way hedge funds work, given these examples, what makes you confident that a regulatory system where everyone could enter the market could possibly work? Everything we know about regulation suggests that this would be a disaster, and to move us to a regu-, to count on regulation as you do, as Amy did earlier, you're out of your league.",
112,SALLY SATEL,"Well, first—",
113,SALLY SATEL,"Thank you for bringing up AEI, because it’s actually a place where we have more intellectual freedom than most universities, which is why I can talk about a regulated system and don’t have to adhere to a classic free market form. Now, the kind of system I have in mind, really is a straw man I think you guys keep setting up, we are not talking about a classic commercial free for all, or a free market, or an eBay system. We’re talking about a third party payer. For example, today you, Ira, could decide to give a kidney. You’d be called a Good Samaritan donor, you would show up at New York Med, and you would say, please give my organ to the next person on the list in this region, in this hospital, in the country. And they would do it. The only difference in a model that we’re thinking, or I'm thinking about, is where you go and give your organ, and your retirement account is wired forty thousand dollars, end of story. Everything else is the same, the, the screening you go through, the same medical check up, everything.",
114,DAVID ROTHMAN,"Well there, again, I really want to draw the audience’s attention to the fact that the Pennsylvania initiative that Dr. Fung was just alluding to didn't trouble a lot of folks. It was small, the amount of money was relatively trivial, although some wag in the New York Times wrote everybody who’s dying is going to go to Pennsylvania, which I thought was pretty absurd.",
115,DAVID ROTHMAN,"Look, in New York, you know, first prize is one day, second prize is two days in Philadelphia, but that’s another story.",
116,DAVID ROTHMAN,"This is true. But I can't emphasize enough that the excitement and the interest and the concern about this issue doesn't come from the, you know, the couple of hundred bucks in the cadaver world—",
117,DAVID ROTHMAN,"Well I really don’t have great problems with giving Pennsylvania a try, Frank and Jim may… But that’s not what we’re debating tonight.",
118,DAVID ROTHMAN,"There’s a guy in Taiwan, Formosa Plastics, a generous man, every time somebody dies whose family donates a kidney, he gives them several hundred dollars for burial expenses. This crowd wouldn't be here if we were debating three hundred bucks for burial expenses.",
119,DAVID ROTHMAN,Three hundred bucks for burial expenses.,
120,JAMES F. CHILDRESS,"First of all, I have no problem with that experiment, I wish it would have been implemented, it’s an expression of gratitude to the donors, that is very different from setting up an incentivized system—",
121,DAVID ROTHMAN,That’s right.,
122,JAMES F. CHILDRESS,"…of the sort for living vendors, and they're not donors, they are vendors if we’re paying them to donate. Why not do an experiment, because so much of what we have said today, on both sides, is actually a matter of speculation. We don’t know whether it would be, some of these proposals would be effective or not. We don’t know whether they’ll have bad consequences. I think the main reason we should not change the federal and several state laws in order to allow some of the kinds of experiments that have been proposed would be precisely that we would then cross the barrier that I think David has emphasized, that once you’ve made the organs into a commodity, you won't be able to turn back, and that—",
123,JAMES F. CHILDRESS,"…the experiments, I think would be dangerous to do—",
124,LLOYD R. COHEN,"Institute of Medicine Report, which said no experiments, no trials, nothing in—",
125,FRANCIS L. DELMONICO,The experiments—,
126,AMY L. FRIEDMAN,"Yeah, thank you for your comments on lag donor safety. It’s critically important. Nobody has done these long term studies because we don’t have a mechanism to capture and retain information about the donors twenty and thirty years out, and we don’t have the means of paying for it. Right now we can have a donor who has no medical insurance whatsoever come and donate a kidney because the recipients insurance pays for it, but we have no mechanism after they get through the early post-operative period to pay for their care. That’s expensive. And that's a part of what would need to be in a regulated system. And thank you very much, all of the advocacy organizations, the American Society of Transplant Surgeons, the American Society of Transplantation, the government, and everybody at this table, on both sides, very much agrees that we need to capture the information about donors, we just can't afford to, and in the absence of universal health care or a single system, we can't do it because they just escape, we can't track them.",
127,FRANCIS L. DELMONICO,"Yes, I do. Four thousand people dying on the list, forty percent of the people who are dying are not in need of kidneys. They would not, the market system would not affect them by having more organs available, because you can't buy a heart, you can't, unless you're in Egypt you can't buy a liver, you can't buy a lung. One of the problems of the proposal is that, and David brought this up, the assumption that those patients would still have a cadre of deceased organs available. But that experiment has been done in Hong Kong and in other places. When you have markets, there is no, the deceased donation is negatively impacted. So, right away, when you say four thousand people are dying on the list, not quite, but almost half are dying in need of organs that he market system will not impact. Now, next, on the kidney front, of those that are dying, we need to make an assessment of why they're dying, and whether or not that is simply because they have not received an organ. Some of the patients that are dying on the list have been on that list for an extended period of time, inactive. And this was a point that we didn't get an opportunity to discuss. Inactive means that you do not receive an offer for a kidney. The market system will not impact an individual that is inactive on the list. Currently, thirty-three percent of the list, waiting for kidneys, twenty-four thousand patients are inactive on the list. That needs to be evaluated further before we go down the road of a market, we better assess the wait list of the premise to have markets.",
128,JAMES F. CHILDRESS,Thanks. I have never said that our current system.,
129,JAMES F. CHILDRESS,"Oh, that's fine, I’ll sit here, I’ll be fine. I’ve never said that our current system is working well enough. I think we have a good system, not yet a great system, and I think we need to do a lot more to improve it, and I think we can do so. And I would just note in response to Amy’s comment, that we simply can't afford to develop a mechanism to follow up on living donors. If we can't afford to do that, then we cannot afford to do what we need to do to make a market in living vendors and sellers for kidneys work. We cannot, I would argue, destroy, we should not, I would argue, damage or destroy our system, which is not working as well as it should, and we need to improve, by adopting a flawed market in organs. Our opponents have proposed a radical change in our organ transplant system, and yet they’ve failed, in my judgement, to satisfy the burden of proof required for a drastic alteration of a system that is working fairly well and that can be further improved. By contrast, we’ve, I think, given good reasons for suspicion of such a market, and I hope that you will vote no for legalizing, that is, against legalizing a market in organs.",
130,JAMES F. CHILDRESS,I'm done.,
131,SALLY SATEL,Can I take his minute?,
132,SALLY SATEL,Can he yield his time to—,
133,SALLY SATEL,Okay.,
134,SALLY SATEL,"Thanks. Well, during the time we’ve been here tonight, yes, someone has died, and this was a real person with a real family who would have lived if there were enough organs. It may sound maudlin, but it’s very true. And this is why we need to compensate donors. Altruism, or whatever is in that area between being paid and giving an organ is not enough. And insisting that it remain the basis for transplant policy is a reckless and derelict stance that will only guarantee a future of suffering, and not just for the patients, but for, who will languish and die on dialysis, but for black market donors as well. Our opponents hate the black market, well so do we. But somehow we learned something they never did, that the only way to stop elicit transactions is to sanction legal ones. Simply clamping down on elicit sales only drives it further underground, or causes it to blossom somewhere else, and the only way out of this tragic bind is to increase the supply. And the only way to do that is through a fair, transparent, safe, and legal means of exchange. Until then, the fate of third world donors and the patients who need their organs to live will remain tragically entwined. And until then, our opponents, who refuse to allow even experimentation with compensation, will be complicit, yes complicit, in fostering the organ trade. We welcome the other side to work with us, but as you’ve seen, they’ve never met a proposal they didn't reject or attack, they have a dearth of creative ideas, but an abundance of passion for obstructing innovation. In closing, unless we establish a legal market for kidneys in some form, we should brace ourselves for more needless suffering and death. Our side refuses to stand for that. So should you. It’s too high a price for a humane society to bear. Thank you.",
135,FRANCIS L. DELMONICO,"When Sally says someone has died in just, you know, in the past moments, what you have to understand is that someone has died, and a market system wouldn't have impacted that death. If you're dying in need of a heart, you can't buy a heart. So, someone has died, and we do need more deceased organs, there’s no question about that, but the premise of a market system, by death on the list, is not resolved by a market system. Next, a dearth of creative ideas? Sally and I have met on a number of occasions to talk about what we can do differently to provide care for live donors that does not exist in this country, but is not a cash payment. Sally and Amy are contradictory. When Amy says you can't go out of the country, and Sally says, well, you can go right now out of the country.",
136,FRANCIS L. DELMONICO,"Exactly. She could have gone, and they do go. And it’s not just that they're going from the United States, but they're going from Canada, and Saudi Arabia, and Israel, and the Gulf Countries, and from Europe. And where are they going? And why wouldn't they go? And the question that was posed to Amy, the seventy-two year old patient that she has, and Ira, excuse me, Ira comes along and he, in the system that they—Ira’s going to be the donor. Wonderful. But why should that seventy-two year old or a fifty year old accept Ira when they can go to Manila, if it’s legalized? Right? Sorry, Ira.",
137,FRANCIS L. DELMONICO,Why should they accept—,
138,FRANCIS L. DELMONICO,"Why should they accept Ira when they can go for a twenty year old and purchase that, because the United States says it’s okay to buy your kidneys. Let’s have an outlet store in the poor countries of the world to go and buy kidneys. That’s the problem that’s created by the United States saying it’s okay to have a market.",
139,AMY L. FRIEDMAN,"Our opponents have told you that payment has been tried and is unsafe. Been there, done that. We tell you we know the way it’s being done now is wrong, let’s regulate it and do it right. We have no intention of stopping efforts to increase the number of deceased donor organs. This does not, in any way, affect those efforts. We can't afford independently, as transplant centers, or independent societies of transplant surgeons for example, to follow these live donors. We don’t have those funds. The government could provide the funds to long term provide the safety net and understand what’s happening with live donors. What we propose is the only solution to closing the dangerous black market. They’ve implied the dignity of the donor would be assaulted. We’ve told you there’s no dignity for people dying. We propose an approach that preserves the rights of donors, and compensates them for the risks they do assume.",
140,AMY L. FRIEDMAN,"We’ll allow them to join us, the club of people who benefit from their life-saving gift. Isn't that treating them in a most dignified manner? This is supposedly an academic debate, and David even called it an exercise, but the ninety-nine thousand people currently waiting for organs, who are there for so long that they become inactive because they're too sick to get the transplant then, need real solutions, and they need you and us to be willing to think out of the box. There are lots of clever people available in this country to devise a system that can do it right, let’s do so.",
141,DAVID ROTHMAN,"Well, some quick principles. First, beware of doctors who play regulators and economists. What you’ve heard from the physicians is fantasy. I'm not sure lawyers are much better at it, having heard Lloyd, but you're in a Never-Never Land, truly in a Never-Never Land. We’re going to not have immigrants do it. Why not have immigrants do it? Helter-skelter. Sally came out with a formulation which those of us in New York are a little scared about. The only way to stamp out illicit behavior is to legalize it. I can think of commercial sex work, but I don’t want to go there. Second, don’t think that you're doing the poor a favor. You want to do the poor a favor, start thinking in terms of economic development, watch what China did, watch what India is in the process of doing. Massive infusions of capital, growth, real change. This kind of pittance of giving the poor a little money—",
142,DAVID ROTHMAN,"…here so that they can, you know, sell their body part, that’s absurd. You want to do something for the poor, do it in a real way, spur economic development. Finally, you're not doing the middle class any favor here either. I made that point with college, there’s got to be a better way to pay for an expensive wedding. Don’t go down that route.",
143,LLOYD R. COHEN,"So much pernicious, pretentious foolishness to refute, so little time. Are you shocked and surprised that anyone would argue that paying for organs will not increase the supply? I was at first, and then it became clear. The prospect of an effective organ market places our opponents behind the eight ball. A market that would recover vital organs now being fed to worms would be the salvation of thousands of patients. As against the saving of innocent lives, poetic statements about the dignity of human life being degraded by commercialism would be revealed as empty moral pieties. Our opponents would therefore prefer to believe that a market would not work, and demand that we must prove that it will. The obvious way to demonstrate the efficacy of a market is to permit one, but of course the law forbids that. So what other evidence or theory can I offer? First, consider the thriving organ markets in living donors in places like India. A market in the US where the interest of donors would be safeguarded by American law would, of course, be much more successful. And there’s no reason to think that somehow the American market would be like the Indian market, in the same way there’s no reason to think, if any of you have been to India, that potable water from the tap was as common in India as it is in the United States.",
144,LLOYD R. COHEN,"And… No! And what does the success of living donor markets say about a market in cadaver organs? The sacrifice is incomparably greater for the living donor than for the deceased, so the supply of deceased donors will be far more responsive to a positive price. Second, look to the very reason that our opponents have such faith in the efficacy of altruism, and at the same time restrict its required application to organs rather than extend it to surgical services, nursing, and hospital care. They believe that altruism should work for transplant organs, because they are of no value to the dead, and of enormous value to the ill. Whatever this vast disparity should say about the power of altruism, it speaks volumes in the world of markets. Everywhere we look markets move goods from low valued uses to high valued ones. Third—",
145,LLOYD R. COHEN,"Ah! I’ve got seventeen more reasons, but you’ll have to talk to me privately.",
146,SALLY SATEL,"Thank you, thank you.",
147,LLOYD R. COHEN,Thank you.,
