,Speaker,Script
63,Lori Reilly,"-- didn't touch the piece on returns. When it comes -- when an individual makes an investment in a biopharmaceutical company, they're making that investment knowing that almost 90 percent of what we put into an FDA lab is going to fail. So, they're betting on the chance that maybe that money that they're putting in is going to be one of the successful ones. So, as a result, they expect to get a return for that investment. So it's not to say that companies would entirely go out of business, but I think it does deter companies, and it deters investors when you're told, “Oh, that expectation of a return, it isn't going to be that anymore.”"
64,Neera Tanden,"Actually, I think they make that investment because you have a 55 percent profit margin, which is why they can't get anywhere else in any other industry."
65,Lori Reilly,"But Neera, Neera, we don't have a 55 percent profit margin and you know better."
66,Neera Tanden,It's 15 percent across the --
67,Lori Reilly,"No, it's not."
68,Dr. Ezekiel J. Emanuel,15.
69,Neera Tanden,Zeke said --
70,Lori Reilly,No.
71,Neera Tanden,"Fifty-five in one industry, 15 across. One company, 55 percent -- 15 across, 55 percent in one company."
72,Paul Howard,"To be fair, the congressional budget office, which is the scorekeeper for Congress looked at this I think back in 2005 and said look, compared to other high tech industries -- compared to other high tech industries, the pharmaceutical industry gets above average returns, but it's probably normal when you look at the risks that they face. When you think to that investor am I going to wait 10 years, have an 88 percent failure rate, or am I going to go somewhere else, commercial real estate --"
73,Dr. Ezekiel J. Emanuel,"Paul, that argument doesn't work because risk is not tied to any individual drug. It's tied to a portfolio and we know that that risk isn't high. How do I know the risk isn't high? Because the profit margin is 15 percent."
74,Paul Howard,The profit margin is what you need to reward someone for taking risk.
75,Neera Tanden,"Yes, the question -- I'll take that first initially. The question is our pharmaceutical companies responsible for high drug prices and do -- should we find that to be something that's problematic? And so that's why we are looking at the profitability of pharmaceutical companies and when you try to avert the role of pharmaceutical companies by pointing the finger at insurance companies or pointing the finger at hospitals, I think it is relevant that those systems have much less profitability in them. And that is the reason why we are raising the issue of profitability. If you -- if there was very low profitability we would all recognize that that would probably be an indication of price."
76,Neera Tanden,But that variability is why I think there is a lot of anger at high drug prices.
77,Paul Howard,"Well, I mean, we should return, of course, to the question of the debate, which is should we be blaming pharma for runaway drug -- runaway health care costs."
78,Paul Howard,"Right. Right. Out of control. Out of control, running away. So, look, it's 16 percent. It's going to stay at around 15, 16 percent. Look, 500,000 people were hired in the health care sector last quarter. It's not the profitability, it's the base spending that you're talking about and we're spending much more on hospitals and physician services so even if the lower rate of increase on a bigger base turns out to be more money, that's why it stays level over time."
79,Neera Tanden,"This is him well behaved, just for the record."
80,Dr. Ezekiel J. Emanuel,"This is as well behaved as I get. So, look, I think if we want to talk about solutions to the problem, we're happy to talk about solutions. You know, we do agree with Paul that you need to streamline the FDA and they do need to get more resources to approve generic drugs and other drugs more rapidly. As Neera has said, we need more transparency about what goes into that price. How much is government research? How much really is that company's research? How much is the marketing? How much is the profit? And we believe that you should tie the pricing of drugs to how much benefit they produce for patients, including whether they forestall a surgical procedure, forestall a hospitalization. Drug companies don't price according to that, how much health benefit drugs get, because if that were true, you would not get $150,000 cancer drug or Multiple Sclerosis drugs that don't cure anyone and prolong life two or three months. We want innovation. All of us want innovation. That doesn't mean we want sky-high, $150,000 drug prices--"
81,Dr. Ezekiel J. Emanuel,-- two separable issues.
82,Lori Reilly,"Yeah. Well, I would challenge the notion that companies aren't willing to pay and have -- be paid based on value. Just yesterday, there was a major deal announced between AETNA and Merck for their diabetes drug, where those drugs will be tied towards value-based outcomes. Amgen and Pilgrim entered into a contract just a few months ago on their new PCSK9."
83,Dr. Ezekiel J. Emanuel,"As a representative of PHARMA, would you agree -- would you endorse the idea that we should have all drug prices be value-based pricing? If you agree, we are on the same side, and I'll move over there."
84,Lori Reilly,I --
85,Neera Tanden,"And add in there, price transparency."
86,Lori Reilly,"I would argue -- well, let's get transparency narrowed that patients want --"
87,Dr. Ezekiel J. Emanuel,"No, no, no. Don't go off the value-based pricing. Just answer that question."
88,Lori Reilly,I would agree that most --
89,Lori Reilly,"-- that drugs today – -- Zeke -- drugs today, more than any other part of the health care system, are, in part, based on value. We have to do lengthy clinical trials where the safety and efficacy products of our medicines are put to the test."
90,Dr. Ezekiel J. Emanuel,True.
91,Lori Reilly,Two-thirds of all drugs submitted to the FDA have comparator data submitted with them today. We then have to go in front of the payers and demonstrate to them the value that our medicines will provide to them. They don't have to cover our medicines if they don't want to. But I will say --
92,Dr. Ezekiel J. Emanuel,But you have a monopoly --
93,Lori Reilly,-- our system -- Zeke --
94,Dr. Ezekiel J. Emanuel,-- and they set the prices.
95,Lori Reilly,Zeke --
96,Lori Reilly,"We are moving towards a system of value. And a number of our companies have stepped forward and said, ""We're willing to engage in contracts that are focused on outcomes."" Is it easy to do? I'll be honest, it's not. And part of the reason it's not is government regulation. Government regulation is stuck in a fee-for-service world, and we're moving towards a value-based system. So, I would hope -- and ask you if you would agree with us that changing some of the current government regulations about how we communicate about our products, what we can do to support patients and insure their adherence are addressed so that we can move more rapidly to that system."
97,Dr. Ezekiel J. Emanuel,"Well, let me first say, I'm not sure whether you answered my question or not about value-based pricing. If you're agreed -- it's very hard to see how you could have any drug priced at $300,000 or even $150,000 for a year, because that's way over any value-based pricing. And we have a lot of drugs --"
98,Lori Reilly,Well --
99,Dr. Ezekiel J. Emanuel,-- that are like that. So --
100,Lori Reilly,Zeke --
101,Lori Reilly,"-- you're talking about cost-effectiveness, and that's a whole other --"
102,Dr. Ezekiel J. Emanuel,That's value-based pricing.
103,Lori Reilly,-- can of worms. That's not value-based pricing.
104,Neera Tanden,I will get it there.
105,Neera Tanden,"I'm happy to get it to that, though --"
106,Neera Tanden,-- --
107,Neera Tanden,"So, the reason that -- it might be a minute. The reason --"
108,Neera Tanden,That seems kind of mean.
109,Neera Tanden,"John Donvan: Keeping it shaped, on topic."
110,Paul Howard,Do we have equal time?
111,Neera Tanden,"So the issue here is -- this, I think, is really relevant to how much pharmaceuticals are driving it in the United States, because when you look at other countries, they are paying dramatically less for -- lower prices. The reason why they are drive -- having lower prices is because you have someone -- not necessarily the government. In many countries, it's a private actor that has market power for many, many consumers -- not just insurance companies -- multi-consumers. It has that market power to negotiate a lower drug price. And I think that is an indication as to why monopoly power in the United States is really on one end. We are paying higher than any other country because you can say there's three PBNs, there is a Medicare system, there is multiple insurers that are paying. There -- we have a much more fragmented system, and that is why this is an indication as said precisely why, in the United States, pharmaceutical companies are driving that price up, because they never charge this much anywhere else in the world."
112,Paul Howard,"I think that was more than 30 seconds, though."
113,Paul Howard,"So, look, the U.S. is the world's medicine chest. So we produce far more drugs, far more drug research, Silicon Valley, all of that stuff. And once you produce the drug, the company -- it's like a plane that takes off. The people who are paying first class and people who are sitting in coach, but everybody gets to the same place. But once the U.S. companies produce those products, they have every financial incentive to sell them even though they're taking a massive haircut on the price. Now, economists are unanimous that R & D -- global R & D, depends on global revenues. So those countries are free riding on our investments in research and development, and there'd be more medicines available to everyone if they were paying U.S. prices."
114,Neera Tanden,"Yes. And perhaps if we -- what that means is we are very much subsidizing on both ends. We're paying for high research dollars, and we're paying high consumer dollars, right? So maybe we could have a system where we pay less, other countries pay more. I'm definitely for that."
115,Lori Reilly,"Can I address the NIH point, because it's come up many times."
116,Lori Reilly,Quickly? Okay.
117,Neera Tanden,And we can do that by Medicare and negotiating drug prices.
118,Lori Reilly,"The National Institutes of Health does spend money on research and development, but their entire budget last year was $30 billion. The entire budget for biopharmaceutical research and development was over 75 billion. Not all of the NIH budget goes to research. And in fact, a few years ago, Congress asked NIH to do a study, and it said, ""Do us a favor. Look at the top 50 drugs that are sold in this country and tell us how many of them had a connection back to NIH funding."" They ended up looking at 47 drugs and found that four of them had a connection back to the NIH, not insignificant at all. And we know that the role that the NIH plays is extremely important. It helps fund a lot of the basic research. But to say that NIH funding is a substitute for the risk that happens by biopharmaceutical companies to bring a new medicine to market significantly undervalues the role that biopharmaceuticals play."
119,Neera Tanden,No one is saying it's a substitute. I just want to be clear about that.
120,Neera Tanden,"It's for you, Zeke."
121,Dr. Ezekiel J. Emanuel,"Look, if we had fair prices here, we wouldn't be looking to import drugs. The fact that we're looking to import drugs from Canada is just because we want to make an arbitrage on the pricing, not because they make better drugs in Canada that we can't get in the United States. So it's really a pseudo argument. The importation would only be a way to pressure the drug companies. We have more effective ways, actually, of getting reasonable prices, it seems to me. If we can't get to those agreements because of political gridlock, as noted, then maybe we need importation which we -- which, by the way, the FDA does have that power to do when prices are up or there are shortages. And so we can actually do that. But it's an indirect way. It's a substitute for actually directly addressing the pricing problem."
122,Lori Reilly,I do think there --
123,Lori Reilly,"I do think there does need to be more done to address some of the challenges that patients are paying when they go to the pharmacy counter. I don't think it's right that insurance companies treat patients that have diseases like HIV/AIDS or rheumatoid arthritis or MS differently than they treat someone who has to go into the hospital and have a surgical procedure. But they do today. Patients today are punished based on their biology. If you need a medicine, you can expect to pay more out of pocket for it relative to a procedure that might cost exactly the same if you need it in the hospital setting. And that's wrong. I think in our system that's wrong. We've also seen a growing shift in terms of really high deductible plans. You know, it used to be the case, when you went to the pharmacy counter January 1, you had insurance coverage from day one. Well, now what's happening is that they're saying, no, drugs are part of this really big deductible, maybe 3, 4, $5,000 deductible. And those discounts and rebates that I talked about earlier, the payers and the PBMs, they're not passing those discounts on to patients at point of sale, and that's wrong. No patient should ever be paying more for a medicine than their insurance company paid for that medicine."
124,Lori Reilly,"Neera, I --"
125,Neera Tanden,"So that is -- but no, no."
126,Lori Reilly,Neera --
127,Neera Tanden,"I just want to be clear -- just want to be clear about this. If the system works as it does, and -- and you -- and you have that -- I mean, I hear what you're saying about the rebates in particular. I get that. What's really happening is that they are driving that price down and that is also being -- that rebate is being reflected in your premium. I guess you don't -- you don't want to say that, but that is true."
128,Lori Reilly,Can we talk about the premiums?
129,Dr. Ezekiel J. Emanuel,"How are we going to actually reduce drug costs given the fact that they are high, they have gone up substantially in the last few years, and we have more specialty drugs coming out. This -- where the price -- prices are 20, 30 percent higher."
130,Lori Reilly,I --
131,Paul Howard,"Look, get the government out of the way. There is something called Medicaid best price that limits the ability of insurers and companies to come together and say, hey, pay for performance. We're going to save you money, we're going to improve that patient's health, and that puts the onus on the drug manufacturer to perform, and lowers the barriers facing patients."
132,Dr. Ezekiel J. Emanuel,"Well, look -- no, I'm not convinced because there is no indication that drug companies are actually lowering the opening price, and they keep -- when they have a drug out there, they keep raising the price over and over again. It's not clear at all that they're going to be willing to give in to prices. As a matter of fact, only when they're forced to lower prices."
133,Lori Reilly,"I would say, there seems to be an assumption from the other side that anytime spending on medicines goes up, it's automatically a bad thing. But if spending goes up because we're curing disease and we're bringing new breakthrough treatments, that doesn't seem like a bad thing to me, particularly if these medicines can prevent the need to use other more costly health care services. But it seems like, from your side, that seems like a bad thing."
134,Neera Tanden,No --
135,Dr. Ezekiel J. Emanuel,"We are agreed that if the drug is curative, if the drug decreases side effects or saves money in the system, that's a good thing. The problem is we have these super high drug prices, 150,000, $300,000 drugs that don't cure anyone, and they're still exorbitantly expensive. And that makes it difficult for people to actually take the drugs and be healthy. And –"
136,Neera Tanden,"And I -- I think we'd all agree -- and maybe we could all agree as a group, we definitely want more high value in the system. We definitely want drugs that work for --"
137,Paul Howard,"Look, you want the iPhone. You don't want the first cell phone. There's going to be incremental improvements. There are going to be things that are not perfect cures, and you want to pay for them too, right? You want people to have advantages and get better. You're not going to say to them, ""Wait until there's a cure, and until then, we're not going to treat you."""
138,Neera Tanden,"I want to thank everyone for this fantastic debate and thank the folks who we are arguing vigorously with. I think we come back -- come to a place where we all want higher value in the system, but we have essential questions like how do we have a system in which a drug, the drug price, goes up over time, not goes down. We've looked at these very famous cases recently, and I think that tells you that when a drug has existed for a while, it's been on the market, it gets a new company entering in, buying it, and then driving up the price, not driving down the price. And I appreciate that is not -- that is an exception, that's not the rule, but that exception tells you this market is not working properly. And from a market perspective, we do need to figure out a strategy to ensure that pharmaceutical companies who are responsible for these high prices that we are seeing in drugs have more competition, have more incentive, have more of the structure to not basically drive the highest price they can get away with, which is fueling the bipartisan concern we see on this issue. There is almost no issue I agree with Donald Trump on, but even he has called for Medicare negotiating drug prices because of the anger and the issue that people are seeing with this. Every other country has that level of negotiation. We are the only country that doesn't, and that is why I hope you will vote for the motion that shows that pharma is responsible for drug prices being so high."
139,Paul Howard,"Thank you. I'm going to ask you for a moment to pretend that you're a billionaire. Your name is Mark Cuban. You're on ""Shark Tank."" And someone comes to you and they're pitching a new idea. It's a parking app. It'll cost them $100,000. They'll hire some coders and they'll be on the iTunes store in a year, maybe two years tops. There's no barrier to enter. You can get right out there and start earning money. The next person to pitch you is somebody who has a new idea for a drug, and it's going to cost them let's say $50 to $100,000,000 just to get through human clinical trials for the FDA and then there is an 88 percent chance that in 10 years it'll be a flop. Which investment are you going to make? That is the challenge that we're facing. Look, the FDA is the biggest barrier here. It's the barrier in generic drugs. It's a barrier to more innovative medicines. We need to find ways to bring more effective medicines to market less expensively so we can have both incremental and breakthrough innovations and more of all of the above and then tie them to the performance in the market. Because our biggest problem, as I spoke at the beginning, is not the drug price, it is the illness and the death and the disability that we all grapple with. And so the fact that we have very low Alzheimer's drug spending right now because we have no effective treatments is not a cause for celebration. It should be a cause for alarm. So, I agree with Zeke that we need to tie more to value, but so many of our federal regulations prohibit pricing to value. Micromanage who gets what price and who can do what, and that is one of the biggest things standing in front of us, especially the FDA's drug regulations that make it so difficult to innovate and so expensive to innovate. And if we change pricing without changing how we innovate, all we're going to wind up is with fewer drugs and a drug that you don’t have for a serious disease is infinitely expensive because you can't buy it."
140,Dr. Ezekiel J. Emanuel,"Let me remind you and Paul. We're not debating the FDA and its regulatory policy. We're not debating government regulation. We're not debating whether we want innovation or not. We all want innovation and we want cures for diseases like Alzheimer's. We're not here to debate all those things. We're here to debate drug pricing and drugs outrageously high prices. Remember what I said at the start -- since 2008, drug prices -- brand name drug prices have gone up 164 percent. Regular inflation in the entire marketplace, 12 percent. In the last few years, drug prices have gone up two or three times more than every other segment of the health care market. And what's driving that are higher prices by -- higher profits by the insurance company than any other segment of the marketplace and any other segment of health care. They make more profits -- three times as much as the insurance company, sometimes seven times as much as other insurance companies. The other side wants you to say, ""Look, we should change the deductibles and the co-pay so it's more affordable for people."" It may be more affordable for people, but as Neera pointed out, it's hidden in your premiums unless we bring drug prices down. Yes, your deductible when you go buy your medicine will be lower, but your premium will go up unless we take control of drug prices. So, we have suggested that it is drug prices driving health care costs, and what we need to do is to bring drug prices in line with their health benefit. If they're curative, we don't have a problem paying a real good price for it. But we don't want outrageously high prices for minimal health benefits. We want value-based pricing that ties the health benefit to the price, and that's not what we have today, and that's not where the pharmaceutical industry has been going. It's been going -- using its monopoly power to get as high prices as it can get, and that's why it's driving high health care costs. Vote for the proposition."
141,Lori Reilly,"Thank you, and thank you for having me tonight. I want to reiterate; drug spending is not the reason why we're seeing large increases in health care spending. Over the next decade, we're expected to spend an additional $2.4 trillion on health care. That's a lot of money. 15 percent of that is expected to be as a result of drugs. But in that next decade, it's possible that we're going to see new medicines come to market that, for the first time, actually treat Alzheimer's disease. We're going to see medicines that add to our war chest of medicines in oncology. The progress that we can make over the next decade is significant, and I would argue, it's worth that 15 extra percent in health spending costs. Why is it worth it? Because today, there are millions of patients today that are clinging on hope. They're clinging that -- hoping that our industry is able to bring something to market for a disease that ails them. Two years ago, I lost my mother to ALS, it’s a devastating disease, where there is no treatment, there is no cure -- and quite honestly, today, there is no hope. And for patients, whether they have ALS, or Parkinson's, or Alzheimer's, or cancer -- I don't know another solution than innovation progressing in the future. We have done that in HIV-AIDS. We've done it in Hepatitis C. And we're now at a point -- and we're on the cusp of doing it in many other areas. But we have to have the ability to move on. I think 15 percent of our health care dollar devoted to some of the biggest and boldest advancements we see in health care is well-worth it. We talked today a lot about prescription drug spending growth. We didn't talk at all about the 85 percent of health spending growth in every other area of our health care sector. We didn't question why the cost of a procedure goes up year after year after year. That's a worthwhile debate to have. I'm not afraid to talk about drug costs, but let's talk about all health care costs, and how do we get to real solutions."
142,Neera Tanden,"Oh, no."
143,Neera Tanden,No.
