,Speaker,Script
74,Eugene Volokh,"So let me answer Sandy's point, and working, also, a point he made about the background checks failing in Congress. My colleague, Adam Winkler at the UCLA Law School -- I don't think anybody would think as a hardcore NRA-supporting, Second Amendment maximalist -- I think made a very good argument that the thing that probably most defeated background checks was the proposed ban on the so-called assault weapons, which are semi-automatic weapons that are really functionally not much different than other kinds of weapons. But they were singled out for specific prohibition. He said that poisoned the well, that after assuring people, ""Oh, we're not going to come to take your guns,"" people said, ""Whoa, they are coming to take our guns."" And that caused people to dig on. You're talking about the functions of individual rights. One of the functions of individual rights is to provide enough of a detente in these kinds of social battles, especially culture war battles, that a side could say, ""Look, we're confident enough they're not coming to take our guns, that if what is on the table is a background check, it might pass just as it has passed in the past "" -- in the early 90s. So, so, that's actually one advantage that the Second Amendment -- so securing an individual right. But more specifically, the call into question -- the quote is about the right to bear arms, specifically the right to bear arms being recognized as an individual right provides. If that were called into question, if that were repealed or people would say, ""Well, we would repeal it if it weren't for our better political sensibilities,"" that's the sort of thing that would poison the well further. So if you want to actually get a background check passed, you're much better off with a Second Amendment respected and firmly recognized as part our Constitution, and then question and said to be something that's ripe for repeal."
75,David Kopel,"Well, to start with, it's normal defensive uses when you happen to be in a neighborhood that is politically powerless. In Chicago, like a lot of places, there are some neighborhoods that have a very strong police presence and a strong deterrent effect, and there are other neighborhoods that, for whatever reasons, get essentially very little protection. And when the government steps aside so that the rapists and thugs can do to you as they will, that is a form of at least of misgovernment, so people being able to protect themselves matters there. And you can look at the United States, fortunately, we don't need to protect ourselves against government in the sense that we were doing in 1776, but you can look around the world at the various tyrannies that exist and people sometimes using guns successfully protect themselves. Now I would point out, every genocidal government of the last century has assiduously disarmed the intended victims of genocide beforehand, and you can say well, if you have handgun what good is that going to do you against a tank? Well, they take the view, and they're the ones who are carrying out the genocide, they take the view that if there is any resistance, if even one of our -- out of 100 of our secret police were putting people on cattle cars gets shot, that could really mess up our genocide program."
76,David Kopel,"Not presently, but nobody in the United States in 1760 thought they'd have to be fighting the British 15 years later, and nobody -- no sane person in Germany in 1930thought that the country would fall -- would within 30 years fall into the hands of genocidal maniacs."
77,Alan Dershowitz,"Well, how do you explain the fact that the highest ratio of opposition to free availability of guns are in the communities that have been subject to genocide? The Jewish community, the African American community, and other communities that have been subject to genocide are the ones that are most opposed to vigilante people in America having guns. There must be -- either you're smarter than they are or they're self-interest is correct and you're wrong about genocide."
78,David Kopel,You are stereotyping those people. There's far more diversity --
79,Alan Dershowitz,I'm counting them.
80,Alan Dershowitz,I'm polling them. I'm saying majority wins.
81,David Kopel,"And if you look at the public opinion polls of the black community, they support gun ownership as a principle. They support the Second Amendment and they actually have a favorable view --"
82,Alan Dershowitz,"At much lower ratio than White Anglo Saxon Protestants, right?"
83,David Kopel,"Blah, blah, blah. The point is --"
84,Alan Dershowitz,Now that's an intelligent response.
85,David Kopel,"So your point is blacks are pro NRA, but they're not as pro NRA as white people and therefore what?"
86,Alan Dershowitz,"Therefore it seems to me people know their own self-interests, and if you look at the ratio of people in various ethnic groups, I'm not stereotyping, as I say, I'm polling, you see that gun ownership favorability depends a great deal on cultural background, on background, historical background, and the very people that have been most subject to genocide are the very same people generally that seem to have a lower support for gun"
87,Eugene Volokh,Can I --
88,Eugene Volokh,It has to do with his point about genocide.
89,Eugene Volokh,Can I offer a slightly different perspective?
90,Eugene Volokh,"I actually, and this is directly related to the motion. I’m not sure to what extent today private gun ownership in a country like America would be effective in stopping government tyranny. There are plausible arguments that by making tyranny more costly it may make it less likely even if ultimately they get super-tyrannical they could crush all opposition. Plausible arguments to the contrary. But the question, recall, is whether the right to keep and bear arms has become obsolete. What I'm saying is, there used to be two main functions, one deterrence of government tyranny and one assurance of self-defense. It's possible that today the first function is not really achievable, but the second function is very much out there. I don't see the right as having become obsolete if one aspect of it, given changes in the structure of the military and the security apparatus and changes in modern weaponry, if that function is no longer usable, I'm not sure, but it may very well not be."
91,Sanford Levinson,I think we're dancing around the fact that --
92,Sanford Levinson,"-- there are at least thousands, and maybe even a couple of million Americans who believe we do live in a tyranny, who are organized in militia movements. And all of the focus on self-defense and the idea that the Second Amendment -- the original Second Amendment is historically anachronistic, with regard to ""Oh, everybody believes the current United States is just wonderful,"" there are some people -- I don't agree with them, in terms of their own politics, but there are some people who don't think it's wonderful and who want to drill and know how to use arms against the possibility of engaging in armed revolt. Now, do you support that as a protected Second Amendment right? That should be constitutional?"
93,Eugene Volokh,That's an interesting question.John Donvan: -- 15 seconds on this or --
94,Eugene Volokh,I'm sorry. So --
95,Eugene Volokh,-- right to drill?
96,Sanford Levinson,Militias.
97,Eugene Volokh,"I think probably would be -- I mean, if it initially --"
98,Eugene Volokh,-- if it's a conspiracy to actually engage in revolution? No.
99,Sanford Levinson,No. Just to drill.
100,Eugene Volokh,Probably.
101,Sanford Levinson,"You know, I think there's a deceptively easy answer --"
102,Sanford Levinson,"-- to your question. The 1787 Constitution did not include the Second Amendment. The Second Amendment, as Alan would emphasize, is part of the Bill of Rights that were added in 1791 at the behest of people who really were very suspicious of this new national government that was created by the Constitution. And, you know, one could quote Emerson or Walt Whitman, that the Constitution contains contradictions. And you have put your finger on a very key contradiction --"
103,Alan Dershowitz,Like in the Civil War.
104,David Kopel,That would be --
105,Alan Dershowitz,"Like the Civil War, right?"
106,David Kopel,"The -- let me talk, please. That would be a restoration of constitutional order. That's what Justice Story's viewpoint is. It would be a dictatorship that was the insurrection, that was lawless, that was at war with the Constitution."
107,Alan Dershowitz,So was the Civil War --
108,Alan Dershowitz,-- a legitimate --
109,David Kopel,"No, no."
110,David Kopel,Yes.
111,Eugene Volokh,I have an answer to that.
112,Eugene Volokh,"Which civil war? Do you mean the civil war against the federal government or the civil war that was fought between 1775 and 1781, in the U.S.?"
113,Alan Dershowitz,"No. The one that we all refer to the ""Civil War."""
114,Eugene Volokh,"So, the answer is --"
115,Alan Dershowitz,"With a capital T, a capital C, and a capital W. A guy involving Abraham Lincoln. Remember that one?"
116,Eugene Volokh,So the answer --
117,Alan Dershowitz,Was that a legitimate insurrection? That was lead by state militias.
118,Eugene Volokh,So the answer is --
119,Eugene Volokh,"-- that we think the Revolutionary War was legitimate, partly because we were the ones on the winning side. But partly because we think it was a just insurrection; that we think the Civil War is illegitimate because it was an unjust insurrection. But to return to your question, it's an excellent question. But if you'll look at the framing era documents andthe post-framing documents -- and for that matter, the pre-framing documents, Sir William Blackstone's Commentaries on the Laws of England -- it was understood that while, obviously, every government must be able to suppress revolutions against it -- and it will, whether it's a tyrannical government or not -- one merit that was seen at the time -- again, I'm skeptical about it today -- but without question, historically seen at the time in an armed citizenry is it would preferably deter tyranny, and if necessary, overthrow it, recognizing that if it fails, that they'll be hung -- hanged for treason. That was understood."
120,Eugene Volokh,"Well, the question was asked --"
121,Eugene Volokh,"Well, I just want to say for the record I'm not sure of the factual assertions behind that question."
122,David Kopel,"As your question recognizes, there's a wide variety of criminals with different intensities and motivation, and so a political assassin is sort of at the top of the scale in terms of long-term planning, and you can have other criminals who are much more casual. So, one of the anti-gun control arguments is what you're referring to -- the futility thesis. That nothing you do is ever going to stop criminals from having guns, and that is true for many criminals who are determined to get guns. Can you at the margins of, you know, 1 percent or 5 percent, delay when they get the gun, or can you also have laws that say well, we can't really shut down the black market, but we can say that if you're a convicted felon for a genuinely violent crime and you're found carrying a gun, that there's going to be a severe sentence and that -- the studies do show that has some deterrent effect on them carrying guns. So I think you can't --"
123,Eugene Volokh,"So let me read to you the 1998 Wisconsin provision, which was close backed by then state Senator Russ Feingold, not exactly the most conservative of conservatives. It says, ""The people have the right to keep and bear arms for security defense, hunting, recreation, or any other lawful purpose."" So that's what Senator Feingold was willing to say. I actually don't think that the preamble today -- the militia clause today -- is terribly helpful. If I had to re-write it, I'd probably end up -- I wouldn't worry about the possible political blowback that might cause even more infringement on this issue. I probably would --"
124,Eugene Volokh,Got it.
125,Eugene Volokh,"So I probably wouldn't include it. And I actually wouldn't include hunting, recreation, or any other lawful purpose. I think that is something that could be left to the political process. But I think the people have the right to keep and bear arms for security and defense. I think Russell Feingold -- that's one of the few things that I'm going to agree with Russell Feingold on."
126,David Kopel,Those --
127,Eugene Volokh,"And I should just say, not a single Second Amendment decision or state -- or decision under any of the 44 state constitutional rights to keep and bear arms contradict that or undermine the safety issue that you're raising. So, if, for example, a state court imposes liability because a gun is prone to misfiring or something like that, no constitutional problem. There's an interesting debate as to what the proper regulatory scheme for that is. But the Second Amendment is not an obstacle because --"
128,Alan Dershowitz,"Well, that's what you say. But just remember what --"
129,Alan Dershowitz,"-- David said. David said that he's going to mount a Second Amendment constitutional challenge to New York's law that prevents you from taking your gun out of the state. So, there's always the threat, if there's a constitutional amendment, that every regulation will be challenged. The NRA thinks everything is unconstitutional -- locks on guns, safety provisions for guns, making sure guns are stored properly. The NRA can make a constitutional argument against any reasonable regulation. I think every --"
130,David Kopel,And so could --
131,Alan Dershowitz,-- body has to --
132,David Kopel,-- the ACLU.
133,Alan Dershowitz,"-- admit -- everybody has to admit that if there is a constitutional amendment, the presumption is against regulation. If there is no constitutional amendment, thepresumption is in favor of regulation. That's why we ought not to constitutionalize this right. We ought to constitutionalize the right of self-defense, but not the derivative right of gun ownership."
134,Eugene Volokh,"Alan, this is like saying that the Fourth Amendment -- the problem with the Fourth Amendment is that every single criminal defendant can try to argue for reading it extra broadly and excluding all the evidence against them, and they do. And they lose."
135,Alan Dershowitz,They lose.
136,Eugene Volokh,"We judge the Fourth Amendment by how it's actually been interpreted, rather than by some possibility that maybe it's going to be over-interpreted --"
137,Alan Dershowitz,This is just the beginning.
138,Eugene Volokh,The Second Amendment? No. The right to keep and bear arms has been around -- as an individual right --
139,Alan Dershowitz,10 years --
140,Eugene Volokh,"-- since 1776, at the state level --"
141,Eugene Volokh,There are dozens -- there are dozens --
142,Eugene Volokh,"-- of court decisions from the 1800s on to the 1900s into 2000s, interpreting it. None of them have had the effect of striking down any such laws."
143,Sanford Levinson,I think it's a legitimate question. That is to say --
144,Sanford Levinson,"Justice Scalia, without presenting any argument, announced in Heller that just as Martha Stewart can be deprived of her right to self-defense, it apparently was the case that all laws limiting the rights of mentally ill people, a notoriously accordion-like term, could be limited. I presume that all of us agree there are some mentally ill people who shouldn't be allowed close to a gun. I would imagine that as a policy matter, not as a constitutional matter, all of us might well agree that there are some mentally ill people whom we would, in fact, allow to have a gun if we really do take self-defense very seriously. This -- what you might want is legislators, city councils, et cetera, to write very careful legislation and tell us which is which, rather than to leave this up to judges who, quite frankly, have no training whatsoever in discerning differences of level of mental illness, or have no training in trying to figure out what, if anything, the data actually support."
145,Eugene Volokh,"So, we've heard all sorts of things about death, about assassination, about futility. I want to end this on a cheerful note. I want to tell you about some good news. So, from 1993 on, the size -- the amount of guns in America increased from 200 million to probably about 300 million. Now, you might think that's good news or not, but that's not what I'm claiming is good news. Likewise, or since from the mid -- in the mid-'80sabout 10 states, any law abiding adult could carry a gun concealed on his person just by getting a license, except for one of the 10, you didn’t even need a license. That state, it turns out, was Vermont. Now that number is over 40. During that time, and I'm not going to say -- I'm not making a causal claim here, I will tell you the claim I'm making in a moment. During that time, the homicide rate and the firearms homicide rate, basically fell by a factor of two. The general violent crime rate and the gun violent crime rate basically fell by a factor of roughly three to four. I will tell you, the number -- it was so shocking, I thought it was just nonsense spread on the Internet. But if it is, it's spread on the Internet by the Bureau of Justice Statistics, so that gives it some special claim as nonsense goes. So -- -- I think it's probably not nonsense. The serious violent crime with guns against youths, age 12 to 17, fell by a factor of 20 -- by 95 percent. Now, I'm not saying that the growing gun stock caused-- that's -- there's actually a hot debate about that -- I don't know what the right answer is. But it seems to have happened in spite of the growing gun stock. We'd think, if some of the arguments we've heard are correct, the result would have been vast amount of bloodshed. It hasn't been. Something worked. We don't know what. Nobody really quite knows what. But something has caused this tremendous and sustained decline of crime. We should be looking to see what that was. It wasn't gun control, maybe it wasn't gun de-control. It was something. That's --"
146,Eugene Volokh,-- what we should be thinking about --
147,Eugene Volokh,-- and not guns.
148,Sanford Levinson,"All right. It's no surprise that my friend Eugene Volokh makes very, very powerful, eloquent arguments about the public policy of gun control. But that's not what we're debating this evening. The question is to what extent any particular policy should be constitutionalized, which at the national level, means that it's close to written in stone and impervious to any change in the future. And I really do think when you vote, that ought to be the principal question you're asking, not whether you believe a particular policy in 2013 makes sense, because if you constitutionalize it, you also have to say, ""It's going to make sense in 2023, 2033, and ad infinitum."" Secondly, I think David Kopel used interestingly different language at different points in his argument. And he, too, has made very capable arguments. I don't know him so well as I know Eugene, so you shouldn't take anything amiss when I don't refer to him as my friend. I've known Eugene, you know -- -- since he was a child, almost. But --"
149,Sanford Levinson,"-- at one point, David said that -- I think it was Washington's policy -- no rational person could agree with it."
150,David Kopel,That was New York City --
151,Sanford Levinson,"Oh, okay. New York-- it really doesn't matter.John Donvan: These are uninterrupted."
152,Sanford Levinson,"Now, I really --"
153,Sanford Levinson,"-- don't think it's the case that you have to be a lunatic to agree with Michael Bloomberg. Maybe he's got the wrong policy. But it seems to me that the rationality test -- at least the way that lawyers use it -- really does require that you believe the other side is truly lunatic. But what was telling is that in his more recent comment, he said, in effect, that there are legitimate reasons for -- there are reasonable people who disagree. And --"
154,Sanford Levinson,-- we can --
155,Sanford Levinson,-- disagree.
156,Alan Dershowitz,"I ask you to vote for the motion based largely on what Professor Volokh has brilliantly argued. He has conceded that he wouldn’t include a militia in his model Bill of Rights. He also has conceded that he wouldn’t constitutionalize the right of hunting. By making those two arguments, he has conceded the basic proposition: that the SecondAmendment the way it’s currently written is anachronistic and has outlived its usefulness. He would substitute another amendment for that, an amendment much like the one that he said was passed in Wisconsin. It seems to me that they have conceded away the basic argument, namely that the Second Amendment as written is anachronistic. What’s left? What’s left is: do we really want militia groups that are armed today, and armed under the Second Amendment, to have the right to confront our government and try to conduct yet another revolution of the kind that we had back in the American Revolution and the Civil War? It seems to me the answer to that is quite clearly no. Sigmund Freud had a very famous statement back 100 years ago in which he said, “The first human who hurled an insult instead of a stone was the founder of civilization.” The First Amendment protects insults. It does not protect stones, it does not protect violence. We could live very comfortably with a First Amendment and without a Second Amendment. I don’t want to amend the Bill of Rights because I worry that other things could happen, but I do want to make it very clear that the Second Amendment with its emphasis on militias and hunting, and with no mention of self-defense has outlived its usefulness. Therefore I urge you to vote yes and let’s begin a debate on whether we should have an amendment protecting the right of self-defense, not the right of guns."
