,Speaker,Script
109,Kris Kobach,Against the jitters of the audience I'm going to say yes on this.
110,Kris Kobach,"No challenge too great. No, look, the -- Trump's -- look, all presidents to a certain extent pick a great team. You always get the cream of the crop wanting to be in the president's cabinet, in the White House, so you always have talented people who have risen to the top of their field. So, this is kind of a tough question. I'm looking at it from is this team talented in what he has chosen them to do, which is execute the laws of the United States. And so how do you measure that? Well, they all have fine resumes, but let's look at the White House team. One thing we can see that Trump has done very far and above what other presidencies have done and that is in the first hundred days he has had so far 25 executive orders and you say well, executive orders, that's no big deal. Actually, it is. It requires a lot of legal analysis and policy analysis and all kinds of eyeballs on it. But 25 of them in the first hundred days, Obama had 19, Bush had 11, Clinton had 13. There's one empirical indicator that his team is getting things done. Now, if you disagree with what they like you may disagree with what Trump's like, but -- what Trump likes, but the fact that you disagree with the policy doesn't mean that they're a bad team."
111,Rich Lowry,"No. Through my extensive reading of Hoover Institution briefing books -- -- I have learned that it's customary in the United States government for the national security advisor to last at least one month, right? Michael Flynn didn't make it and he was actually acting as an agent of foreign interests, Turkish interests, during the campaign. And I also highly doubt it that some of the very best people to advise the president of the United States just happen to be his son-in-law and his daughter, right? Now Jared Kushner -- -- by all accounts is a very impressive and decent guy, but what qualifies him to be quasi-Secretary of State? Then there's Trump's management style where you have all these White House advisors. They really -- they follow themselves around from meeting to meeting like ducks crossing a road because they're all afraid there will be some major decision made on a snap basis and they'll be left out of it. So, look, are there impressive people on the team? Yes. Is it a terrific team? Sadly, no."
112,Jennifer Rubin,"I know it's going to shock you, but no. I got two words for you. Sean Spicer. Steve Bannon. There are many people who are not qualified and this is the one case where the president has specifically not chosen the cream of the crop intentionally, because they have been disloyal in some respect. He has ruled out a whole slew of very fine conservative -- some Democrats as well, advisors who could really have helped him here and he says they can't come on board because they wrote something nasty or they said something nasty. That's his prerogative, but that means he doesn't have the cream of the crop. I also would not bring up executive orders if I were Kris. I do seem to remember a travel ban that was struck down by just about every court in part because the rather uncareful White House council thought that he could amend it in order to fix the order by excluding green cards, when in fact, the president had to reissue it and that was one of the major things cited --"
113,Jennifer Rubin,-- in the --
114,Jamelle Bouie,"Obviously, I'm a no here. If we're thinking about it on Trump's own terms, had he chosen a team that can competently execute his vision, that can competently run his administration, I think the clear answer is no. From his White House, Jenn mentions Steve Bannon, that's – he’s shown no evidence of being a particularly skilled advisor; the same goes for Stephen Miller, the other one of the two Steve’s in the White House. If you look at Cabinet agencies -- Rex Tillerson seems to be growing into the job, but by all accounts, he's not a competent manager of the State Department. Ben Carson -- -- the Secretary of -- at Housing and Urban Development doesn't appear to know what the agency is there for. Go down the line and you find -- even Scott Pruitt, the EPA director, who is there as sort of a critic of the EPA, doesn't appear to be a competent manager of the EPA. So, even on the terms Trump set out for himself, none of these people seem to be any good at managing government, and this is even before we get to the fact that huge numbers of positions haven't even been filled. So --"
115,Ian Bremmer,No.
116,Ian Bremmer,I did a head fake on that one.
117,Ian Bremmer,"I am a no. I don't even believe you’re a yes. I think he's screwing with everybody, here. Look -- no, because first of all, you said Trump picked a terrific team, right? You can say there are a lot of competent people, more solid than expected -- you can't say -- first of all, he hasn't picked -- you do not pick your relatives, right? Your relatives, they're there. They're stuck with them. They're around. He's like, ""I've got to get them jobs. There they are,"" right? I mean, at least Melania's kind of sidelined. So, that's a good thing. But no, Jared and Ivanka. No. And Ben Carson. Like, I mean, they wanted a black guy on Cabinet. But – -- no, but seriously. I don't know how much about Jamelle's background, but I know that he'd be better at HUD than Ben Carson, right?"
118,Jamelle Bouie,"I mean, I know what it stands for."
119,Ian Bremmer,"Exactly. Rick Perry. He said that that was -- he wanted to get rid of three departments, and the one he couldn't remember on the debate stage, they gave to him. Okay? So, I mean, where are we going from this? This is a no."
120,Kris Kobach,"So, I would answer a few things off the bat. First of all, on Jen's point about the travel ban -- why therefore you shouldn't use executive orders as a measure --"
121,Jennifer Rubin,"No, I said this particular White House counsel was incompetent. He didn't save it as he could have, by having the president re-issue it to remove green card holders."
122,Kris Kobach,"Well, my point is this -- that regardless of whether you're looking at the original executive order or the subsequent executive order, as someone who litigates in the field of immigration law, I guarantee -- and I will bet whatever amount of money you want that when the appeals are done, the travel ban that is currently being litigated, will be upheld in court. I guarantee it. It's not even going to be close. One of the things, as litigators, you find is you -- people jurisdiction shop all the time. ""Well, maybe we should file this -- in this district, because there are a lot of good judges who are going to agree with our position."" Well, the opponents of the travel ban, they picked jurisdictions where they got very lucky in the draw in the judges they got. So, I think, at the end of the day, when it goes to the Court of Appeals, where that luck doesn't have as much effect --"
123,Kris Kobach,-- --
124,Kris Kobach,"Well, let's go -- going back to the --"
125,Kris Kobach,-- Cabinet --
126,Kris Kobach,"So -- right, right. But I -- so therefore, I stand by my measure that executive orders being issued is really difficult, and they're doing things very quickly, at least on the White House team. And I know that a lot of the criticism is of specific people in the White House. I think those criticisms are incorrect too. I mean, the media has portrayed Steve Bannon as this Rasputin figure who's, you know, either evil or incompetent, and he's neither. I know him well and he is extremely bright. He's very gifted at keeping the President focused on the strategic objectives of the administration, which is what his job title is. And so, I think -- you know, he -- Trump was wise to put him in that position. One other point. When you look at the team and you say, ""Well, what about these first hundred days? Why hasn't the State Department accomplished anything yet? Why hasn't this"" -- you also have to remember this. Congress -- the Senate has been very slow to confirm people, excruciatingly slow to confirm people. So, the team is actually not fielding a full team on the field. They're not playing in the NFL with 11 players. They're playing with two players right now -- the Secretary and the Deputy Secretary. They don't even have the undersecretaries --"
127,Kris Kobach,-- in the --
128,Rich Lowry,"Right. I'm thinking of changing my vote, just to make it more sporting –"
129,Kris Kobach,No. Stay where you are.
130,Rich Lowry,"What can I say? I think the team has gotten better. You know, H.R. McMaster is a great national security advisor, a wonderful man. But it's just not -- it's not an impressive team. As Jenn pointed out, there's huge swaths of the Republican Party that didn't support him or wrote letters saying, ""We're opposed to him."" And, you know, for understandable reasons, he wants people loyal to him. So, that immediately cuts out a huge element of the talent. But, for whatever reason, they've just been very slow to nominate people. So, I think the best you could say, the best grade you could give them would be an incomplete."
131,Jennifer Rubin,"Ian is right. The problem has not been that the senate has been excruciatingly slow. They're always excruciatingly slow. It's been that he hasn't bothered to nominate dozens and dozens of jobs. In fact, he's announced that he doesn't need them at all. So, he's throwing away hundreds of positions which, of course, he needs to implement his policy. So, not very bright. But I think the bigger issue with Ivanka and with Jared Kushner is not simply that they're totally unqualified, which they are, but that they have by Trump himself massive conflicts of interest. And what they are creating is a cesspool of corruption. They are flying in the face of, ""Yes, the Emoluments Clause, which applies to them because they are White House officials -- White House employees as well. And that republicans, unfortunately, have sort of thrown constitutional niceties and a concern for good governance out the window because it's their guy, so they have to protect him. Well, I guess that's politics, but it's pretty cruddy for the country."
132,Kris Kobach,"Well -- I think you have conflict of interest questions in all administrations. And obviously, when you have --"
133,Jennifer Rubin,"No, you don't."
134,Kris Kobach,"Well, no, you do, I mean, it --"
135,Jennifer Rubin,"No, you don't."
136,Kris Kobach,"-- members of -- secretaries frequently have to recuse themselves, especially in like the Justice Department. Attorneys have to recuse themselves all the time. As long as an appropriate recusal is done, you can deal with conflicts of interest. Now, again, as long as the recusals occur when recusals should occur."
137,Jennifer Rubin,"No, they actually divest themselves. They actually liquidate. And, in fact, most of the people in his cabinet, with the exception of his son and daughter, have done so, including Rex Tillerson to his credit."
138,Kris Kobach,Right.
139,Jennifer Rubin,And there is a very long process they go through. Jared and Ivanka still own what they own. They have a conflict. This is contrary to what other cabinet officials in other White Houses have been .
140,Kris Kobach,"Essentially what you're saying is then they absolutely cannot serve. And if that's your position, that you just can't do that, then that's fair enough. But, I mean, you -- they're trying to find a way where -- well, that would be --"
141,Jennifer Rubin,Or they could steal their stuff.
142,Kris Kobach,"--Saudi Arabia would be fine, right?"
143,Jennifer Rubin,They could still --
144,Kris Kobach,legal problem --
145,Kris Kobach,"Robert Kennedy, I mean --"
146,Jamelle Bouie,"No one's forcing Jared and Ivanka to be in the White House, right? Like, they -- no one put a gun to their heads and said, ""You got to serve in the White House."" If they want to serve, then they divest themselves of their assets. And that's -- hey, problem served. But if they're not going to do that, then we're going to criticize them for conflicts of interest. I want to -- I want to get to something you said, Kris, earlier, which was to suggest that because in the future maybe a policy may work out, therefore you can fairly evaluate the team that put it in place as terrific, right? So, like, the travel ban may end up staying in place and so that reflects well on the people who crafted it. But the fact that the immediate unveiling of the travel ban plunged the administration into chaos which took weeks to get out of and which likely energized the opposition even more I think is, like, on its face evidence that the team is not terrific."
147,Kris Kobach,"The -- if the Trump Administration did any executive order in that issue -- in that area of travel and refugees and legal immigration, they were going to get sued. So, by your definition they were always going to fail in that because -- just because a lawsuit happened, which in turn caused the chaos."
148,Jamelle Bouie,"But a lawsuit happened no matter what. Again, a lawsuit didn't just happen. Like, if the travel ban were crafted in a way that could withstand legal scrutiny, --"
149,Kris Kobach,"Yeah, lawsuits would've happened. ACLU is going to sue no matter what."
150,Jennifer Rubin,Right but they might've lost one or two.
151,Jamelle Bouie,"We can keep on going on this sort of like this path here, right? So, the White House attempted to pass a massive health care reform bill with the help of House Speaker Paul Ryan in a three- to four-week span. That is not something that terrifically chosen people do."
152,Kris Kobach,"Just a quick civics reminder, White Houses don't pass bills. Congress passes bills and to say that --"
153,Jamelle Bouie,Are you --
154,Kris Kobach,"-- wait, wait, wait."
155,Jamelle Bouie,Are you telling me that the White House had nothing to do with the attempt to push this bill through? Is that what you're claiming?
156,Kris Kobach,"Of course, but the White House cannot unilaterally --"
157,Jamelle Bouie,That's not --
158,Kris Kobach,-- ensure that a bill passes.
159,Jamelle Bouie,That's not what I'm saying.
160,Kris Kobach,"By that measure, Obama who had a pretty good start, didn't get any major legislation accomplished and you would say well, he didn't get any legislation accomplished therefore he failed."
161,Kris Kobach,If you want me to back off on it I will.
162,Rich Lowry,"Just a factual note, that's on Paul Ryan. That's not on the White House. He came up with that strategy. He told the White House this is what he wants to do and he tried to do it and it was an abject failure. It's insane to try to pass a major health care bill in three weeks. And also, just on the executive orders, there are two executive orders. They did one that was rushed and flawed in lots of ways and the implementation was terrible. Then they did a second that was much more buttoned up and to Kris' point, that second got stopped as well because you have judges who are hostile to this policy and take it upon themselves to impose their policy on the nation. And eventually it will get to the Supreme Court and will pass mostly because it's in black and white law in U.S. code. He entirely has authority to do this."
163,Jamelle Bouie,"If it was so obviously insane to attempt to pass or to attempt to rush through a health care bill in three weeks, then why didn't anyone in the White House make that argument to the president? Where were the terrifically -- terrific advisors to tell President Trump that for as much as you may want this policy objective it is unwise to take this course of action?"
164,Kris Kobach,"Because there was a chance that it could have worked. They came when they -- look, I mean, look. They came within what 20 votes? I mean, it's -- you don't say well, we can't get it done in a hundred days so let's wait until day 101 to start. You go ahead and you make the push. Now, you're right, it was wrong to establish expectations that we're going to get this done in three weeks or we're not going to do it all. I agree with that, but I want to turn to another point that some of the folks on the opposite side and they've attacked specific individuals. Oh, come on. Can you really believe it? They put Governor Perry in there or this person here. Look, Trump promised the American people that he was going to turn over the tables and that he was going to aggressively rock the boat when he came to Washington, and so, we shouldn't assume that he would come in and appoint the type of person that a typical politician would appoint. I mean, I really was curious. I didn't have any inside information on which direction he was going to go with a lot of these picks and it does reflect some of the promises that he made. I mean, Pruitt in the EPA is a perfect example. He's -- Trump is hostile to a lot of what the EPA has done and so it is perfectly expected that he would appoint someone who wants to roll back what the EPA is doing. And so, you know, I'm not surprised. You could say wow, these are so unconventional. Yeah, they are unconventional, and these are people who may be hostile to the very agency that they're going to."
165,Kris Kobach,What better person to roll the agenda back?
166,Ian Bremmer,"I think there is an argument to be made that the appointment of Goldman Sachs generals and “gajillionaires” is not aligned with a lot of what Trump was saying for his base during the election. There's an argument to be made there, right? But to create a little bit more balance, I mean, I would say it's not like Trump has a monopoly on appointing some inside loyalists that really have no basis to do their job. I mean, I think when Obama first came in as a first-term senator and, you know, a lot of their experienced people were on team Hillary, he's got Ben Rhodes, he's got Valerie Jarrett. No basis to be -- smart people. No basis to be in the position they're in. Like Steve Miller, like Jarrett. I mean, just from an objective capabilities and experience perspective. The difference being that Obama reads and gets briefings and Trump doesn't. So, in terms of understanding what kind of a team you really need, you want a team that complements the skill sets you have, the skill sets you don't have. And I think that Trump's done a bad job on that. But final point, I look at -- I look at someone like Steve Bannon. I don't think he's a disaster. He's a disaster if he runs everything. But if -- having someone like that being a voice around the table, a voice that really is necessary, to say, ""Wait a second. Economic nationalism is important to pay attention to, and wait a second, globalization has hurt a lot,"" that's a -- you want some bomb throwers in there. You just don't want them to have the ability to actually launch the bombs, right? And again, but to go to the other side, since no one has said these two words yet -- let me just end on Jeff Sessions."
167,Ian Bremmer,Yeah.
168,Jennifer Rubin,"Trump didn't really vet a lot of people, and that's why some 15 people have already cycled out of the people he appointed. They really didn't have a vetting process, and that's how you got people like Michael Flynn. That's how you got people who sort of came and went before you knew who they were. So, part of this is not simply the people who have come in, but everyone who was with him in the transition stage, who -- granted, we didn't think he was going to win either. But they were not prepared for this, and they did not do a professional job of vetting people. Now, you can bring in all kinds of brilliant outsiders, but it's quite another thing to bring out -- bring in someone like Sebastian Gorka, who is -- I would suggest you guys all read Tthe Forward when you get home this evening -- who has really documented horrendous ties with Hungarian fascists. He left in quite a huff today when he was asked questions at a college gathering. So, we don't know what's going to happen to him. There is a lot of cracked pottery. There's a lot incompetence well above the norms for any given presidency of either party."
169,Jamelle Bouie,"And again, this is less about whether or not I think Scott Pruitt should be leading the EPA. But if Trump's goal is to dismantle the EPA or at least pull it back from it’s -- from a more aggressive stance, then it's not clear to me that Pruitt is in fact the kind of person you want in that position for reasons of managerial competence. The same goes for Ben Carson of HUD, for Betsy DeVos at Education. These are appointments that may be ideologically favorable to Trump. But in terms of executing the Trump agenda, they can't even advocate for people to fill the positions, right? Like, if you want the EPA to do less, you need actual people at the EPA to carry out your agenda, and the EPA is full of vacancies like every other federal agency. And so, a principal who cannot advocate for his own agency, to get the kind of funding and expertise necessary to then dismantle that agency, it doesn't appear to me to be a terrific fit."
170,Kris Kobach,"Okay. I want to -- there's so many things to answer, but I'll --"
171,Kris Kobach,"Okay. Thanks. So, I would say a couple of things. As to the Bannon point, Bannon is not the only one making the decisions. He is a voice among many around the people. And Trump does get briefings on -- it's just one meeting after another, after another in the White House, and the White House is still humming at 11:00 p.m. At night. They're constantly working, and it is not what -- this cartoonish image that you're describing."
172,Kris Kobach,"Jeff Sessions is the perfect Attorney General for a transformation at the Department of Justice. The Department of Justice has a lot of ideologically-driven attorneys -- in the civil rights division, especially. And so there -- you need someone who is going to be very driven himself on what the policy objectives are in the legal world -- which prosecution will take priority. And so, he's actually the perfect person to enact Trump's agenda in that Justice Department."
173,Jamelle Bouie,"I declare yes, actually, on this one. I think -- as a member of the press. No, I -- if you look at the reaction of mainstream media in the wake of Trump's election, it was very much not just, ""Oh, we're going to cover this President as we're going to cover any president."" It was explicitly adversarial. It was, ""This President is potentially a threat to the freedom of the press, and we're going to treat him accordingly."" Now, I don't think that's a bad stance at all to take. That's in fact the stance I took. But if we're evaluating the resolution here, is the press out to get Trump? I think it very much is. Now, this is balanced against the fact that for some elements of the press, like the cable news press, Trump is a huge moneymaker, right? People want to watch Trump on TV. There's a big incentive to constantly kind of hang on Trump's every word. But for major newspapers, for many, many magazines, I think they're very -- is -- there is an obvious antagonism towards the Trump Administration. It's just antagonism I think is warranted, but it's there and it's -- he chose to deny it."
174,Ian Bremmer,"I say, ""Yes."" And, look, I mean, Trump's -- Trump hates pets. He hates dogs, right? I mean, Trump doesn't drink and he treats his wives as objects. So, I mean, for all of these reasons, he's hard to relate to as a human being, right? And the people that I know in the press, right -- I mean, I would say like 95 percent of the mainstream media just as individuals find Trump odious. And, you know, they were absolutely willing to go with it when it was entertainment at the beginning. But now that it's actually like he's President, they want him to fail. And they're willing to go with that. Look, their jobs are not getting any easier. They're not making a lot of money. A lot of them are getting fired, right? The media's kind of going to hell. They're absolutely against him and I think that absolutely is hurting our mainstream media across the board. It is undermining the legitimacy of the New York Times, the Washington Post, CNN, MSNBC, and the rest. I'm not with Jamelle in thinking it's good for the country."
175,Kris Kobach,"No surprise here. Look, I'd say a number of things. One, it's empirically provable. I don't know how many of you saw it but, today, the media research center came out with a study and they found that Trump has received more hostile treatment in the broadcast media than any president in history since they've been recording this. From January 20th to April 9th, 89 percent of the broadcast media coverage was negative. They looked at 1,500 on-air statements that were negative compared to 186 on-air statements that were positive. So, I mean, you could look at some objective things and say, ""Yes, the press does seem to be out to get Trump."" Another example of this is what's going on right now in the media this week, the old budget squabble or debate about the wall. Now, remember four years ago when a Republican Congress was refusing or thinking they might refuse to give President Obama the appropriations in the budget bill for Obamacare? They said, ""The Republicans are threatening a shutdown of the government."" Now, we're Democrats in the Senate are threatening not to give a budget bill because of appropriations for the wall. They're saying, ""The President is threatening a budget shutdown."" It's a clear double standard. The press is so obviously leaning one way."
176,Jennifer Rubin,"I got to do that, right? I voted, ""No,"" for the listeners. I vote, ""No,"" on this not for any of the reasons that the gentleman to my right said, but because the press doesn't really have a meaning anymore. Rich isn't out to get the president. He's the press. Fox News isn't out to get the President. They're the press. Breitbart isn't out to get the president. They're the press. Are some outlets very antagonistic and very I think forceful, aggressive in going after the president because he lies a lot? Yes. But there are also people who are really sort of painful cheerleaders for this president and that's the nature of the media we have. We may not like it, but the media that you and you and you watch probably is somewhat hostile to Trump, but the media that Rich watches isn't. And I don't think this is a good thing. I don't defend the silos, but I think there's plenty of support out there for him if you look in the right places."
177,Jamelle Bouie,Yes.
178,Jamelle Bouie,"So, I guess this all depends on how you see the Trump administration and President Trump. If you simply see him as an ordinary president then the press is -- or then the mainstream press' hostility towards him might be unwarranted. I really make the distinction between mainstream press because while Breitbart is the press, I'm not sure I would call it the mainstream. But Fox News certainly is a mainstream so we have this, you know, -- so you have that. If you view Trump as a threat to the free press, as a threat to pluralism, then there is a real case, right, that mainstream outlets, that the press as an institution, which doesn't just exist to defend its own prerogatives, but exists as a part of our democracy that is committed to the values of our democracy, it is appropriate for that threat to be more critical and scrutinized more and even be a little antagonistic towards a figure and a sort of political style that is itself very hostile to our democracy as we understand it."
179,Ian Bremmer,"I think that's a very good way of putting it and I think there's a judgment call here because there are few things about Trump that are different from other presidents, right? There's a level of incompetence. There's a level of corruption and there's a level of authoritarianism and all three things you find in other presidents, but you find more of them in Trump. Now, you're saying that if it's mostly an authoritarian problem then the press needs to just get out there and hit him as hard as possible. I think you're right, but that's not my judgment. My judgment is this presidency is mostly about incompetence to the extent their different. And, by the way, that's something that will normalize over time. You fired Flynn. We bring in McMaster. You get rid of K.T. McFarland, you send her literally as far as possible from Washington, Singapore, right, and you bring in somebody else that's more capable. But I will say in terms of how you define the media and say well there's some media -- look, the Dutch are tall, okay? There are some Dutch that are short, okay? That does not make the statement the Dutch are tall less true, and that is the way I would view our view of the media being biased."
180,Kris Kobach,"We see things a little bit differently. Look, there's no question that the media view Trump as a threat and they really, really don't like him so maybe --"
181,Kris Kobach,"Well, this is where I'm going. So why don't they like him? Now, Jamelle is suggesting that they are noble freedom fighters fighting against an authoritarian ruler and they are the only Vanguard that can save us from this tyrant. Well --"
182,Kris Kobach,"In so many words that they're acting nobly in order to stop a tyrant. I mean, I think that's overblown and, again, I am exaggerating it for effect. But the point is that I think a lot of them are attacking him in part because Trump declared war on them as much as they declared war on him. I don't know how many people in this room attended a Trump rally. I was at a couple of them during the campaign and at every rally he would have the audience at some point for effect turn to the media pool at the back of the arena and boo or he'd make some joke about them and these reporters for the first time in their lives were actually the subject of the attention of all this audience and it was really negative attention. So, I think a lot of them had something visceral like this guy doesn't like us so we don't like him."
183,Jamelle Bouie,"Right, right. At Trump rallies with press being jeered at angrily."
184,Kris Kobach,"I'm suggesting it's -- not necessarily -- but it's a visceral kind of thing, like he really doesn't like us. I've got my pen now, you know?"
185,Jamelle Bouie,"So, I think there is a distinction to be made between politicians merely disliking the press. It's a pretty normal thing -- politicians don't really like reports, they don't really like journalists all that much -- and whipping up anger at journalists and casting them as somehow illegitimate actors in this game of democracy. The former we can all live with; the latter does sort of begin to constitute a threat to the idea of a free press. And I think journalists are reacting to the latter. Had Trump not, again, stirred up angry crowds of people to yell at journalists, and cast them as illegitimate, I'm not sure there would be the same kind of visceral anger. But --"
186,Jamelle Bouie,"-- he did, and there is, and it's justified."
187,Jennifer Rubin,"Well, to the judge -- you know, Fox News, as they keep telling us, is the most watched cable news. So, they're a very big news source. And they clearly are not out to get him. So, there is -- I don't think it's completely balanced 50-50, but I don't think we should diminish. After all, they helped elevate him, and elect him, and continue to support him. I would point out, however, that for all of his hostility to the mainstream media, what does he do when he wants to get a piece of information out? He calls Rich's ex-employee, Bob Costa, who is now a very good reporter at the Washington Post -- and tells is to him, because he knows more or less he's going to report it straight. He does the same with Maggie Haberman at the New York Times. He calls these people to impart the information. They then relate it -- they accurately relate it. He didn't go into the Wall Street Journal editorial rooms during the campaign. He came to the New York Times and he came to the Washington Post. Trump has used the media his entire career. He has played this game to the hilt. Whether he really hates them or not, this is his shtick. He has done it from the get-go. To the extent to which he's really offended or really upset -- who knows. But this is a game that he plays. And he actually does know the respected media outlets, because those are the people he calls when he wants to break news."
188,Kris Kobach,"So, on that point – -- Trump is not acting viscerally, as some reporters may be. He's acting cerebrally. He is actually -- -- he is manipulating the press better than any president has manipulated the press in the modern media era. He knows how to get under people's skin. And so, he deliberately picks a fight if he knows that the fight will benefit him. He deliberately picked those fights at the campaign rallies. He wasn't doing it because it was fun. It might have been fun. But he was doing it because knew that this trust of the media was low. He knew that on balance, the coverage of his policy or whatever the issue of the campaign was at that moment was going to be tilted against him, so he wanted to undermine trust in the press, and he has been successful in doing that. In its February annual competence poll, Gallup found Americans trust the media to, quote, ""Report news fairly, accurately -- fully, fairly, and accurately,"" was at its lowest level in polling history. That's what they do. And so, they are going to fact check them and they are going to investigate the Russians and they are going to investigate conflicts of interest. There's a lot of stuff that's never happened before in the White House."
189,Rich Lowry,"No one opposes fact checking. But, look, they're clearly -- there's a love and hate relationship on both sides. The press fears and loathes him, but he's great for ratings and everyone's subscriptions are going up. Trump hates the New York Times, says “it's failing, it's losers.” But as Jen refers to, he calls Maggie Haberman whenever he wants to get something on the front page, and no one cares -- no one has ever cared as much about what is written about him and said on TV than Donald Trump does. But I think the play for the press here, going to the numbers Kris cited about his credibility being low, when you're being attacked this vociferously and viciously by a very powerful person for being biased and unfair, you shouldn't react in kind. Only 32 percent saying yes. So, he cultivated this battle because it would help him win the election and it will help him achieve his objectives politically. And so, he's doing it for a reason and he's very good at getting under people's skin. And I think that's the perfect example of it."
190,Jennifer Rubin,"I want to agree in part with something that Kris said, which is it did help him during the campaign. But I would argue very strongly, it's not helping him anymore. His level of trust and credibility is even lower than the media is now. He's -- it's not working. It doesn't help him to get things through Congress. It doesn't help him to vilify the press. And I don't blame him for going back to the well. That's what he was so successful at. So, he naturally tries it again. But governance, of course, is very different than winning an election. And I think he'll find that simply because he brings up Hillary Clinton once in a while isn't going to help him now the same way that if he brings up the press or yells at the press it doesn't help him now."
191,Rich Lowry,If --
192,Jennifer Rubin,"He is judged on his results. So, I think the axe is going to wear thin after a while."
193,Jamelle Bouie,"I mean, my -- the thrust of my argument is that I think the assessment of Trump is being sort of a kind of at best uncertain force, at worst, quite dangerous force in American democracy, justifies a somewhat more antagonistic response than you might see against a different policy."
194,Jamelle Bouie,"Right, right."
195,Jennifer Rubin,"Yes, but I don't think the --"
196,Kris Kobach,"That's the other political side, though, so you shouldn't miss that."
197,Jennifer Rubin,"Right, right."
198,Kris Kobach,"Oh, ."
199,Jennifer Rubin,"But I do think that there -- the press understandably feels that there is a fact-checking role to be had. And, by the way, I don't think, talking to my colleagues at the post, they were under any misbelief that they were going to influence people, necessarily. That's just their job. You actually should take a step back and be more fair-minded and more professional. And that they clearly haven't been able to do. And just a key part of Jenn's argument is almost a scholastic argument that we don't know what the press is. We can't define it, you know? And the national review in the New York Times taken together have five million subscribers. Well, that might be true, but we are a very small slice of that five million. And people still look at the broadcast -- the three big broadcast networks. And there are a couple -- few big newspapers that define the tone of the press coverage in this country and they are clearly hostile to President Trump."
200,Ian Bremmer,"So, I think that Brexit, Le Pen, Trump, Sanders, these are protest votes. And, fundamentally, they're a protest against established political parties, against public intellectuals, against mainstream media, against elites, against science, against research. And, I mean, in that regard, Trump deciding that he is going to take on in theatric and reality television form -- TV form the mainstream media in the U.S. is an extremely smart thing for him to do and something he'll be able to continue to ride for quite some time. Notwithstanding all the facts that he wants to make sure that he can continue to have influence over his favorite ones that he can dole out, you know, to his -- to the court jester that's most appealing to him at any given time. But I also think we have been talking about only one part of the media. We haven't talked much about the media he likes the most, which is social media because he can control it. He can get the information out directly. Now, social media is owned by Silicon Valley. And that social media -- which they weren't paying attention. Mark Zuckerberg, ""No fake news,"" not a big deal until after elections. ""Oh, my god. We've got a fake news problem."" You know, Eric Schmidt, Google, ""Don't know what to do about the algorithms."" And then, suddenly, ""Wait a second. We're going to deal with these artificial bots that are causing difficulty."" I suspect that we are going to see a very big structural fight between Silicon Valley, social media, Bezos, and maybe a little Washington Post, too, against the White House is going to get larger going forward, not smaller, and that's one where the media needs to really watch out."
201,Jennifer Rubin,"That sort of makes the argument that the media isn't out to get him because there's also social media, which is on his side, so thanks."
202,Jennifer Rubin,"I knew that. But I don't think he's going to be able to stop doing this and it's not because it's working, it's because he can't. This is a man with no self-control, no self-awareness, and he does this the way you breathe oxygen. So, he will continue to do this whether it's productive or not and I think it has ceased to be productive. We haven't asked the question has his hundred days been successful, but according to a very large percentage of Americans, it's not been and I don't think this is helping. I think it re-raises and it cements this feeling that this guy is not all there. I mean, if you read that Associated Press interview that's been circulated, it's pretty scary stuff. All he does is cement his opposition, which as a minority president he has to win over some of them, and really rattle his supporters. So, at some point, it's not going to work and maybe he should try something else."
203,Kris Kobach,"I disagree completely with what Jenn just said. He is going to keep going it because it makes sense for him to do it and it is beneficial for him to do it for three reasons. One is, in legislative battles the press is now a combatant on the battle field. In the battle to repeal and replace Obamacare, the press is going to be taking an opposite position to discredit his opponent is good for him. Number two, it rallies his base. When he had that press conference when he, you know, attacked the press, in my neck of the woods out in Kansas, people were sending emails and texts saying this is amazing, this is awesome. The base likes it. And number three, 2020. He wants to get re-elected. It worked really well for him. It's called free media. He crushed the Republican field because he got all the free media, they didn't, and that's another factor in the election battle that's coming up. He'll keep doing it."
204,Jamelle Bouie,"So, on this political question there is evidence, right, from focus groups to polling that large numbers of Americans are really uneasy with tweeting. They're uneasy with this behavior towards the media and there's a real question here, Kris, you accurately said that his base loves it, but Trump did not become president because of his base. He became president because of marginal Trump voters who disliked Hillary Clinton more. So, looking forward to Trump's political future, are those marginal Trump voters going to look at this behavior and say you know what, I gave him a try, I thought he'd cut it out and he didn't and so I'm not going to support him, and that I think is a political danger for Trump."
205,Jennifer Rubin,"All right. I actually think, on the last issue, I was being a contrarian. I think particularly --"
206,Jennifer Rubin,Yeah.
207,Jennifer Rubin,"Well, you wanted to have, like, a debate, right? So, listen, there's an argument for it. But I think on balance, you probably have it right. And I think Jamelle's point is an excellent one -- that whether Trump defenders think so or not, the press does think that they're playing a role in the democracy. It is -- the press is mentioned in the Constitution. The press does have a responsibility. And they are confronted with something that they've never dealt with before, and they're doing the best they can. And they're kind of making it up as they go along because Trump is making it up as they go along. So, I think Jamelle's point was a good one."
208,Jamelle Bouie,"Yeah. I mean, I guess, on the stock market question, if you define that resolution in, like, a very narrow way, right, that, like, ""Is Trump good for the stock market?"" I didn't give it that much thought, whether or not he is, and he may well be, and we'll see how that works out. But -- yeah, so there's that."
209,Jamelle Bouie,"Which is, like, really ."
