,Speaker,Script,Round
55,John Tierney ,"-- living wage laws. I mean, I can understand why Walmart wants a level playing field. You know, my reaction when I see these living wage laws of 15 to $20 an hour, I think they should be renamed ""the robot full employment act."" I mean, that's what -- I mean, if Walmart starts paying its cashiers $20 an hour, people are going to start shopping at place that's don't have cashiers. I mean, it's already happening in fast food restaurants. So, it's nice to raise people's wages, but you're going to put them out of work.",2
56,Nelson Lichtenstein,"I'm in favor of the robots. I want you to know that. I am, seriously.",2
57,Amy Traub,"Oh, you know, of course there are countries that have higher wages and where Walmart is paying higher wages that also have low unemployment. And so --",2
58,Richard K. Vedder,"Well, in fiscal 2017, which ended January 31st, Walmart made $13.643 billion after taxes. That's 2.8 percent of sales. 2.8 percent. Retail operates on a thin margin. That doesn't mean they couldn't make some modest increases and survive for a few years. But retail is dead. It's not dead. It's in trouble. Yesterday's USA Today, ""Ralph Lauren to cut jobs, shutter stores."" Same newspaper, same day -- not the best newspaper, but that's the one they gave me at the motel. ""Payless seeks chapter 11 protection. Will close 400 stores."" You know, this is a tough world we're in. I really think Walmart is constrained. They spent 3.3 billion, by the way, this year to buy an internet sales company so they can start to compete vigorously with Amazon.",2
59,Richard K. Vedder,"Yes. They may win anyway, yeah, in spite of our efforts, as much as John and I love Walmart. And I still want to buy my underwear at Walmart, but I may not be able to.",2
60,Amy Traub,"You know, I've got to say my wish -- my wish has to do with the Walmart business model. And Walmart's not the only one that has this business model. We see it at a company like Amazon, too, that's squeezing workers and sending profits to the top. And so, I would not consider that a victory, I'm sorry, if they are pushed out.",2
61,John Tierney ,"Well, I can't answer that question because everyone is so different on that. And I think what the nice thing about Walmart as an example of capitalism is people make their own choices. I mean, you can still find jobs in small stores. You can still shop at small stores. You know, some people find Walmart repulsive. They don't want to live in the mall. Some people like to live in New York. But I don't think that we can sit up here and prescribe a policy that we should regulate Walmart so that people live this way. I mean, people make their own choices, and I think they -- Walmart gives them a choice to buy small stuff in a pretty ugly big store that they have to drive to a parking lot. But people don't have to go there. And the idea that we should suddenly pass laws that force, you know, Walmart into a certain model, force prices to a certain level, that's decreasing people's freedom, I think.",2
62,Nelson Lichtenstein,"My father owned a five-and-dime in a small town, so I -- on the question of small stores, on the one hand, there were some great things about them, and otherwise there weren't. So, I come -- but I would say this: In general, I'm in favor of efficiency in retail. And Walmart, as I wrote in a book, did make a quantum leap forward, of the same magnitude as Henry Ford and the assembly line. But, towns -- we live in a democracy, and towns, cities have the right to establish the criteria upon which they want business to do -- to work within their -- you know, their limits. And if a small town makes the decision that they would rather have a -- you know, a small business district with small shops, and they don't want a big box store there, they have the right to make that decision. It's democracy. And so, on that level, you know, I am sympathetic to those who want to keep Walmart out. On the other hand, on a larger question of regulation, when Walmart innovates and puts a -- one store with a giant parking lot around it, that's very bad for the environment because the water runs off. In England, they had the same issue. And there, the government of -- I think it was Tony Blair at the time, said, no, we have these green belts. We want to -- we want to compact commercial districts. And they sort of had a big fight about Walmart, and then Walmart lost, and then it accommodated to what the -- you know, what the laws of the country were. But the same thing can happen in the United States.",2
63,Amy Traub,"Ah. Yeah, well, sure. So, I think I made the point that what Costco competes with -- Costco is a wholesale club. They aim at households buying in bulk, and also, it's small businesses. And they really compete pretty directly with a division of Walmart, the Sam's Club division. And so that's where Costco comes in. There is no other retailer that is on the scale of Walmart. So, nobody is like their direct competitor that's up there with Walmart because Walmart is the beast of Bentonville. They're the big kahuna. There are a number of other retailers and low cost retailers that offer low prices, offer higher wages and better benefits and careers and stable schedules which is another tremendous problem at Walmart. Give workers a chance to be full time if they want to work full time. I mentioned Quick Trip convenience stores. That's -- they -- we don't have them here not because anyone's trying to keep them out, but they tend to be clustered in the west. I also mentioned Trader Joes, and there is one just a few blocks uptown in the grocery sector.",2
64,John Tierney ,"I mean, I would say that --",2
65,John Tierney ,"-- I mean, stores -- I mean, employers compete all the time for -- I mean, they're competing for employees. And so, they'll offer better benefits, they'll offer better hours. And so, if these stores are attracting certain employees who value that, that's great. And I'd say -- and if that really is a better model, it'll spread. But the idea that, you know, one store you can point to has found the model that will work for all of Walmart -- I mean, Walmart really does understand -- I mean, it knows that it -- that paying more to workers and offering them more benefits gets you a more stable, a happier workforce. It means less turnover. Walmart doesn't want to lose workers. But it has spent a lot of time, and it knows the numbers, figuring out how it can keep prices low and keep workers happy. It's a balance.",2
66,Nelson Lichtenstein,"Yeah, actually, yes, their PR rhetoric -- they want to keep the workforce, but in fact, I've interviewed managers, I've read their -- I've read what they said. They do want turnover because it lowers the general price -- the general wage level because when you have new people coming in all the time -- they do want that. Here's the alternative. The alternative is grocery stores -- and including, by the way, Costco, which is 15 percent union -- only 15 percent, but the union sets the standard for the rest of them. And growth -- unionized grocery stories, people have a sense there that they have a predictable work life. They -- you know, if you go with a certain amount of seniority, you will get a schedule that you can live with. You know that you will keep that unless you really screw up. You'll keep that job forever. And don't give me the argument that then we're going to get a bunch of dead wood because, in fact, working in a grocery store, you know, at a certain point becomes kind of routinized work. So, it is interchangeable. But one's life is very dependent upon the predictability of your job and I would say that part of the reason for the political turmoil we're in right now is that for many, many people in the white working class, the sense of predictability has fled from their lives and Walmart and its competitors who follow the Walmart model are responsible for that.",2
67,Richard K. Vedder,"Well, I would --",2
68,Richard K. Vedder,"I was going to say this in my closing remarks. I'll say a little bit of it now. I live in a town of less than 25,000 people. It's quite the opposite of New York City. It is a town with a poverty rate of 33.1 percent. It's higher than that in New York City. And when Walmart came to my community, it was like a renaissance happened. And it led, three or four years later, to Lowes coming to my community, a home improvement store of large size. We never had a big store. We never had the -- we went to little hardware stores and a very unclean, dirty, small discount houses of minimal size. So, Walmart had sort of a cultural impact of that nature. And it also meant that people started driving into our community from 10 and 15 and 20 miles away who previously would go to their little town 15 or 20 miles away. And this really had a -- sort of a revitalization impact on the community on which -- in which I live. And before all this happened, I was sort of indifferent to mildly negative towards Walmart. But when I saw this with my own eyes, I said, ""Hey, this is pretty cool. And this is pretty good,"" because this rural area is better off. People are less poor. They're happier. They have more choices. So, long live Walmart.",2
69,Nelson Lichtenstein,"Yes. Yes. Walmart was -- did -- I mean, and this is a good example -- it revolutionized small-town America. Yeah. And in many ways, frankly, the -- there was a kind of, you know, small town merchants just, you know, jacked up prices, and they weren't -- so, that's one of the things that Sam Walton did. He realized there was a tremendous demand for, you know, cheap products in small-town America. And that was really -- that was the -- that made him equivalent to, really, Henry Ford -- when this -- everyone wanted to have a Model T. The question is, then, who shares the benefits of this transformation in American business capitalism? Who -- is -- do the benefits of this go simply to the top? And today, the Walton family is buying back its own shares? It owns more than 50 percent of the company today. Or is it shared more broadly? That's really the question. And we on the negative side, the -- want Walmart to transform itself so that those benefits are shared more with everyone else.",2
70,John Tierney ,"Walmart has a big advantage here. I mean, I've written an article called ""Recycling is Garbage,"" faulting recycling as one of the most wasteful activities in America -- but Walmart is actually a good example of an exception to that, because when I talked to people -- about recycling, what they say is these curbside programs -- they really don't make much sense, because you spend so much energy collecting the stuff, sorting it. But Walmart gets, you know, gets a thousand boxes a day. It puts them all together. It's very efficient. It sends them all -- it's much cheaper for Walmart to send it to a recycling plant. And they can afford to do things on large scales. Like, you know, say that -- ""Less packaging from our suppliers, because we're big enough. We can tell all our suppliers we want less packaging."" It can figure out more energy-efficient ways to do that. So, in that sense, going to big-scale helps you with, you know, dealing with climate change, because you can actually -- I mean, you can hire somebody to figure out, ""How do we design our lights to do it differently? How do we do this?"" And they do it partly for PR reasons, but, you know, even better is that they do it to save money. So, that's good.",2
71,Amy Traub,"Yeah. We've seen a lot of this Walmart PR. They won an award one year -- I can't remember the name of the organization -- for the worst -- it wasn't just one year, it was year after year, I think -- the worst corporate greenwasher. In other words, selling products, for example, that touted their sustainability, and environmental benefits -- but it was marketing. It was -- they were brought up before the FTC for making some false claims on that. And at the same time, Walmart also is putting millions of dollars -- and has put millions of dollars -- into groups that are denying climate change, fighting against environmental regulation, fighting against clean air regulation. And at the same time, Walmart is -- it's selling cheap and disposable products that are designed to break down after a year, after a few months, so you go out and throw them in the landfill and buy another one. And so, I -- you know, it'd be great to see solar panels on top of every Walmart. I have not seen that. And so, I think it's more flash than substance, like a lot of Walmart's claims.",2
72,Nelson Lichtenstein,"Yes. There have actually been studies of that. So, like in Chicago, when Walmart opened up a store, you know, huge numbers showed up. And Walmart -- here's what Walmart does -- here's its business model. It puts a new store almost anywhere especially a big city. They will hire quite a number of people, maybe 800 or so. And, you know, they will have them there. Then over the course of the next year, they will eliminate a large number of them. And I'm not trying to be demagogic here or cheap, but, I mean, the fact is, in places like Chicago, the people who get eliminated -- not all of them -- tend to be people of color. That's not because they're racist, but because -- I don't want to get into that. But just -- that's happened. That's been documented. So --",2
73,Nelson Lichtenstein,"So -- well, but okay. The answer is -- the answer is, no, both Walmart takes people that -- you know, and they have tests. They have a very elaborate test to see who can do the work. But this is -- but it's not as if other firms, you only get the job because you know the uncle or know a relative. This is a case for the retail industry in general. Walmart has a 40 to 60 percent turnover rate every year. That's true for many of the other firms. So, they're constantly hiring people. And to make one more point, Walmart never lays anyone off. You know why? They never lay anyone off, ever. The reason they don't is because when -- they just wait for someone to leave or they give them a shorter shift or a bad shift, and then they quit. That means Walmart never pays unemployment insurance, never, because they -- no one ever -- they never actually have a layoff. People just quit. And so, they save a lot of money. And that's true for the retail industry in general, which is one reason that such a small portion of all Americans that have a job now receive unemployment insurance.",2
74,Richard K. Vedder,"I don't know the evidence with regards to unemployment payments, workers' comp payments, those kind of payments.",2
75,Richard K. Vedder,"I'm being honest, yeah. When Walmart came to my community, we added -- Walmart itself hired 300 people. Now, there's some evidence in the literature that, well, but those aren’t a net increase because the little hardware store down the street will close and other businesses will go out of business or lose business and some will lay off people. The preponderance of evidence shows that the net effect is still positive, and it's quite significantly positive. And at least in my community, it was. Are there some sort of unintended consequences of anything happening, including Walmart opening? Yes. There are some losers. On anything you do economically, there are winners and losers. And -- but --",2
76,Richard K. Vedder,"Yeah. But what the hell, I --",2
77,Richard K. Vedder,Walmart --,2
78,Richard K. Vedder,Yeah.,2
79,Richard K. Vedder,Walmart --,2
80,Richard K. Vedder,"Yeah, Walmart has --",2
81,Richard K. Vedder,"There's a 4.7 unemployment rate in the United States right now with a Walmart with $500 billion in sales. That is extremely low by long-term American standards, by European standards, by the standards almost anywhere in the world. Now, I'm not going to claim that Walmart is the main reason why the unemployment rate is 4.7. But I'm saying that the world markets adjust. Markets adjust. And markets adjust very adroitly to the Walmart phenomena, and they've adjusted in a positive way.",2
82,Amy Traub,"Yeah. I'm interested in Richard's point that there are winners and losers, because I think in the Walmart case, that is really telling. We can look at who the losers are and, you know, communities see some benefits. They see a lot of downside as well. Certainly, anybody who has to go out there and work for a living -- and especially if you happen to be working at Walmart -- is a loser, and the winners are -- in this situation, it's the Walton family that owns more than half of the company and has more wealth than the bottom 41 percent of Americans all combined together.",2
83,Richard K. Vedder,"I mentioned earlier I'm from a poor community I think has -- have had -- where Walmart's had a transformative effect. But I think Walmart's effects are even broader than that. And I think Walmart has been greatly maligned because its workers like Walmart mostly. Not every worker. Any company with a million and a half workers are going to have some unhappy people. But by and large, they have chosen not to unionize. In that, they're similar to 9 out of 10 Americans in the private economy who have also decided not to unionize. They haven't fit into the model of -- the old model of industrialization that many people still proclaim. They just haven't fit into that. Walmart's a good company. Someone asked about environmental things. We haven't talked much about it. But Walmart spends more -- the Walmart family -- we've talked about the evil Walmart family. The Walmart family foundation spends more than $1 million a day on charitable activities. 375 million next -- last year, a billion-dollar commitment on education in the next few years. These are good people. When Katrina hit, FEMA kept talking about, oh, let's have strategy sessions. Let's decide what we're going to do. Walmart was there with water and milk and bread to help poor people and stranded people live. So, Walmart has done a lot of good for America. It is a good company. It is a company that's doing what Americans have been doing for years, proving our nation and making it exceptional. Long live Walmart.",3
84,Amy Traub,"Yeah, today we are living in a profoundly unbalanced economy where some working Americans are scrambling to keep the lights on and yet the wealth of the top 1 percent expands every year. I've argued that Walmart is at the heart of that unbalance. And I want to tell you about another Walmart worker tonight, Jennifer Green. She used to work full time at the jewelry counter at a Walmart store in Virginia. Jennifer lost a pregnancy while she was working at Walmart. She was devastated about that but her manager was pressed to minimize costs and paid time off and was unsympathetic. When Jennifer missed work to mourn the pregnancy, she was cut down to part time hours. A year later, she did manage to conceive again but in six months, Jennifer then had a severe flu and it endangered her pregnancy. She ultimately missed a day and a half of work. She called in sick as Walmart policy requires you to do and she had a doctor's note, but Walmart gives frontline management really broad discretion to do whatever they can to cut payroll costs. And so, Jennifer's baby was due in three months and she was fired for missing work. Jennifer said to me, ""When you work here at Walmart, you feel like, 'I need this job.' You're too scared to say anything because that's how you feed your kids. And I understand it's a business,"" she said, ""But without their associates, they wouldn't have their money."" Now, we all know that Walmart is far from the only company that underpays and disrespects its employees, but we also know they're the largest private employer in America and the profits from squeezing people like Jennifer and her children flow directly up to the six Walton heirs who already have more wealth than the bottom 42 percent of Americans. And they give -- we just heard they give some of their money to charitable causes. Their education charity is pushing a really controversial political agenda. We didn't get to talk about that. And so, Walmart is a leader and they're an exemplar of what makes our economy and our country so deeply unbalanced today. So, I hope that you'll see that there's something really wrong with that and will vote, ""No.""",3
85,Amy Traub,Walmart doesn't deserve a long life.,3
86,John Tierney ,"Thank you and thanks very much for listening to us tonight. When you cast your vote, I hope that you won't be biased by the affection that we New Yorkers have towards small stores. I mean, you know, those little shops are wonderful, but the fact is, the average American family cannot afford to live and shop in our neighborhoods. And if you think the workers in small fashioned stores have it better than the terrible modern Walmart, I want to tell you about the family drug store that I worked in in Pittsburg during high school. I was a clerk. I was paid minimum wage with no benefits. The two owners of the store were two brothers who had to work. The pharmacist -- they worked from Monday through Saturday every week, and one of them had to work on Sunday. It's a killer schedule. The only reason they could do it was that they had stay-at-home wives. Their kids, you know, wanted no part of this business. They didn't take it over. The store went out of business. And so, the people there now go to Walmart or they go to other chain drug stores. And these stores don't have the personal touch that we like to think about with these small shops, but the clerks in those drug stores today, they make more than the minimum wage, they get benefits. The pharmacists work 40-hour weeks. They can balance their family lives with work. That's why there are so many more female pharmacists today. And the customers, meanwhile, have a bigger selection, they have lower prices, and the money they save there, they spend at businesses that didn't used to be in that business district. There are more restaurants now. There are more coffee shops. There are gyms. There are lots of things. And people can afford to go to those places in part because they have more disposable income thanks to Walmart. So, basically, everyone's better off. You know, the workers are better off, the customers are better off, and especially the poorer customers are better off. And my final question to you is, like, ""What's not to like here?"" You know, please join us in supporting the resolution: Long Live Walmart.",3
87,Nelson Lichtenstein,"Thank you very much. I hope that you'll vote with us against the motion because we want Walmart to change. In fact, I have a very good person to support me on that idea. Sam Walton wrote in his autobiography just before he died in 1992, I think it was. He said, ""Constant change is a vital part of the Walmart culture. In fact, one of the greatest strengths of Walmart's engrained culture is its ability to drop everything and turn on a dime."" And, in fact, Walmart has made some changes. We mentioned that two years ago, they decided to raise wages -- very dramatically, they advertised it all over the place. The first -- $1 a year -- I think, was in 2015, and then another dollar a year in 2016. They did that. And they've been very clear in their advertisements -- this was not -- they were not just responding to the labor market. They didn't make that argument. They said, ""We're doing it. We're doing it because we want better service -- to give our customers better service, and it's a good thing for the -- for our employees."" Now, our opponents, their real argument is, ""What is, is good."" What exists right now they justify, you know, as the best of all possible worlds -- you know, or almost -- for what exactly is. But I think, in that respect, Mr. Walton should be sitting on our side of the table here, because he was in favor of change. And our argument is -- why we're against Long Live Walmart is we want -- we think the Walmart model; the way Walmart functions can change. So, we wouldn't say, ""Long Live Walmart."" We want a different Walmart, and a different retail sector in general. And I -- so, I think in that sense, that capitalism changes, but it doesn't change automatically. People make it change. That's been true for 200 years in the United States, and I think it will be true in the future as well. Vote no.",3
