,Speaker,Script
66,VAN JONES,"Now, a crisis of vision is an opportunity. And that is… Well, and that’s really, I think, what you are seeing in California. People now—and a critical mass of people—are trying to figure out how we go forward… I think obviously Prop 13, from my point of view, it has been disastrous for the State of California. I think it’s not all taxes, but it is property taxes. And what it’s done is, it has put the state on this yo yo of tax income based on income tax and other sources of revenue… We would have done better, I think, if we had a little bit more opportunity to have a property tax regime in place. And also the other problem with Proposition 13—which was raised—is that it would…it requires two thirds of the legislature to agree to any tax increase. And in California, that’s a very, very difficult thing to do given where the Republican Party is. But what I would say is simply this: We have an abundance of opportunity in the State of California, because of the success of not just our clean energy—we brag on our clean tech because we are so proud of it—but we have nine different regional economies. Which gives us the ability to do what countries do, frankly. We have an agricultural region…we have, manufacturing, etc. And I think that where we are—at this stage in the development of California’s economy—is we will fix the tax structure, we will fix the budgeting structure. And we have already got redistricting done. And then, anybody who bets against California right now, is going to lose an awful lot of money."
67,SHARON WAXMAN,"Oh yeah. I would like to not respond…I would like to ask… And clean tech is… And we keep hearing clean tech, clean tech… How about the industry that I brought up—Hollywood—where that is, that is just the subject of the most egregious neglect in the years that I have been covering the industry. This is a huge amount of money that the state has just allowed to leave. And only this past year has there been the tiniest, too little too late measure to keep it together…by passing a small fraction of the kinds of measures that other states have already had in place for years to incentivize productions to stay in the state. That’s money… That’s not money that’s out there to be created, as clean tech is a future and building, an economy of where we are going…it’s an industry that’s there, that the state has allowed to slip through its fingers, and has never actually created a sense of—as I keep using that word—connection between the people… Yeah, how…? I mean, California invented the motion picture industry. It created… It invented the entertainment industry. How is it possible that it has been allowed to slip away?"
68,SHARON WAXMAN,That’s absolutely false—
69,SHARON WAXMAN,"—and you know it. The taxes— That’s completely empirically false. Canada, London, 20 percent tax credits, it’s not the artists who make the decisions as you know, Dick Wolf is an exception, he’s not the artist in that case, he’s the executive producer. But it’s the producers and it’s the people who sign the checks who decide where these jobs go."
70,GRAY DAVIS,"Well, wait a minute—"
71,GRAY DAVIS,— question was put to me.
72,GRAY DAVIS,feel like—
73,GRAY DAVIS,"—Reagan saying Mr. Green, this is my microphone."
74,GRAY DAVIS,I’m answering—
75,GRAY DAVIS,And I—I can speak—
76,GRAY DAVIS,—with authority on direct democracy because I am a victim of it as well as a—
77,GRAY DAVIS,can’t answer in—
78,GRAY DAVIS,"Direct democracy in California basically means that, all issues get to the voters sooner or later, and if they don’t get to them sooner the voters put an initiative on the ballot and take matters into their own hands. And basically, everything of consequence gets decided by the voters. And I think they make basically good decisions, I won an awful lot of elections, I lost my last election. But that doesn’t mean, people didn’t have a reason to want to change. What it does mean, however, is they have the power, and I would suggest, in our system of special interests, the only people who have the power to improve things in Sacramento. They’ve already improved them, by changing the way legislators draw—legislators will never— no longer draw the districts, that means they will lose if they’re unresponsive going forward. They can improve them further, with the passage of the open primary, which I assure you, the Republican party will oppose, the Democratic party will oppose, which oughta tell you how you should vote. And on all major issues like the constitutional convention, the vote in November will just be to go out and come back to us with recommendations. We don’t like the recommendations we will vote them down. But we know the legislature, Republicans won’t allow taxes to increase, Democrats won’t allow cuts in major programs—they are immobilized, they can’t solve the problem, the only people who can solve the problem are the voters, who will I predict with the open primary, have already with reapportionment, and will I believe, give voters the opportunity to come back to us with recommendations, hopefully to get away—get away with things like the two-thirds requirement to pass the budget. But if they don’t come back with good ideas, then the voters will knock it down, so—"
79,GRAY DAVIS,"—direct democracy can be a problem, but it also can be a saving grace."
80,ANDREAS KLUTH,"First of all I have to say I agree exactly with you, you’ve—because you lived there and because you came from outside as I did you saw that direct democracy is a large part of the problem. Part of it is confusion over the word democracy, James Madison didn’t want it even used in the constitution of the country, because he was afraid—they had studied ancient Athens which was a failure because of direct democracy. They had studied Republican Rome, which was very stable, they wanted Rome, not Athens. Fast forward to a century ago, the Progressive era. Californians and other western states introduced direct democracy because they were afraid of corruption by the Southern Pacific Railroad of the young state California, they wanted direct democracies, voter directly passing legislation, as a safeguard, as a fourth branch of government to be used sparingly as in Switzerland which was their model. Fast forward again to Prop 13, and onward, and you have a circus, earlier I said, an asylum that is run by the inmates. Never mind the attack ads, the demagoguery… Here is the word count of the longest initiative, 15,633 words. That’s—it is, there was a, I remember driving in the car when several propositions were decided last year. An English teacher called in and said she’s not able to understand the initiatives in the ballot on grounds of syntax. That’s number one, people vote for double negatives when they think they’re voting for the triple negative. There is, it is in California…this is not a statement against representative democracy as the founding fathers of the nation said. I’m—this is a statement against direct democracy as practiced in California, where the legislature is hobbled, because it cannot amend initiatives, and it is unique in that respect. In California it is the least informed way of making decisions. Other people have said tonight, it is curious how often the tough-on-crime voters vote for longer prison terms but forget the taxes to pay for larger prisons. Vote for faster trains, for smaller school classes, for all these things and somehow forget, not only to vote for the taxes, but then also vote for Prop. 13 so that they can’t even be raised."
81,BOBBY SHRIVER,"just want to make one small quibble, actually it’s a large quibble with Gray which is—he used the phrase, “Voters put these initiatives on the ballot.” The real harsh truth I’m afraid is that voters do not put the initiatives on the ballot. There’s an—in fact a huge industry, which are in effect sort of semi-private legislatures… You really have to think about that. There are people who are very well-financed, may not even live in California, who can hire teams of people, which is a business, a big business, to write legislation for the state. They’ve had every conceivable, you all probably know, ridiculous things that have been put on and defeated. And some ridiculous things have been passed because people as Andreas was saying, can’t figure out the syntax, I’m a lawyer, and I can’t figure out some of them, the book that comes to you when you vote is that big, and you’re expected to read in very fine print those documents. And the correlative to this idea is the deprofessionalization honestly of the legislature itself which is to some extent the function of the term limits law which is going to be extended—"
82,ANDREAS KLUTH,Passed by initiative.
83,BOBBY SHRIVER,"Indeed. But the point there is that you have these permanent, semi-private, or entirely private groups of people, whose business it is every year, to make law for the state, who—"
84,BOBBY SHRIVER,"No, and I want to say a second thing now that I hear Van’s dulcet tones. We’re— Switching gears a little bit to the—"
85,VAN JONES,I’m just shocked to hear a California—
86,BOBBY SHRIVER,"—it—I just want to say that, what is the state, and I thank you for saying that the “first” point is a frivolous point which I entirely agree with. What is a state if it’s not the creator of the vision of the state. When Van says we’re having a crisis, I—to me, I was ready to get up and walk because we win."
87,VAN JONES,"No, no, no."
88,BOBBY SHRIVER,"If there’s a crisis, that requires—"
89,VAN JONES,—resolve the crisis—
90,BOBBY SHRIVER,"—a vision we have not yet agreed what the state of California is, that’s a—that’s the ultimate political failure. Because—and that’s why a constitutional convention probably will pass and that’s why— I mean, here’s the thing, that I always loved, was in the Declaration of Independence, not a constitutional convention but an important document nonetheless. Everybody knows the first sentence. Right? “All men are created equal,” very few people remember the last sentence, which is, “To these truths we mutually pledge our lives, our fortunes and our sacred honor”—"
91,VAN JONES,And our sacred honor.
92,BOBBY SHRIVER,"That’s the last sentence. And I defy you, today, to get— And the people who signed it, George Washington, richest guy in the country. Thomas Jefferson—"
93,BOBBY SHRIVER,"No—I’m just saying, I want to finish— Can you get the citizens of California to sign a pledge—"
94,BOBBY SHRIVER,"—today, to lives and fortunes, Lawrence maybe would sign it—"
95,GRAY DAVIS,"My good friend Bobby who I appointed to the Parks Commission before his relative, kicked him off the Parks Commission—"
96,BOBBY SHRIVER,And my relative fired me.
97,GRAY DAVIS,"Bobby, I want you to know that—"
98,BOBBY SHRIVER,Thankfully he also fired Clint Eastwood on the same day—
99,GRAY DAVIS,—the entire— The entire…
100,BOBBY SHRIVER,It’s true.
101,GRAY DAVIS,…group in favor of this proposition—
102,BOBBY SHRIVER,"And Governor Davis did in fact appoint me, thank you—"
103,GRAY DAVIS,"The entire group on my right in favor of this proposition all lives in Bobby Shriver’s district, so… Little cabal over there… I want to make two points. The constitutional convention is proposed by the Bay Area Business Council."
104,VAN JONES,Yes.
105,GRAY DAVIS,"Apple. Google. Hewlett-Packard. Facebook. Because they think, Sacramento is not acting properly. And to get the constitutional convention on the ballot, they have to get the signature of several hundred thousand Californians. So people do put initiatives on the ballot. Now is it a perfect system, no, and do we have a lot of shysters out there, misrepresenting what’s on the ballot, absolutely. My, one of my…a sister of a dear friend of mine signed the recall petition against me. And I said how could that be and she said because—"
106,BOBBY SHRIVER,She voting here tonight?
107,GRAY DAVIS,"-- signature gatherer said oh, this is good for teenagers, this is good for teenagers. So, you know, there are flaws in the system. But people do put the initiatives on the ballot, people will solve the problem through the open primary and the constitutional convention, and I have great faith that Van will wisely use the remainder of our time."
108,VAN JONES,"Well, I just wanted to point out this is classic California. Here you have the people who are saying, the ballot initiative is terrible, it’s awful, we’ve gotta get rid of it. So we’re going to use the ballot initiative to get the constitutional convention that we want. That’s exactly the beauty of the system that we have. Is that we, in California we have big problems but we also have big tools to solve those problems. And, I would, I’m shocked to hear—"
109,SHARON WAXMAN,"Are you, are you really defending the—"
110,VAN JONES,Yes—
111,SHARON WAXMAN,—the legislative system—
112,VAN JONES,"I—first of all, first of all—"
113,SHARON WAXMAN,"—the—and the initiative system, really—"
114,VAN JONES,I’m shocked to hear a California politician arguing publicly that the people of California should give up their ability to participate in California’s governance which is basically what you’re saying. We—
115,BOBBY SHRIVER,Not exactly but go ahead—
116,VAN JONES,— so—
117,ANDREAS KLUTH,Sophistry.
118,BOBBY SHRIVER,Not exactly but go ahead—
119,BOBBY SHRIVER,not an impasse—
120,BOBBY SHRIVER,"—can I just, I have to say one little thing."
121,BOBBY SHRIVER,"I—it’s really— I didn’t say the people were ill-informed. I said I…am ill-informed. I can’t read. I went to Yale Law School with you. I can’t read… The thing that comes in my post office box, I’m ill-informed. So—"
122,BOBBY SHRIVER,"We rehearsed that, we rehearsed that."
123,GRAY DAVIS,I’ll answer that—
124,GRAY DAVIS,"can say with no fear of contradiction that it won’t, because, it can’t. It can’t legally go bankrupt but more importantly… It’s technically true. More importantly— it’ll work its way out of these problems and if you’re thinking of buying a California bond, I can assure you that the legislators understand the importance of lending to get them through these tough times. Bonds come not after schools, the first dollar goes to schools, that comes in the door, the second dollar goes to pay GO bonds, the third dollar’s the school, the fourth dollar— So as long as we have about 60 cents on the dollar in Sacramento we probably have about 85 to 95 percent extension now. Your bonds are in good hands. Buy California bonds."
125,GRAY DAVIS,Vote no in the proposition.
126,ANDREAS KLUTH,He just made a—
127,BOBBY SHRIVER,hope he’s covered for his investment advice.
128,ANDREAS KLUTH,"You just heard a great answer if you were wondering whether you should buy municipal bonds in California then you might. Remember—because, it’s true, technically, legally a state cannot go bankrupt. The order of payments is indeed correct. Remember that California has the worst credit rating of the 50 states…that is a superlative. It has just been lowered to one notch above junk, by the time this debate is over it probably is junk, so— Even in the order of payments that you’ve just heard which was correct, it may indeed go, you know, the bonds may indeed default, which we don’t even need to prove, to carry our motion."
129,BOBBY SHRIVER,You’re in show business.
130,BOBBY SHRIVER,show business.
131,SHARON WAXMAN,"No, I think, I— Not at all,"
132,SHARON WAXMAN,"We’re clearly saying, from a position of people who live in California, who believe in California, who’ve spent—who have decided to spend our lives there, that California is currently a failed state, it makes me very sad to hear the other side of the panel…giving, paying truly lip service to the notion that yeah, it has some problems. Talk—that’s about the understatement of this century, this early part of the century or the new decade. If you live in California and you read the news every day, it is a litany of failures, rogue laws, gridlocks, budget… Pick your billion, 20 billion this week, 30 billion last— three—six months ago, whatever the hole is that has to be filled, the latest service to be cut, the latest milk and cookies that will not be served. It is—this is the lives of the people of the state of California, it’s not a joke. It’s not, how bad is New York or how bad is Arkansas. It is—this is where we are spending our lives, and for us to be arguing this, it is because we believe that California does hold the promise of being the greatest state in the nation, not because we believe it is irredeemably failed and cannot be saved. But to hear people who are in our government, on the other side of, of the panel, suggesting that it’s all cheer, cheery and roses, is very disheartening I have to say for me as a resident of the state, the state is stuck. And it is not working, and if you live there, and if you pay attention at all, you have to know that."
133,GRAY DAVIS,I’d like to respond to that—
134,GRAY DAVIS,have a lot of respect for Sharon.
135,SHARON WAXMAN,You do?
136,GRAY DAVIS,But I want to— But I’m—
137,SHARON WAXMAN,I’m so touched—
138,GRAY DAVIS,"—I’m married to one out there, with me, Sharon Davis, but, Sharon Waxman, but…you are the reason— I have a lot of respect for Sharon Davis. And a lotta love for Sharon Davis."
139,SHARON WAXMAN,But you’ll still vote for our side—
140,GRAY DAVIS,"But here’s the point. I think you can see it in your first sentence. We live in California. We believe in California. We know it will solve its problems and get better. From 1998 to 2008, according to The Wall Street Journal two days ago, California’s economic growth was 25 percent, the rest—the national average was 16 percent, that’s real after inflation adjustments. Everywhere you look, people are doing their best to make this world a better place in California, and they’re doing it in other states as well. We are doing the best we can, in a very difficult time. I’m sure Sharon has noticed that there’s a national recession. We have 10 percent unemployment, there are problems all over America. We are bigger than other states and the problems sometimes are bigger in California. But they’re not too big for us to solve, and along the way, we are contributing enormous productivity and innovation to America. And I suggest to you, as we get more global, we’re going to rely more and more on states that can innovate. Because you can’t out-source an idea, until someone invents it."
141,VAN JONES,"Well, first of all I just want to say, I do think that the question is properly stated about the present moment. I want to say that, it’s been posed that if you don’t believe that we are in …sub… collapse, that we don’t care about the people who are suffering in California, that’s not true. People are suffering in California right now. There are people who are suffering in prisons, way too many people, we’re spending way too much money, they have way too little hope and way too little help when they get out. But, I also know that we have great ideas, we have people throughout the state of California moving restorative justice ideas to fix that. Even the governor now says maybe we should make it unconstitutional to spend so much money on prisons, more than we spend on our four-year colleges and universities. When you are looking at how you evaluate any situation in your own life, you look at your problems, you look at your deficits, but you also look at your assets. And as long as you are breathing, as long as you have the ability to confront your problems, you’re not a failure. And, I’m going to say, anybody in this room going through anything, you’re not a failure, until you quit. People in California have not quit, we are moving forward, we are coming together in ways that are extraordinary, and we will solve these problems. And I ask you to vote to support us, to encourage us and say, that we’re not failures, you’re not failures, this country is not a failure, we have problems that we have to solve and we will solve them together."
142,SHARON WAXMAN,"Well, I believe the other side has actually made our point this evening. They’ve said that California is full of innovative people, it’s full of ideas, its culture is rich, that invention is still vibrant in the state and the lifestyle is beautiful. All of that is true and that’s why we all choose to live there. But all of that is despite the fact that the state has failed. And it’s not bec—and we stay there for all those reasons because, we continue to push forward, but not because the state lends a hand, plays its role in providing education, transportation, security, a prison system, a medical system, the things that are the state. That is what we’re here to talk about tonight, it is a very serious matter for those of us who live and who have engaged our lives in the state. And to hear Van say that we are coming together in ways that are extraordinary, it sounds really lovely, I have no idea what that means. We’re not coming together, and there’s nothing extraordinary about what’s happening to California as a state except extraordinarily bad, I’m sad to say. So I ask you all to vote for this proposition as a gesture, of not only that we have proved the case, but as a gesture of helping take the step of consciousness, and of moving California toward the right future, which is not the path that it’s on."
143,GRAY DAVIS,"want you to vote against the proposition, because the proposition is what it purports to be, California…supposedly is the first failed state. By any measure, we are more generous than virtually any other state, I was proud to provide health care to 900,000 youngsters that didn’t have it when I became governor. Occasionally there’s talk that maybe we have to reduce that by a little bit. I don’t like it, but we’re living in tough times. As Mr. O’Donnell said, we’re more generous in our Calworks program, we have our own separate welfare program to tag onto what the federal government does. We’re more generous on our health care programs, we supplement what the federal government does. So sometimes in tough times, we’re not able to do all the things we would like to do. But we’re not sitting around moaning and groaning. We’re solving our problems, the people are taking matters into their own hands, I’m confident that they will adopt an open primary, I’m confident that they will give voters the chance to go out and make recommendations to change…what’s happening…because of the shortcomings of 121 people in Sacramento. But I just want to assure you that you’re going to be in very good company if you vote no, Time magazine would have you vote no. Wall Street Journal two days ago said, California, failed state, it’s such a big subsidizer of the other states that are in trouble in this country, it oughta secede. Now I don’t want us to secede because I don’t think we’re in great shape today. But we’re on our way to being in great shape again, and we’re going to be a very important part of America, going forward in our global economy. So I would ask you to look at the proposition and say to yourself, California’s doing a lot of things better than most other states, I’m not going to say it is the first failed state in America. Please vote no, which I think is number 2 on your list."
144,BOBBY SHRIVER,"Thank you. I also appreciated the “is” question. Because, and I appreciate also Sharon’s seriousness about this matter, I mean we’ve had a little fun, which is great. But the truth is tonight, at this moment, people are suffering in really unimaginable ways, and this is a pretty wealthy crowd, a powerful crowd, we’re here in New York, it’s all good. The people that the government and the sense of political compassion is created to serve are really, really bad in California. Calworks that Gray mentioned’s about to be defunded entirely. The reason that we have a lot of homeless in people is not because LA is big as Lawrence suggested. It’s because the policies of the state, don’t work. Mental health financing is with the county, housing is with the city. They don’t work together, they haven’t worked. There’s been no progress made, enormous progress has actually been made in New York, on homelessness. Despite what other things New York hasn’t done well. I want to reiterate, we’re the optimistic people, we’re not moaning and groaning. We’re not, oh, woe is us, California doesn’t have a lot of brilliant people, a lot of venture capital, a lot of cool companies, we acknowledge all that. We’re not talking about that, we’re talking about the state which is a revenue-collection mechanism. It disperses money to people, to do things that the community wants done. If that isn’t happening, the state, not the people, not our energy, not our optimism, not our tools, none of that, is relevant. It’s a revenue-collection thing based on principles. We are not collecting and distributing the revenue to the most vulnerable people in the state today by an immense margin. The suffering…here, is immense. And that’s why you have to vote, to give a wake-up call, to the people who hold the power in the state and the people of California, so that they can feel comfortable to say you know what, we’re optimistic, we’re going to get it done, but we got a problem."
145,GRAY DAVIS,"We’d like ‘em all to stand, because they’re New Yorkers. New Yorkers, they get to vote."
