,Speaker,Script
63,Wayne Pacelle,"Well, you know, I'm always amused by this argument. You know, whenever you do something to hurt an animal you try to attach some sort of social benefit or you try to rationalize it. The fact that these are old animals, I mean, this is crazy. Who's out there aging the animal? And who's assessing and what's a post-reproductive lion anyway? I mean, they're able to have reproductive activity until a ripe healthy old age. None of the researchers thought that this was a post-reproductive animal that Walter Palmer shot. And the fact is, the people are doing it as a head-hunting exercise."
64,Catherine Semcer,I have a two-part --John Donvan: Can you come closer to your mic?
65,Catherine Semcer,"Yeah. I have a two-pronged respond to the question of who's out there doing it. If we look at the wildlife agencies of African nations, if we look at the wildlife agencies of all of the states in the United States, if we look at the U.S. Fish and Wildlife Service, all agencies that support hunting and recognize its value to conservation, these agencies are the world's greatest brain trust of wildlife biologists. They have more wildlife biologists on staff than Adam's group, than Wayne's group, than my group, than work at Field and Stream. These people know what they're doing and we're not saying trust us. We're saying trust them. The other point I wanted to make about Cecil is what didn't get caught up in the media and particularly the social media, was that Cecil was part of a study that was funded by hunters. The research study that Cecil was part of was funded in part by Dallas Safari Club, which is a conservation organization based out of Texas whose membership is primarily hunters."
66,Anthony Licata,"I think you answered it in your question. It's about the population. It's not about the individual animal. That's what conservation is. It's to build up a healthy balanced ecosystem full of biological diversity and plants, and one animal will not change that. The fact is, animals die all the time. We die all the time. There's natural predator and prey cycles. What matters is the overall biological health and thesustaining of the levels of the population. If the population goes down, you're right. That's not conserving it. The goal is for the population to go up."
67,Adam M. Roberts,"Well, with due respect, that's completely wrong. One animal -- One animal does make a difference. That animal makes a difference to the family system. That animal makes a difference to the ecosystem. In the case of lions we talk about post-reproductive males. All these animals over six years old. The bottom line is the one word that they haven't used is infanticide, when you kill the male of the pride another male comes in and that male will kill the infants in order to stake his territory. That is doing damage to the entire population, not just the one animal that the trophy hunter took. That is a danger to the family system. And second of all, with the ecosystem, let's not forget that my friend and conservationist Ian Redmond talks about gorillas and elephants as the architects of the forest, because they engage in sea dispersal and without them the ecosystem is damaged. So when the trophy hunter kills the elephant there is an impact on the ecosystem. Every time we kill one animal there is a threat, not just to that individual, but to the family system and the ecosystem as well."
68,Catherine Semcer,"It certainly does happen, but again, we need to listen to the scientists. You know, we are listening to the greatest brain trust of wildlife biologists on the planet. They have concluded that yes that will happen, and maybe that is a moral issue and that is an ethical issue and we can debate that in another forum, but what those scientists have determined is that that is not a conservation issue."
69,Catherine Semcer,It's not something that affects the overall population.
70,Adam M. Roberts,"Well, I would reject the notion that we have only one metric in assessing these issues. In general, conservation is about protecting species –"
71,Adam M. Roberts,"I understand, but I think she may -- she said this may be a moral issue, but as a conservation issue, when you deplete the population, you take out one animal from a small population and then you have the ripple effect of the social consequences of another animal coming in. Of course it has a conservation effect. But this whole notion of somehow they're relying on the scientists, the Fish and Wildlife Service stopped what they're doing. So I don't understand this reliance on those scientists when we're talking about lions and we're talking about elephants in Zimbabwe. The U.S. Fish and Wildlife Service said, ""Don't do it."" But let me just say on the whole science issue, you know, the tobacco issue had scientists who defended smoking. I mean, you know, as Donald Trump says, ""I love scientists."" But the fact is that you can have great scientists and you can have not-so-great scientists. You can have captured scientists and you can have independent scientists. And I think that those people who work for the industry that of that mindset of trophy hunting, they're going to defend that. But lots of independent scientists say quite the contrary, that there is a collateral, adverse effect."
72,Adam M. Roberts,"But they don't because if we're talking about elephants and we're talking about if the U.S. Fish and Wildlife Service stopped trophy imports from Tanzania and Zimbabwe recently, the two countries that we're talking about. They're stopping just about all of the lion killing. Those are the scientists. Who are the other scientists you're talking about? Those are the people."
73,Wayne Pacelle,And can I just add to that quickly?
74,Wayne Pacelle,"You know, I'm no scientists, so when I bring up these issues, it's based on the science that I've been informed of and it's the scientists like Craig Packer, who is an eminent lion biologist, who talk about infanticide in lion prides. That's not a moral issue for me, though it's grotesque. It's a scientific and conservation issue."
75,Wayne Pacelle,"Well, ecosystems are self-sustaining. I mean, there are natural decimating factors that limit the growth of populations. There are density dependent species where lack of access to food or space or mates -- Look at national parks in the United States. Every national park in the U.S., with the exception of one, forbids trophy hunting and forbids sport hunting entirely. So we're managing those populations through Mother Nature who does it quite well and has done so for eons. And if you look at the range of national parks from Arcadia in Maine to Everglades in Florida to Yellowstone, to Yosemite and hundreds of units of the NPS, all of the national parks are not hunted. That should tell us all we need to know about the maintenance of the systems. Now, there may be issues with deer locally in Middle Atlantic states where there's not a lot of winter kill, but that's not a conservation issue. That is an entirely different issue about whether you can sustainably hunt those animals year after year. But if we're talking about conservation and protecting rare species and maintaining the integrity of ecosystems, that's different question."
76,Anthony Licata,"There has been no proven way for humans, a nonlethal way, to control populations that is cost-effective, birth control, contraceptives, that sort of thing. We don't live in one giant national park. Not everything has that intact ecosystem. The fact is, there's a lot of people in this world, and it's growing every day. This habitat is cut up by roads. The habitat won't support predators. It cannot just be left to its own. It absolutely cannot. So, hunters have always been a part of that. We are a natural predator. We are a natural part of that ecosystem and always have been, for the history of both humans and animals. And when it's done in the right way, it's an absolutely effective and valid way to protect wildlife."
77,Catherine Semcer,I assume that question was directed at me.
78,Catherine Semcer,"I don't represent the hunting sector. I don't represent the hunting industry, and I don't represent the hunting sector in Tanzania. I think that would be a better question to ask them, about why they’re resisting it. I can say, at the IUCN, there has been increased discussion about the need for transparency within hunting programs. And personally, it's something that I would support."
79,Anthony Licata,"No. It's much more complicated than that. There's a lot of reasons to hunt. You know, sport is one of them, but I kill animals for food, and the majority of American hunters do. Every state and province in the United States and Canada has rules about harvesting the meat and making use of the meat. Many times you have to pack up the meat before you even pack out a cape or horn if you're in a wilderness area. To me, I'm a locavore. I like to know where my food comes from. I like to know that my meat is organic, that it's free range, that it's lived a humane life. And for me, there's no better way to know that than through hunting. I'm very proud when I feed my family that meat. That's why I grow a garden. I can go to the green market. Sure. I could go to the grocery store. But that connects me to the natural world in a much deeper way. And I think that's a very valid reason."
80,Wayne Pacelle,"Okay. Catherine and Anthony have continued to rely on state wildlife agencies. And Anthony just said, well, he eats the meat, he's a locavore. That's a compelling argument. But those same state agencies allow commercial and sport trapping of animals. No one is eating those animals, the bobcats, the beavers, and those animals suffer for hours when they're caught in steel-jaw traps or Conibear traps, or snares. You're defending those agencies. Do you defend no utilization of the meat and animals languishing in traps for hours on end, with some states allowing trap check requirements of 96 hours --"
81,Wayne Pacelle,"But that was their exchange, was the moral --"
82,Adam M. Roberts,Yes. Yes.
83,Adam M. Roberts,Sorry.
84,Adam M. Roberts,"So, two quick things about that exchange. One is, Anthony has twice talked about hunters being natural predators, which I find absolutely astounding, because the last time I checked, guns were not found in nature. So, we're not exactly natural predators. But secondly, and again, bringing us back to the motion, the motion is, “Hunters Conserve Wildlife.” And somehow, we've gotten off on this tangent about hunting for food. Well, I would remind everybody that it's not just about what Anthony does or what the gentleman in the second row there who brings venison home for his family does. Think about people in Africa who kill animal for food. It's called bush meat, and they're absolutely destroying the forest in central Africa of gorillas and great apes, and elephants, and other animals for food. Those are hunters, and they are destroying wildlife populations in Africa for food. They're not conserving wildlife."
85,Anthony Licata,Can I just answer one thing very quickly?
86,Anthony Licata,Very quickly.
87,Anthony Licata,"No. No. They were -- please, believe me, they were. But the point is, he says our guns are not natural. But --"
88,Wayne Pacelle,"If I can just say that for the predators, for wolves and lions, I don't think there's any ecologist that says they're overpopulated. I think that they control their own numbers. They maintain their numbers. And given all the threats that they're facing from habitat loss and poaching, as well as -- in some cases -- trophy hunting, they're barely hanging on. So, population control is a moot point for so many of these predator species."
89,Catherine Semcer,"No, but I can address what Wayne said. I mean, when it comes to wolves, I think one thing we need to recognize is since they were delisted, and the state agencies opened seasons, they've only been increasing in number and they've only been increasing in range. Now, when it comes to habitat threats, wolves are highly adaptable. It's a myth that wolves are wilderness dependent species. And anyone who wants to challenge me on that, I would say go to Europe. You'll find wolves in the suburbs of Rome. Wolves are opportunistic, and they are -- I love wolves, because they can make a living anywhere. Now, in terms of, you know, do we need to control their numbers, it depends -- in relation to what? You know, managers have different goals based on habitat carrying capacity. They want so many elk, so many mule deer, so many cattle. And they're going to control whatpreys on those animals in relation to what the other societal goals are. Now, in terms of are there cost-effective ways? Maybe. Maybe that's a great idea for our next prize."
90,Wayne Pacelle,"Teddy Roosevelt was an architect of the National Wildlife Refuge System and even as an inveterate hunter he thought that there should be places where there was no hunting and national wildlife refuges were set aside as refuges. It's only because of the political lobbying that places called refuges are now somehow hunting grounds. On the broader issue of license fees, you know, there are so many different ways that we can monetize appreciation of wildlife and many states, because of declining revenue for hunting, take general funds for the purpose of supporting wildlife and most of the endangered species programs come from those general funds, not from hunting dollars at all."
91,Catherine Semcer,"You know, Wayne's hitting on something that I think is really important and some place where we might have some common ground here. The budgets for state wildlife agencies is declining and that is a huge problem for every single one of us in this room who cares about wildlife, and there are other ways to monetize the enjoyment of wildlife. Something that the sportsmen community, you know, has long supported is expanding the excise tax beyond firearms and ammunition to include things like kayaks and binoculars and tents and backpacks. And it's been really hard to get that through Congress and, you know, I would hope that, should this come up again as legislation, both, U.S. and Born Free USA would support expanding that excise tax, because there are other ways that we can monetize the enjoyment of wildlife and fund our agencies."
92,Anthony Licata,"Yes. Wildlife would be worse off if hunting didn't exist. Wayne has mentioned the U.S. Fish and Wildlife Service several times. The U.S. Fish and Wildlife Service has said repeatedly it's the funds generated by hunters that allow them to do their work and to manage wildlife habitats. They have said that hunters are the reason why we've gone from 10,000 elk to 120,000 elk. They're the reason why that have driven this great success of great game populations that benefit all animals all across the states."
93,Adam M. Roberts,"Perhaps I could say incorrect 30 times over, but no. Wildlife would be better off if there was not legal hunting. I think I've used a number of examples from the Florida black bear to the wolves in Yellowstone that clearly show that even if hunting is lawful there isstill an impact on populations and we can look throughout conservation history and see where time and time again that is the case. Remember, the example of the lion in Africa is a lawful hunting for 35 years that nearly decimated the population. That's not about poaching. Those are legal hunters."
94,Catherine Semcer,"It would certainly be worse off. Again, the world wildlife fund report showed that in the absence of hunting 74 percent of wildlife conservancies in Namibia would not be financially solvent. This is home to elephants, lions, giraffes, all turned over to raising cattle. Is that really what we want? Or do we want those lions and those elephants and those giraffes? So not only hunters can enjoy being out in the wilderness with them, but photo tourists as well."
95,Wayne Pacelle,"Morning doves, dozens of birds, would be better off if they weren't shot for target practice. Wolves would be better off if they weren't shot for their heads. You know, hunting is going to be around for a while. There's a deeply committed small segment of the American population that favors it, but let's not make the argument because it's untrue that somehow this is a big protector of wildlife in general. It's not."
96,Anthony Licata,"I hope you will vote, ""Yes,"" on tonight's proposition because I think we've demonstrated with some simple unassailable facts who sport hunting has and continues to conserve wildlife. Hunters continue to generate a billion dollars a year. They preserve tens of millions of acres of critical habitat. They've helped hundreds of species. I don't think those are any numbers to laugh at. But I'd like to close by talking about a more personal relationship between predator and prey. In Field and Stream over the last 10 years, we've profiled about 150 regular folks who are doing exceptional grassroots conservation work. These are not biologists. They're not professionals. They're volunteers. These are people who care enough to spend their weekends building nesting boxes, installing water features on public land to help endangered animals. They work together to get different public and private groups to work together to preserve land so it remains forever wild. What these heroes of conservation have in common is their passionate love of wildlife and wild places that has been inspired and driven by hunting. It's simple. When you love something, you'll fight to protect it. I'm a backpacker. I'm a birdwatcher. There's a lot of things I do outside. But, for me, and 37 million other people like me in this country, there's something unique about hunting, the way it connects me to a natural ecosystem. It immerses me in the natural world and it makes me part of the system in a way that is ancient and really powerful. This gives me and millions of others this connection to the natural world. It makes me a participant and it opens my eyes to how easily man can destroy it by not protecting habitat. Look, hunting's not for everyone. It doesn't need to be. It shouldn't be. That's fine. People react to different activities in different ways. But all of us need to work together to preserve habitats for future generations and that would be much easier to do if we all worked together towards the same goal. And that, more than anything, is why I hope you will vote, ""Yes,"" tonight."
97,Wayne Pacelle,"You know, clearly there are many broad-minded, deeply committed hunters and they do care about the environment and they care about protecting species. But overall, as a community, if there was a deeply felt committed practical understanding of conservation, the hunting community would not tolerate dumbing millions and millions of pounds of led ammunition into the environment that is poisoning millions and millions of animals every year. They wouldn't tolerate exotic game hunting on fenced-in enclosures, which is horribly unsporting and inhumane but also threatens to unleash invasive species into our habitats that has so many ecological consequences. If they had a deep commitment to conservation, they would be right by our side in defending the Endangered Species Act from so many attacks. They would have been right by our side when we worked to pass the California Desert Protection Act to protect eight million acres of the fragile California Desert. Going back a little ways, they would have been at our side in defending and advocating for the Alaskan National Interest Lands Conservation Act, the biggest public lands protection act in contemporary times. When we're looking at the big fights for conservation, when we're looking at protecting predators like grizzly bears and wolves and mountain lions and African lions, they're on the other side. So, you know, as I said, hunting is a long, storied action. There are lots of people who believe in it intensely. I get it. Those who are involved in food gathering, it makes sense in so many ways for them. But let's not mistake that activity which contributes almost nothing to conservation as some broader socially beneficial enterprise. It's not."
98,Adam M. Roberts,"Thank you. Thank you, everybody. I have to say, at this point in the debate, I am slightly perplexed and I'll tell you why because as I approached this two minute closing, I heard two things, one from Anthony and one from Catherine. Catherine said, ""You don't have to like hunting,"" and Anthony parroted that by saying, ""Hunting is not for everyone."" And I have to remind everybody what the motion is before us today. The motion isn't, ""Do you like hunting or not,"" the motion is not, ""Do you yield food for your family by hunting? The motion is very simply that hunters conserve wildlife. And I set out at the very beginning of my remarks a very simple challenge. The very simple challenge was to explain to us all why we should simply trust that, again, politically, legally, economically,biologically, and logically hunters conserve wildlife. And within each of those contexts, I set out a series of contentions, data, scientific data, not by my scientists, but by government scientists, by field conservations scientists, people on the ground that justify Wayne and my perspective in this debate, showing you that we can't trust politically that hunters are going to conserve wildlife because they're operating in places that are fundamentally lawless or filled with corruption, places like Zimbabwe or Tanzania. We talked about how, legally, you have people coming in and flouting laws to protect wildlife in order to get rhino horn back to Asia, fueling a market that also drives poaching in South Africa. Legally, there's no argument that hunters conserve wildlife. Economically, I laid out figure after figure, not just about what's happening in Africa, which was never refuted, but what's happening in Yellowstone with wolves and with the Great Bear Rainforest in British Columbia with bears, not refuted. So time after time, what Wayne and I have showed you is that biologically, animals suffer, populations suffer, entire family systems and ecosystems suffer because of hunters. That is not conservation. That is the depletion of the natural world. And so, at the end of the day, I put out the challenge that we can't just accept the fact that we should trust the arguments of the other side. Well, ladies and gentlemen, I would say that trust is earned and the arguments haven't shown today at all that hunters conserve wildlife. Thank you."
