,Speaker,Script,Round
84,Clive Hamilton,"Well, I'll just come back to Musk and Gates, and so on. I mean, Bill Gates has put a few million dollars into supporting research into geoengineering. And I think -- and there's -- and there's Nathan Myhrvold, too, who's very interested in it. And what it tells you is that there's -- it's the American technotics . Silicon Valley love these kinds of grand schemes: ""We'll just take control of the earth."" You know, it's a technological solution that prove, once again, the ingenuity of humankind, you know, intervention over nature. And for people like us, we find this extremely worrying. You know, we don't trust -- in this context -- where you've got the extraordinary complexity of the earth system, as a whole -- which is still poorly understood -- with by some human technological program, which we really don't understand.",2
85,Anjali Viswamohanan,Yes.,2
86,Anjali Viswamohanan,"Yes. And so basically to have a coherent strategy on climate change -- and we are all working towards building renewable energy sources into our whole energy generation system, and then we come up with this solution which is only going to reduce the feasibility of this one scenario where we’re using solar energy to power our systems. And that is what --",2
87,David Keith,"Numbers matter. So, the things we’re talking about would reduce sunlight by an order of one percent. But it turns out that solar panels work less well when they’re hot. So, it doesn’t actually reduce the solar output by one percent; it’s less than one percent because the panels become more efficient when they’re cooler. And what this effectively does is it raises the cost of solar panels by something under one percent. In the last four years or so, the cost of solar panels fell by a factor of three. So, while there are a lot of things wrong with solar geoengineering, I think that kind of less-than-one-percent change over a century in the cost of solar panels is not credibly one of them.",2
88,Anjali Viswamohanan,"I think it’s really important to bring this aspect back that this is an imaginary technology as of now. And once it’s implemented it could -- it could take the fancy of any number of nations that it is impacting the climate for the better, and they may want to increase the amount of solar -- of sulfur aerosols in the atmosphere and this could have a worse impact than what is initially contemplated. So, again, it is a matter of control and how much and who’s doing what.",2
89,David Keith,"I think that’s easy. At this point, there’s a pretty small group of people who are working on this. They’re mostly Western; mostly Western white males. They’re actually global. There are people in China and India, as I said, and in South America. But it’s a small group. And there’s the danger of “group think.” So, the simple answer is we might be wrong. So, we -- these climate models all say this could reduce risk a lot; maybe there’s some big thing we’re missing. I spend a lot of my time wondering if there’s some systematic way that climate models make this look too good. So, at least for me, I would not consider implementation until a much larger group has looked at it; until we had groups of people whose specific job was to think technically about all the ways it could go wrong; looking very, very carefully at what we suggested.",2
90,Clive Hamilton,"Well, I mean, I’d just tag off the point again of governance before research because research doesn’t take place in a vacuum. And we think the vacuum should be -- explicitly be filled, because we want to know who should carry us out. Should it be David with his plan? Forgive me, David, if this has changed in recent times, which is to carry out an experiment on -- in -- using a balloon in Arizona to inject sulfate aerosols into the lower atmosphere because we don’t have the technology yet to put balloons in the upper atmosphere. Who sets the ethical constraints? Who will own the results? Knowledge gives power to those who earn it. And as I said already, people are trying to cash in on this idea of geoengineering by taking up patents -- both solar radiation management and a whole range of carbon dioxide removal technology. I should actually point out, we on this side aren’t opposed to carbon dioxide-removing technologies as a way of removing CO2 from the atmosphere after we’ve reached net zero, because we will have to take it out of the atmosphere. So, we worried that a research program will create constituencies; it will give momentum that the idea of deploying it is enhanced by a group and a constituency that backs the research. So, that’s our anxiety.",2
91,Ted Parson,"So, when you have a -- when you have a controversial set of technologies, it’s always attractive to say, well, we need to go slowly, and we need to develop governance in advance of research. But that’s almost never how the development of governance for anything works. And the reason is that you don’t know what governance you need until you need something about -- until you know something about the thing being governed. So, a crucial question that’s come up several times and, really, on which nobody knows the answer is, if such a technology was ever deployed, would its effect be a roughly global distribution of benefits kind of moving every part of the world back toward a less perturbed climate? Or would it have a real strong possibility for, as Anjali said, winners and losers? The early results suggest much closer to the former. It’s actually very hard to torque this in a way that would be geopolitically destabilizing or militarily attractive because it’s really hard to do something here and control it different from something here. But this is early days. You don’t know. Now, should that research proceed, and should that research proceed even before we’ve developed a system to effectively govern, you know, use and deployment? I think it has to.",2
92,David Keith,To me?,2
93,David Keith,I don’t --,2
94,David Keith,"It certainly isn’t the right solution and it’s not a solution. But the question is, is it useful to reduce risks this century? And I think there’s a lot of evidence that it could be very useful, enough evidence that it makes sense to understand it much better, including think about how it would be governed. But I think your answer -- you had a great question about whether there were 20 different things. I think there really are kind of about four or five big buckets. The most important is cutting emissions. There’s this thing carbon removal you’ve been hearing about. There’s adaptation, reducing local risks. And there’s solar geoengineering. There are not a whole bunch more, I would say.",2
95,Anjali Viswamohanan,"I think the way to really think about this is that the political way to addressing climate change has never been stronger, and perhaps we as the world got started on this very late, but I feel that we finally have seen some place to start work on fixing this problem that we have. And by talking about any other technology that would distract our efforts at the moment would just -- would just fizzle our efforts towards working on mitigation and adaptation and all the technologies that we know will work. And the -- and the thing that I want to highlight here is that the technologies that we are advocating, we know it will work. And all of -- and all of -- all of the risks associated with solar geoengineering keeps it from being a technology that we know will work.",2
96,Clive Hamilton,"Well, I just wanted to add this: that we interpret the question -- solar – deploying solar geoengineering is a crazy idea. And one of the reasons is I think the pure objection to it which hasn’t been mentioned yet is that it’s been estimated that if we did send the planes out, it would take at least 10 years of gathering data before we even – knew whether it worked, before we could sperate out the effects of sulfate aerosols spraying from natural climate variability and the effects of global warming itself. And so, think about that. Let’s say 10 or so years, the world’s climate is changing, but we don’t know whether it’s due to the sulfate aerosol spraying. So, if a monsoon fell in Pakistan or a -- or there was a long drought in the Sahel, would those people start blaming the scientists at the climate regulation authority in Arizona or Tashkent or wherever it might be? You bet they would. Of course, they’d look to the scientists, and the scientists would only say, well, we don’t really know whether that drought or that monsoon is due to what we’re doing.",2
97,David Keith,There’s no simple answer. I want to push back on the idea that we know that emissions cuts will work. We know emissions cuts will work to cut emissions. But that doesn’t deal with the climate risk of the CO2 that’s in the atmosphere.,2
98,Clive Hamilton,"I’ll ask, David, you’ll give a complicated answer if there’s no simple answer to the question of 10 years, because I think it’s a crucial question.",2
99,David Keith,"So, I think -- I don’t think it’s a crucial question, I guess. So, the obvious question is, why don’t we know now what the climate impact of CO2 is? And we don’t because there’s all this internal variability in the system. And precisely because solar geoengineering is in fact -- although it seems like a huge thing to Clive -- and it is in some ways emotionally -- it’s a small change to the earth’s system. So, what we’re talking about is instead of having your system pushed by, you know, five units, we’d be pushing it by three units, and that’s spread out over a century. So, in fact the answer is, it takes a long time to see that effect. You can see the bad effects of sulfates in the stratosphere quickly; you can see those in a small experiment quickly. But to see the long-term climate effects is inherently slow, just as it’s inherently slow to see the long-term .",2
100,David Keith,I’m not sure what the “it” is.,2
101,Clive Hamilton,"I mean, you -- it’s an engineering question. In engineering, you make a change to a system. You collect data on what’s happened. You adjust your change. And you get a -- you optimize it. But if you have to wait 10 years before you have enough data before you know whether it’s working. And the thing is, the difference with CO2 emissions is no one’s putting CO2 emissions into the atmosphere in order to change the climate. It’s a tragic side effect. If you’re putting SO2 into the upper atmosphere, you are deliberately trying to regulate or have an impact on the climate. And that changes the dynamics, the politics, the blame. The whole ethical question of blame is a very profound one that I’m suggesting would create all kinds of geopolitical problems.",2
102,Ted Parson,"Yeah, there’s still two things that -- on the 10-year question, I think you can’t have it both ways. The fact that it takes -- would, we think now -- take a long time to observe the climate effects of an intervention, is a manifestation of the intervention being small and incremental. You could see effects faster if you hammered with a huge intervention. But that would be a dangerous thing to do. It would be a dangerous thing to do whether it was for the purpose of pushing the climate that far or for the purpose of understanding the effect. So, hard signal to noise is actually a manifestation of prudent, incremental interventions within the limits of what we now know. Can I also comment on intentionality versus inadvertent?",2
103,Clive Hamilton,"No, you may not.",2
104,Ted Parson,"It’s an -- it’s an important distinction philosophically, but I’m not convinced that it’s an important, top-level issue in practical terms. I mean, we already are making an enormous and clearly destructive perturbation to the atmosphere. And the fact that is the inadvertent side effect of things that people have done for 150 years for good reasons of advancing prosperity and getting energy and so on, doesn’t let us off the hook. The blameworthiness is present and large. And the differences with an intervention being intentional, I think, lie in the domain of practical political calculations. Those that are raised by Clive’s arguments earlier, you really do want to worry very much about who’s in charge. And that depends on how unequal the effects will be. But you do want to worry very much. And so, you need governance .",2
105,Clive Hamilton,"yeah, think about it from the point of view of the peasant farmer in Pakistan and the rains have failed, there’s -- people are starting to go hungry. You know that someone somewhere in the world is messing with the climate system. It’s not -- it’s not an act of God. And a political stirrer comes along and tells you America, the great Satan, is messing with your climate. You’ve got a massive political problem.",2
106,Anjali Viswamohanan,"To wind up discussions today, let us go back to the proposition, which is that solar geoengineering is a crazy idea. It is important to recognize that, at this point, solar geoengineering is filled with uncertainty. Former U.N. Secretary General Ban Ki-moon once said, “Engineering solar radiation could risk exacerbating wider threats to international peace and security.” Without complete global scientific and political cooperation, there are high chances of misuse of solar geoengineering, the impact of which will burden predominantly on the global south than it will in the rest of the world. The first attempt at establishing a global governance regime was initiated at the U.N. environment assembly held in Nairobi last month. The resolution on geoengineering failed for some reasons, which included the forum of where it was raised, but, more interestingly, regarding the continuation of research using a precautionary approach. The precautionary approach is a notion that an action must first and foremost avoid doing any harm. And the proponents of an action must demonstrate this avoidance before any action can be taken. And, for me, here is where the road forks tonight. Today, each component that determines the fate of this planet and its people are precariously poised. Upsetting one piece will have disastrous consequences -- maybe more for one segment of the population more than the other, but disastrous, nonetheless. In these times of uncertainties, where global leaders can’t agree to proceed with precaution on a technology that we already know will have negative consequences, that’s where I say that any efforts to propagate this technology is crazy. Thank you.",3
107,Ted Parson,"Time is everything in dealing with climate change because it moves so slowly relative to human perceptions and plans. Climate change is a train wreck happening in slow motion. Visualize that. Be cinematic. If we were having this debate in 1990, I’d be on the other side. We knew enough by then to warrant strong action to cut emissions. And if wed started then ,we would have had time to stop the train. We could have managed a transition to a post-fossil climate-safe world economy, and confidently held climate change and its impacts to within manageable limits. But it’s 2019. And the 30 years of delay has let that opportunity slip out of reach. It is still possible to hold climate change to manageable limits. But it’s no longer possible to do this confidently relying only on technologies and policies that are familiar, comfortable, uncontroversial. Our opponents have highlighted the fact that climate engineering is a technical fix, and they’ve highlighted the importance of political folly and short-sightedness. The category of technology is too broad to form a meaningful opinion. Everything we do as a human society has technology and it has behavior, and every environmental problem that has been adequately managed so far has been managed to a substantia degree by the deployment of changed and new technology. Why is the air in my home city of Los Angeles so clean now, when in the 1970s it was so dirty? Technological changes driven by rational public policy. As for political folly, it’s like I don’t want to yield anything to our opponents in my recognition of political folly, but you have to make the case that it -- political decision-making would be either more vicious or its consequences more severe in a word that has knowledge about climate-engineering or geoengineering than in one that doesn’t. And I don’t think that’s an easy case to make, and I don’t think they’ve made it.",3
108,Ted Parson,"We’re in a really troubled situation. We need -- we need to consider research and study every plausible approach to emissions-cutting -- even though we’re late; to adaptation; to carbon removal; and also, to geoengineering. Geoengineering needs scientific research to inform its capabilities and risks, and it needs serious critical investigation of how to govern it competently, prudently, legitimately, and fairly, and how to integrate it into a coherent, effective climate-change response. To call it crazy is to block this needed investigation, and to court severe and unnecessary risks. I ask you to vote “no.”",3
109,Clive Hamilton,"I think this debate really comes down to how you understand how power and the way that societies work. Technologies aren’t neutral. With solar geoengineering, it’s highly likely that the climactic preferences of rich, white people will prevail. Incidentally, the same people who are likely responsible for bringing on the climate crisis. Take this story which I tore out of “USA Today” just today. The headline is, “Facial ID Tools Show Bias.” And the story is, “A growing body of research shows that artificial technology capabilities are rife with biases and discrimination.” It shows, for example, lending tools charge higher interest rates to Hispanics. Job-hunting tools favor men. Negative emotions are more likely to be assigned to black men’s faces. And the people who did this study at New York University identified the key reason why: The people building these technologies are overwhelmingly white and male. Those who control powerful technologies use it to accumulate more power. That’s how the world works, even if we’d love that it were otherwise. And so, we would endorse the powerful words of one of the United States’ most eminent climate scientists, Ray Pierrehumbert, formerly of the University of Chicago, and now at the University of Oxford. For him, “crazy” is too mild a word. “Solar geoengineering,” he said, “is wildly, utterly, howlingly barking mad.” Vote yes.",3
110,David Keith,"Some of you may think that this technology should never be used under any circumstances. Some may think we should have a serious research effort. Some of you might think we should do it relatively soon in order to keep temperatures under 1.5 degrees. None of us is making the decision. This decision will get made decades from now by the next generation. It will be considered. Some government -- maybe China after a monsoon causes the crops to fail, because geoengineering actually can help with that; maybe Indonesia after a heat wave kills 100,000 people; maybe the United States, after a category 5 hurricane hits this place, this city, head-on. It will be considered. Suppose our opponents keep winning. Suppose solar geoengineering stays in its crazy corner. We can’t bind our children’s hands. The decisions about deployment will still be made, but they will be made without adequate understanding of what the risks are, without exploration of technologies that could substantially reduce those risks, without knowledge about how to monitor it adequately, and without enough time for nations to discuss how they might govern this technology. Our choice tonight is not about deployment. It’s about doing as Ban Ki-moon advocated, not as that little quote said, which was to take this seriously and study it and have open debate. A vote for the resolution is a vote that says you are confident that this should never be used. That’s what crazy means. But I don’t know where that confidence could come from. I think that is overconfidence -- overconfidence to the point of hubris. I urge you to vote “no.”",3
111,Ted Parson,"John Donvan: I’m going to start using that from now on. While we’re waiting for the vote, I just have a question -- something that’s relatively out of the news to the topic we’re on tonight, just to get your take on it. This is not part of the competition. But geoengineering came up at a U.N. environment -- United Nations assembly discussing the environment. And when the topic came up about whether to continue a conversation on the issue of researching and regulation and oversight of -- you know, really to put geoengineering on the table, the two strongest leading votes against doing that -- kind of the votes for “crazy,” I guess, were the United States and Saudi Arabia. And, I’m -- you know, Saudi Arabia, that -- they’re big-fossil. So, I’m -- your point would be big-fossil would want to keep this going. So, I’d like to get the take from all four of you: What do you think is going on there politically?",3
112,David Keith,"I’ve been trying to get the inside scoop on this ever since it happened, and I’ve heard a few contradictory stories. So, we’re not doing the debate anymore --",3
113,David Keith,"-- but if we were still doing the debate, I’d say, C. It’s the three countries that are most vigorously opposed to aggressive emission cuts that are trying to shut down debate on geoengineering. Someone who was there suggested to me that the United States’ story was simpler than that. That it -- it’s just the United States hates the U.N. environment program and doesn’t ever want it to do anything because it’s U.N. environment. And I don’t know if you all know: the U.N. environment program has an explicit mandate of, kind of, more equal representation and participation from the global south relative to other international organizations, so.",3
114,Clive Hamilton,"Well, I been to quite a number of these massive U.N. climate conferences, and, you know, the reasons that certain nations take certain positions can be Byzantine. And you really have to -- you know, there’s no obvious answer to the question. You really have to go into it; people will give you different kinds of answers. It could’ve been -- I wasn’t there; I’m just purely speculating -- but they -- what you said is quite plausible; hate U.N., we don’t want to give them power to do anything. And, I don’t think this is true, but one argument might have been, well, you know, when it comes to it, we’re not going to give this kind of pissy U.N. organization having any say. And we’re the united states; when it comes to it -- if it comes to it -- we’re going to want to --",3
115,Clive Hamilton,-- have a say in it.,3
116,Anjali Viswamohanan,"So, that’s what I was talking about in my closing remarks. So, the only thing I know about what happened at the UNE from different perspectives that people have written on from it. And I think the two points of contention was whether the forum was the right forum to bring up geoengineering at; and the second one was about the precautionary principle. So, the U.K. and a lot of the European countries were unwilling to pass the resolution unless the term “precautionary approach” was included in the resolution, which the U.S. and Saudi Arabia did not back. And that was one of the reasons that the U.K. and the E.U. also pulled back their support from passing the resolution.",3
117,David Keith,"Yeah, I agree with that story precisely. And part of it evolved -- is the preamble language of it evolved, and so those things came into the countries that originally pushed it, and the countries that opposed it changed. I think the other part is a straight jurisdictional fight, that some set of countries think this should be resolved in the U.N. Framework Convention on Climate Change, not in UNE. They’re both kind of U.N. umbrella agencies, but they’re different agencies, and so there’s a battle about that.",3
