,Speaker,Script,Round
68,Dr. Eben Alexander,"-- community who want to know more, I would urge them to check the book, ""Irreducible Mind: Toward a Psychology for the 21st Century,"" 800 pages of very dense science data and analysis that shows the absolute reality of nonlocal consciousness in all of those forms. It shows that we have a long way to go in beginning to understand anything about consciousness and that the model that brain creates consciousness and that we can only know things locally with our connected senses is completely false and disproven by a lot of scientists, not just in that book, and those who participated in that, but in multiple other books. And, I mean, for example, the afterlife experiments Dr. Gary Schwartz, that's a pretty powerful documentation of the power of mediums. There are --",2
69,Dr. Eben Alexander,I'm sorry.John Donvan: Of Gary Shwartz’s experiments. Give a two-sentence example of what he did.,2
70,Dr. Eben Alexander,"Basically, did a scientific assessment of mediums and their ability to work especially with --",2
71,Dr. Eben Alexander,"Well, established that they could communicate and know things that only could be known by the departed relative.",2
72,Sean Carroll,It doesn't go away. It's up in your head. They're just not continuing to live. It's exactly the same place the flame goes when you put out the candle.,2
73,Dr. Steven Novella,"That's not true. Come on, Carl Sagan, please.",2
74,Dr. Eben Alexander,"He said that in his book, in his book, ""The Demon Haunted World,"" on page 302, he says exactly that.",2
75,Dr. Steven Novella,I've read that book a hundred times. Carl Sagan did not believe in past lives. He did not believe in anything paranormal or supernatural. That is just not true.,2
76,Dr. Eben Alexander,"Well, I would like to go back to what Sean had said about how consciousness is very confusing to us as is quantum mechanics. And I would put out there, I think they're related. There's a reason why they're both so confusing. And that's -- you can chuckle, but in fact, that's what drove brilliant people like Einstein and others into mysticism. And in fact, I would say that that mystery has only gotten much deeper over time. We have not answered that at all. In support of my claimearlier about brain damage allowing enhanced function, which really goes against the materialist model that Steven talked about earlier, I point out two very common examples in clinical practice; acquired savant syndromes, in which strobe brain trauma, autism, can allow super human mental function, something that's often seen, that certainly has no explanation from the brain makes mind model; and also terminal lucidity, in which demented elderly patients often have periods of great clarity, especially around the time that they are encountering souls of departed loved ones that are there to escort them over. And I would say that these very commonly observed phenomena really demand a much deeper model of consciousness than we get out of the materialist models. I'll point out that Dr. Wilder Penfield wrote a book in 1975, ""The Conscious Mind."" He probably still holds the record for having stimulated the brain in awake patients more than any other neurosurgeon. And never once did he duplicate any kind of situation of free will. He concluded very strongly that the mind consciousness is not created in the physical brain. And I think it's important to point out that the pure materialism fails. It's a hard problem of consciousness and at the enigma of quantum mechanics, that the brain actually confines and limits consciousness, that science acknowledging consciousness, soul and the spirit becomes much stronger than the overly simplistic science of reductive materialism. Death of the physical brain and body is not final. Thank you.",3
77,Dr. Raymond Moody,"First of all, I want to say that to me to this day the notion of life after death is very counterintuitive. I think as a nonreligious person I had no background in that. It never occurred to me, as a young astronomy buff, that there might be something beyond this. I've been through a process now of 40+ years that finally drove me into this situation where I'm sort of forced to say, almost against my will, that ""Death is not final,"" there is a life after death. Basically what happened to me was that hearing thousands of people with near-death experiences, hundreds of people with shared death experiences who had the identical experience we call a near-death experience, except they weren't ill or injured, they were simply there at the bedside of someone else who died, and I have seen joint transcendent experiences where, for example, a physician and a critically ill patient would have some sort of joint transcendent experience at the same time. That leads me to be forced almost into a position to say that I trust these people's judgment. It seems to me that they've been somewhere where I haven't been, and I can begin to put a little picture together of what they're talking about. So for that reason I would say I'm onboard. I think there is life after death. So vote, vote, vote for the afterlife. And --",3
78,Sean Carroll,"When I was about six years old, I had an emotional formative experience that apparently many other people share similar things. I was in bed, you know, going to sleep, sort of thinking about the day and so forth, and I started crying. I was just bawling uncontrollably, so much so that my mom heard me from her bedroom and came running in, saying, ""What is wrong?"" And I said, ""Some day, our grandmom is going to die. And someday, you're going to die. And someday, I'm going to die. We're all going to die."" And you know, she had to explain, ""Well, yes."" And so forth. And she had her own version of the story. And the reason I'm telling this story because even as convinced as I am that death is final, I have absolutely no desire to belittle the people in the room who disagree, who feel the other way. This is an incredibly important, central issue to our lives. I personally am convinced by the overwhelming scientific evidence from physics,from neuroscience, et cetera, that there is one world, the natural world. Biology is a process that can end. And death is final. And to me, that fact -- the finitude of our lives -- gives enormous poignancy and importance to the finite number of years that we have here on earth. Our lives here are not dress rehearsals. This is the act. This is the one performance that we get. That does not remove meaning or value from the lives we're leading now. It gives -- it forces us to give meaning to everything we do, because we only have a finite number of things to do. If evidence came in on the other side, I would change my mind quickly, if the evidence was good enough. But I think that we're past the point where it's a scientifically interesting question. I think that we know enough to conclude that death is final. And personally, I think that that is okay. Thank you.",3
