,Speaker,Script
51,Frederick Hess,"So, you know, my response would be, ""Look"" I think not embracing the Common Core says that if there are states where parents and educators and policymakers are sufficiently enthused about the work -- I think there's eight or 12 or 15 of these -- I thinkthey should proceed. And they can go down that road, and we can see how well it works and see what the results are. I think in other states we should absolutely, as Mike suggested, get the federal government the heck out of this question through No Child Left Behind waivers or anything else. We should feel comfortable with states either choosing to revert to the standards they had in place, highly regarded previous standards like Massachusetts', D.C.'s, Indiana's, or California's, because, remember, nobody hit the delete button on those old standards, on the curricula that ma tched, or on those assessments. I think it makes sense, before one does a dramatic and bold remaking of 50 -- of the schools serving 50 million kids, that we actually move deliberately and carefully for once and see how this works and what unanticipated changes lurk."
52,Michael Petrilli,"Well, you know, I know Rick spends a lot of his time writing books in a cave somewhere. I think he's been in a cave perhaps -- -- because Ri ck is 2014. Teachers have been implementing these standards for four y ears in these states, okay? So, you know, there are enormous --"
53,Frederick Hess,"John Donvan: Let him go on, and then I'll come back to you."
54,Michael Petrilli,"You know, there are enormous, enormous costs, financial, morale issues. You know, teachers have put their heart and soul into teaching these standards -- I mean, we heard from some of these teachers today -- for four years. So let's be clear that this i s not now a hypothetical argument, ""Should we move forward? Should we adopt the Common Core ?"" Schools have adopted it. They're moving forward. And so now the question is, ""Should we go back and undo all the work of the last four years?"" And you've held this very high bar, both you and Carol today, that basically the Common Core have to be remarkable in order to go ahead. So if you're going to go back to those old standards, those lower standards, in the vast majority of states, what is y our evidence that we should move to those lower standards? Why aren't you having a high bar for that?"
55,Carol Burris,"and that, I find to be a very frightening --"
56,Carol Burris,"-- I find to be a very frightening argument. I -- you know, I don't live in the world of talking points where I have to worry about changing my mind. I live in the world of kids, and I see what the Common Core standards a re doing to kids. I hear my teachers come in. I don't know what group of teachers you're talking to, but they're very different than the ones that I work with every day who come in, showing me bizar re worksheets, who tell me their children don't want to go to school anymore, that they hate school, that they want to be able to read interesting books instead of technical manuals. You know, we're really resilient smart people, teachers. Please don't think that we could not adjust. I've lived through four sets of standards since I've been in education. We can do it. We can do the work. We need the federal government to back off, and we need to have dialogues within our states where we ta ke -- maybe we start with the Common Core . We clean up what's a mess, and we make them actually better. You know, there is something about competition that is not a bad thing. If we are all doing the same thing in every state and doing it the same way, where will the new ideas come from? I really see the changes in my high school."
57,Carmel Martin,"Well, I don't have the exact numbers in terms of how much time will be spent testing, but it is my hope that under these new better fairer fewer assessments under the Common Core that we can eliminate a lot of the testing that happens around the country un der the old set of standards and assessments, what we see across the country is districts layering on additional assessments on top. And I think as we move towards these better assessments under the Common Core that we can eliminate unnecessary testing. I think testing is a tough issue. It's something -- my kids hate it, and I have to explain to them why they have to do it and how it provides really valuable information to their teachers about how they're doing so they can help them to do better, just li ke when I bring my child to the doctor and they say, ""I really don't want to get that shot,""sometimes you have to do things that aren't very pleasant. I think what's important is to make sure that in creating a culture around testing, we're not making children stressed out, we're not making them cry over the tests. And I think that part of that is professional development, the environment in the school around the tests. We heard that -- we heard that from some teachers w e talked to today about how that's -- and that takes a lot of leadership in the school to make sure that it is being used as a tool to get better. I think Carol has made a lot of good points about the way assessments are being used, that we really should take a cl oser look at that --they do help create a negative culture around testing. But again, that's about how the tests are used, not what the standards should be and whether you should have the assessments so you can learn from them and improve practice. John Do nvan: Carol Burris."
58,Carol Burris,"Yeah, in New York State, testing was increasing anyway, but under the Common Core it's gotten worse. You're talking about increases of 200 percent, for example, at some of the grade levels. You're talking about three da ys of ELA testing, three days of math testing, and a lot of it is really because of not only the Common Core itself, but also the policies that were also part of the Department of Education that Carmel worked for. So, that teachers now are evaluated by test scores which then added a lot of other additional tests. All of these things have come together at once, and kids are crying. I've had colleagues who -- they've had kids who've wet their pants. You know, kids want to do well on tests. They want to please their teachers. They want to please their parents. And when they find themselves reading and rereading paragraphs in order to do close readings and flipping back and forth, some of them really just start to give up. You know, in New Yo rk, we had 60,000 kids opt out of testing last year. We never had that. We never had that before."
59,Michael Petrilli,"Thank you. That's a great question. You know, this is key. And we've had these debates for a long ti me. Just to say that, you know, standards does not have to equal standardization, right? We want to make sure that our education system is linked to success for what comes next, and that means that if we're measuring student progress, this should be against the real world and what they're going to have. But that does notmean that we have a standard way of getting there. Different schools have different approaches, different teachers have different approaches, and different kids are going to learn different ways, and that's all absolutely appropriate. What we don't want to have is a system that has standards that are set so low that we're giv ing the false impression that kids are doing fine when they're not. And, you know, Carol, I know you keep saying, ""Well, it's not too high, it's not too low, it's just wrong."" Go back to those old systems, okay? Colorado, before they adopted the Common Core, for example, you could score at the 10th percentile in reading in Colorado and be considered proficient, okay? So you would get a report as a parent that your child is proficient. That's great. Okay, what you didn't know was that, that m eant that 90 percent of the kids at that same grade level nationwide were reading better than you were. That meant that you weren't ever even close to being on grade level. That is the system that we had, and that is the system that state states that are thinking about pulling out the Common Core , which is mostly in these red states, with big Te a Party influence. That is what they are going back, that’s what this is about, that’s why we need to keep moving forward."
60,Frederick Hess,"So Mike, first that’s not an accurate characteriz ation of what it means to be a Common Core sta te. As you well know, lots of Common Core states are making up their own tests. They are choosing their own cut score. Nothing of significance has changed from under NCLB. So imputing this great virtue. Secondly these statistical gains can be played both ways. James Milgram, P rofessor Emeritus at Stanford, one of the five members of the Common Core validation committee who refused to sign off on the quality of the Common Core , has pointed out that if you look at federal data for instance. That students who only go through Algebra II, only 40 percent of them ever comple te a four year college degree. Where as 75 percent of students who take pre -calc ulus , which those old Colorado standards had, go on to complete a college degree. So , I guess if we’re going to argue about these implications, one question is, why truncate it if this data seems to suggest that the Co mmon Core is going to have fewer children ready to complete their educations? John Donvan:Mike Petr illi."
61,Michael Petrilli,"Right so, let’s go back to the question about testing. Rick is right, that there are a number of states out there, that because o f political pressure, mostly from the political right, have decided to pull back from the Common Core testing. Right, it’s because that’s the position you are arguing. Your position is being heard in red states and they are saying, therefore we’re not go ing to do these better tests. We’re going to do our own tests. Because we don’t want anything involved with the federal government. We’re afraid of all kinds of other issues. My argument is that those states have not embraced the Common Core . They have not fully embraced the Common Core . Because you cannot embrace higher standards if you don’t also embrace better assessments."
62,Frederick Hess,"But Mike , embracing the Common Core."
63,Michael Petrilli,They go together.
64,Frederick Hess,"Embracing the Common Core, does embracing the Common Core mean embracing a national cut score?"
65,Michael Petrilli,It means embracing a rigorous standard .
66,Frederick Hess,"No, no, no. Does it mean embracing a national, because otherwise, states can use a Common Core tests, which are still very much of unproven quality, as I think you’ve publicly conceded. We don’t know if they’re good tests or not. But you can use those tests and still make up your own cut score, and still three extra mo nths of instruction. So the idea that you are now getting honest clear apple s to apples comparisons because you have used, it is just simply."
67,Michael Petrilli,"Then I am excited. Michael Petrilli:What I think I’m hearing Rick, is that you agree with our position, that we should embrace the Common Core , embrace good assessment and make sure that the states are ."
68,Michael Petrilli,That is a yes.
69,Frederick Hess,"I mean I think, frankly, I think this is part of it. I think not embracing the Common Core is to say look, a number of states should do the Common Core and they should do it uncompromisingly and aggressively. And we should see if their children actually benefit."
70,Michael Petrilli,"How long do you want to wait?Fredrick Hess: I’d like, I’d like, I’d like -- Fredrick Hes s: You know, I wrote a book, in my Harvard dissertation, close to 20 years ago, called Spinning Wheels . Pointed out that the average urban school system in the United States launched 13 major reform waves between ’92 and ’95. That is the history of education at stake, that we excitedly tout a new thing, an exciting thing, No Child Left Behind, or reading verse, or comprehensive school reform. We have to rush it out, into lots of venues and lots of sites. And then when it doesn’t work, we go oh gosh, bu t we got another one for you. For once, just for once, I would like us to actually try to keep the Common Core ."
71,Michael Petrilli,Follow through on what we started?
72,Frederick Hess,Excuse me?
73,Michael Petrilli,You’d like us to follow through on what we started?
74,Carol Burris,"The Common Core standards most certainly are copyrighted. They are. And I really -- all of you. Go online tonight and look. You're going to see that they're copyrighted. They're not allowed to be changed. When they're adopted by states, states may add 15 percent, but they cannot change any of the standards. That's one of the problems. Second, i n terms of scripts, if you look, in New York State, Engage New York, we spent over $28 million for curriculum. And that curriculum is full of script. And those scripts -- at Engage New York, at least you publicly praised when you've talked to -- I think it was the Governor's Commission, you said how wonderful Eng age New York is. They truly are scripts. And we find so many teachers who are so afraid to go off -script, to not teach exactly what --"
75,Carol Burris,-- Engage New York says --John Donvan: You've made the point --
76,Carol Burris,-- --
77,Michael Petrilli,Sure. Let's talk about --
78,Michael Petrilli,"New York is an interesting case, because it is the only state in the country that has developed a fully fleshed out curriculum. And I think you can certainly make the case that it's too fleshed out. And out -- and goo d administrators will tell their teach ers, ""Hey, use it as a resource . And it's there for you. But by no means should you be following it word -by -word,"" okay? You know, it -- most states have the opposite problem, which is that there's nothing. There's nothing been developed, and teachers are saying, ""I'm desperate for something to help me teach to these standards."" And what those teachers usually use is Engage New York."
79,Michael Petrilli,"Great. Thank you, John. And thank you so much to Rick, and Carol, and Carmel for this great discussion. It's -- it is so nice for a change to have a discussion about the Common Core that is so substantive, because unfortunately, that's not been what's happening for much of the last couple of years. I just want to say to some of the points that Rick and Carol made. They're very smart to go and to look at some of the specific standards that they've got questions about. And as we said at the beginning, there's no doubt, the Common Core are not perfect, nor are they set in stone. You look at states around the country, they have found ways to add to the standards. Florida, for example, adding calculus to their math standards because of some of the concerns that Rick made. Totally legitimate. Other states adding cursive, because parents have been concerned we're not teaching cursive. There are no Common Core cops. States are free to do that, and they should do that. And they should make them their own. But I want to talk again about what happens on the other side of this if you go backwards. Rick is right. Rick's book, ""Spinning Wheels,"" you should read it. It's a classic, right? You want to see spinning w heels? Go check out Oklahoma right now, because that's where you have spinning wheels, because the legislature decided out of political pressure to pull back on these standards. You listen to Jeannetta Jante , she's a English language arts teacher at Oklahoma City's Southeast High School, she called that decision a ""travesty."" She says, quote, ""Now it's like we've wasted teacher training, teacher time, lesson planning,resources, all of those things we've just done. The senators have basically said, 'Oops, sorry, we didn't mean for you to do all of that.' The chaos in the classrooms will be great. The chaos in the classrooms will be great."" Okay, we are four years into this. And many, many teachers, millions of teache rs across the country are working hard at making Common Core work. We should follow through now on what we have started. We should make it better as we go. We should address problems and challenges. But we should embrace the Common Core . Thank you."
80,Carol Burris,"Okay, don't embrace the Common Core ."
81,Carmel Martin,"Thanks, John."
82,Carmel Martin,Okay.
83,Carmel Martin,"I urge you to ""Embrace the Common Core ."""
84,Frederick Hess,"Thanks, John, it's a pleasure to be with all of you this evening. Mike, Carmel, thanks for a terrific conversation. Mike and Carmel tonight have repeatedly suggested that the Common Core is right on the big things, that all of th e concerns, the tests, the curricula, the instruction are glitches, they're bumps in the road, they're things to be worked out. For me, having done this for a while, this all brings to mind the advice offered by a thoughtful pundit a few years ago on another major reform effort, No Child Left Behind. On reflecting on NCLB, this pundit, who had enthusiastically championed it until he soured on it penned a terrific chapter for a book of mine, titled, ""The Problem with Implementa tion,"" is the problem. The author was our own Mike Petrilli. In this chapter, Mike observed the central task of No Child Left Behind implementation is translating its aspirational statements in bold principles into action in the real world. To work well at the local level in real schools affecting real children, its contradictions must be resolved, its fuzzy notions must be made crystal clear. He wrote that when this fuzziness led to confusion, the fault must be placed on the law itself, not just on those charged wit h carrying it out. Mike offered some terrific advice there on this whole question of whether to embrace these kinds of changes. He observed, ""Where the implementation of the law has gone most smoothly is where at least a handful of states and districts have already paved the way."" I think that was great advice. I think Common Core , like No Child Left Behind, certainly deserves its day in the sun. I'm not opposed to giving it a chance to show what it can do. Happily, state s have only begun implementation in earnest in most cases. Until 2013, two thirds of American adults had never even heard of the Common Core . This is actually a propitious moment to hit pause, slow down, figure out what we're doing before we get too far downstream. For that reason, I'd like to ask you tonight to please vote against embracing the Common Core ."
