,Speaker,Script,Round
45,Amb. Robert D. Blackwill,"I like the definition. It also, if you'd had more time, would have included the positive things a nation can do in the international system, but I think you put your finger on exactly the kernel here, which is the impact Russian external policies and behavior have on the international system and on the United States. And I agree with you and with I think all of us up here that, that's largely negative now, not entirely negative, but largely negative, sadly.",2
46,Amb. Robert D. Blackwill,"No, it isn't what -- no, I don't think it is what my opponents argue. My opponents argue rather I believe that it has very little impact on the international system, and that it's marginal. And I'm saying quite the opposite, which is countries have choices, and Russia has choices, and sadly they've made one choice regarding the Crimea, one choice regarding Syria. We'll see what they do with Iran, but they could make another choice, and it is exactly their capacity to impact the international system in the United States, which supports our opposition to this motion.",2
47,Edward Lucas,"Just two very quick points. First of all, I think I -- it's easy to have a negative impact in the world. You can do negative things very quick. Kill all your own people, pollute the environment, do horrible things. What we're arguing is that Russia doesn't make a positive impact, and that's the sign of a country of that matters. It's not the ability to be a nuisance, it's the ability to have a positive impact. I just want to pick up on the speaker said about European natural gas. It's absolutely true. Russia used to be an energy superpower. And because of the appalling way in which they've treated their customers, they're now seen as an expensive and unreliable supplier of gas, and people are making alternative arrangements. We may even begin to buy from the United States one day. We can get gasses, liquefied natural gas, from all over the place. We're going to develop our own shale. We've got gas coming from Algeria, from Norway, and everywhere else. And Russia's share of the European natural gas market is falling and falling and falling. It's their fault.",2
48,Ian Bremmer,"I just want to say the ability of Russia also to do negative things, it's significant compared to the positive, but it's also going down, not just because of the way they've acted on energy but because of the energy revolution. Russia is an energy superpower, right -- not anymore. Its decreasing prices in Europe means the strangle-hold has been reduced. All the European countries are now aggressively renegotiating their contracts with the Russians because they have options on the downstream. In the next five years, that’s going to grow dramatically. The single thing that Russia really is known for, economically, is energy. And it’s falling apart. Meanwhile, what, seven years ago, the Russian budget would balance at $34 a barrel. Today, it’s $117, okay? That’s huge reduction in capacity to have impact.",2
49,Peter Hitchens,"Can I just take issue with this word positive. It just means what Edward likes. And it doesn’t -- it isn’t actually some kind of objective measure of what is good and what is bad. Quite a lot of us, for instance, think that the Arab Spring was not a wild success. Many of us thing that turning Libya into a filed state with no government was not a particularly clever thing to do. And the destabilization of the Syrian Regime has reduced millions of people to abject misery, which was completely unnecessary. By standing against these things -- or, indeed, by standing against the idea of carpeting the world with useless windmills or forcing advanced countries to tax their energy industries out of existence in the environmental cause -- some of us think these things are not very clever either. So, to be negative about these things is not necessarily to be bad. =t’s rather a good thing that there is an alternative source of -- how shall we say? -- wisdom in the world from the one which produces those brilliant ideas.",2
50,Amb. Robert D. Blackwill,"Over the long-term, yes. I agree with you in that, over the long-term, the combination of the mismanagement of its energy sector by the Russians and the U.S. energy revolution that’s underway -- the shale revolution -- will reduce the Russian capacity to use energy as an instrument of its national purposes, especially against Western Europe. But that’s 10 years down the way. That’s 10 years -- that’s how long it takes to develop it. =’d just say one other thing, which is this peculiar definition that -- and I take notes -- “countries that matter are ones that pursue positive policies.” What? That’s Mary Poppins. That’s the strategic rationale of Mary Poppins.",2
51,Peter Hitchens,"= think that’s rather unfair to Mary Poppins, actually.",2
52,Amb. Robert D. Blackwill,"Well, I agree that Russian policy, contrasted with the Soviet period, really has very little interest in either Latin America or Africa. So, = wouldn’t make the argument that the expression of its power, as you were defining it, is directed at those places. Rather, as you said, it is directed into northeast Asia, into the Middle East, into its own neighborhood, into Western Europe. All of those places matter a great deal to the United States.",2
53,Edward Lucas,"= just want to defend Mary Poppins for a moment. One of the wisest things she said is “a spoonful of sugar makes the medicine go down.” And that’s very, very useful in diplomacy. If you want to get things done in the world, it helps to be nice to other countries and get them to do the things that you want and make them feel good about it. And Russia is amazingly bad at doing it. Russia keeps on setting out very grandiose international organizations -- organization of gas-exporting countries. =t’s meant to be kind of gas OPEC -- didn’t work. Shanghai Corporation Organization -- didn’t work. Eurasian Economic Union -- not working very well. All the countries that Russia tries to bring on its side, the closer they get to Russia, the less they like what they see and the further away they move from Russia, with the result that Russia’s big diplomatic initiatives just don’t get anywhere. Anyone remember the common European architecture? Common European security architecture? That was a great idea of . Let’s all get around the table and try and sort out European security problems. Then people took a closer look and realized that Russia doesn’t believe that half the countries in Europe are proper countries. They agree with Peter Hitchens. These are pretend countries that Russia has some kind of . They can go in there and do whatever they want. And that’s -- nobody’s given them the right to do it -- with the result that all Russia’s neighbors are rather scared of Russia. Whatever Russia wants to do, they don’t like it, because they know what Russia is like. =nstead, they’re flocking to try and join NATO. And some of them are even being allowed in.",2
54,Peter Hitchens,"Well, yes. This news about Russia overhauling and overpowering other countries. Again, this is -- it’s really crucial to understand that, in 1918, after Ludendorff had financed Lenin and the Bolsheviks to mount a coup d’etat against the then-Russian imperial government, which collapsed and surrendered in war. Germany imposed on Russia frontiers which were regarded by Russia as utterly humiliating. So humiliating that even Trotsky, one of the Bolsheviks, walked out of the talks rather than accept them and was forced to go back in. This was the Carthaginian peace. =t’s interesting that exactly the same borders imposed on Russia in 1918 by the German kaiser have now been imposed on Russia again by NATO and the European Union. They didn’t last then. They won’t last now. There are existential facts about countries. =f, as they say -- if somebody took back from the United States the countries which it captured in the War of 1848, which is a good deal more recent than the absorption of Ukraine into Russia, there would not be very long before there was a move to take themback, and a strong feeling that they did not belong in whatever organization they found themselves in. This is very, very important when you don’t have the Pacific Ocean, when you don’t have the Atlantic Ocean, when you don’t have Canada, and when you don’t have Mexico. Hust remember that Russia is a country. =t’s not an idea. And it exists in a hard, cruel world that’s been repeatedly invaded by Tatars, Swedes, Lithuanians, Germans, the Japanese, the Chinese, anybody who happens to be --",2
55,Peter Hitchens,Can we please acting --,2
56,Peter Hitchens,-- as if -- as if --,2
57,Peter Hitchens,-- as if security --,2
58,Peter Hitchens,-- is as readily available to Russia as it is to the United States.,2
59,Ian Bremmer,"=’ll just say very quickly, which is that = actually think it’s a mistake for the United States to address as if it’s a marginal power because you’re actually just sticking Putin’s face in it. I mean, the best thing the United States could do is allow Russia to continue to decline and not really pay much attention -- call it less aware of that decline. The fact that the Americans have pushed the Russians as hard as they have on Ukraine, which was critical to them, had been theirs, and which the West is going to win most of, right? The outcome is going to be worse -- after all of this, the outcome is going to be worse for Russia. But that’s not good enough for us. We, instead, have to also stick their noses in it. And, as a consequence, the Russians are going to get more antsy and uppity. And = don’t blame them. And we’re going to have a few more weeks of headlines around this. But that doesn’t mean that they’re not a marginal power. That just means that we can’t help ourselves, because we’re always right about this stuff, right? =’m sympathetic to what Peter is saying. = just don’t think it sways the way you should vote on this thing.",2
60,Amb. Robert D. Blackwill,"I think that's a terrific question. The Russian economy mismanaged, though it is, is the sixth largest economy in the world. If our opponents believe that's marginal, it must mean that they think that only the top five economies -- or maybe they think only the American economy matters. I want to say one other thing, as we -- as we proceed toward the finish line. I think that Americans in particular have a penchant to satirize and demonstrate contempt for foreign leaders. And we've seen that. We've taken them into the bathroom during our discussion here. It matters because these are homo sapiens too. And how we talk about them and the degree of arrogance we often -- we Americans demonstrate about them is quite separate than what we think of their policies. And so my own judgment is, for what it's worth, is that we should be talking about Russian policies and not be ad homonym critics of Vladimir Putin's personal bathroom habits.",2
61,Amb. Robert D. Blackwill,"Well, I'm making the point because it's not that power that Putin's Russia demonstrates is felt around the world and is the best possible example that if millions of people are affected by a nation's policies, external policies, it cannot possibly be a marginal nation.",2
62,Ian Bremmer,"Well, just the fact that Putin has made a satire of himself in his own country. This is not the Americans that started this. We don't may attention to international leaders. And we have the last couple weeks on this. But the reality is you want to see the cartoons that are being written about Putin, you want to see the local opposition, I mean, that is satire, and it's stinging, and it's painful, and it's unfortunate. But, I mean, the fact is that the amount of the rapacious corruption that has been shown by Putin personally, spending a couple billion dollars on his dacha in , you know, the -- we don't even talk about all the ways that he likes to show the amphora that he found that were placed a foot and a half under water that were thousands and thousands of years old that ended up coming, you know, from a museum. The Russians ended up finding out about that, even in the heavily state-controlled media in Russia, and they were embarrassed, and they laughed about it. This isn't the Americans doing this.",2
63,Amb. Robert D. Blackwill,"No, and I agree with that. But I think -- the point I was trying to make is that it's one thing for a nation's population to laugh at itself. It's another thing for American arrogance to laugh at others, to caricature others, to make others cartoons. We all will accept much more self-criticisms within our own country than pontificating from abroad. John Donvan:Right down front here, please. If you can stand up, a mic is coming from the lefthand side. And we're a little short for time, so I need you to get right to it.",2
64,Edward Lucas,"I'd say most of the countries in the G20. But I would also say that even small countries can play a really important role. I'd say Estonia, which is like 1 million people, is a cyber power. It does really interesting stuff on E government and on cyber warfare. And itsends people all over the world. They have people down at the NSA. They have people in Maryland.",2
65,Edward Lucas,"These countries earn their prestige. And it's not a binary thing, there's this one dimension. There's all sorts of dimensions in which countries matter. And I think you can find plenty of examples of small countries and also supranational institutions. I'd say the EU mattered.",2
66,Peter Hitchens,"Why do the other side so want you to believe the laughable proposition which they're struggling so hard to defend? It's quite simple because of the way Russia understands something that we have wholly forgotten. In 1648, the nations of Europe looked at their -- -- looked at their continent. And they saw that it looked pretty much like a Hieronymus Bosch painting -- nothing but desolation, ruins, and corpses stretching for hundreds of miles in every direction. The population had actually fallen. The reason? Because they decided that it would be a really, really clever idea to intervene in other people’s countries, because they didn’t like the way they were governed. And they resolved that they would not do that anymore. And until a few years ago, when the disgraceful person who became prime minister of my country, Tony Blair, became prominent, this was a generally accepted view in all countries that we wouldn’t do this anymore. We wouldn’t shove our noses into other people’s countries just because we didn’t like the way they were run, because that led to misery, murder, and death. And Russia stands actually, for principles of 1648, it still continues to insist that countries should be left to mind their own business. Stay out of ours; we’ll stay out of yours. That -- no wait a minute. = didn’t heckle you. Don’t you heckle me. This is a straightforward, simple question. The reason they want to marginalize Russia is because they have forgotten one of the most important lessons ever learned by civilization. They want you to forget it, too. We’ve seen in Syria the results of this folly. We’ve seen them in Libya. And we see them in Iraq. It really is time it stop. The attack on Russia is actually attack on something else entirely. That’s why you should oppose this very foolish, very wrong-headed, and frankly rather hopeless motion.",3
67,Ian Bremmer,"=f the motion were, “=s Russia --” or “Russia is a marginal power in the 17th century,” -- -- = would vote with Peter’s side because no one else has addressed that issue but him. That is not what we are talking about tonight. We’re talking about whether or not Russia is today. Now, look. No one really has defined power well, either. So, let me try to do it. Power is the ability to get other actors to do things they otherwise would not. And there’s two ways to do it. You can do it coercively, or you do it -- you can do itcooperatively. There are also many, many ways that you can get it done -- many axes, right? You can get it done militarily, economically, right? Socially, demographically, culturally. If we were only talking about military, and particularly nuclear weapons, Russia would probably have major power status and superpower status. But on every other indicator, they wouldn’t. And if = add them all up, what other countries deserve that when you put all the indicators together? Japan, Germany, the United States, China. I mean, frankly -- I know Peter is going to hate this -- even the U.K. does better than the Russians do. That’s appalling how much the Russians have fallen -- -- over the last 20 years. And even on the military side, the United States still spends more than the next 10 countries, pretty much, combined, which is probably too much. And it probably needs to be cut back a bit. And sure, at the margins will be some things that the United States can’t do that other countries, as a consequence, can make some hay, yes. But who’s going to make that hay? Overwhelmingly, it’s going to be the Chinese -- primarily in Asia and other places. And yet, still, we’re the only one with a blue-water global navy. And so, if you want to get energy out of the Middle East, even though we won’t need it anymore, everyone else will have to turn to the United States. So no, =’m not really concerned about that. =f the only thing you want to vote on is, “Can they blow us up from a nuclear perspective?”, please vote with them. =f anything else matters to you, please vote with us. Thank you very much.",3
68,Amb. Robert D. Blackwill,"I agree with Ian that it would be wrong to define Russia and its influence on the world solely through military means or nuclear weapons. = couldn’t agree more. So, let’s talk about diplomacy. And, in two regards. First, Iran. I think we all know what a danger Iran and its nuclear weapons program poses for Israel, for the United States, indeed, for the international system. The five members of the Security Council are negotiating with Iran, including Russia, to seek to have a peaceful solution to that. That is only possible with Russian agreement. And if we don’t have a peaceful solution, the American president will be confronted with a terrible binary choice: either attack Iran with devastating consequences, or allow Iran to acquire a nuclear weapon with devastating consequences. And it is Russia that will decide whether we can have a peaceful solution to the Iranian nuclear program. And then, Syria. We’ve had some fun tonight, and we should in this kind of debate. But = want to end with deep seriousness. Russia is preventing sanctions against Syria, which would have some hope of reducing the Syrian regime’s brutal attack on its own people. =n that context, the Save The Children Fund this week argues that at least 1.2 million Syrian children have fled to neighboring countries. 4.3 million Syrian children need humanitarian assistance. And more than 10,000 Syrian children have died in that civil war in a -- in a situation in which Russia supports the Assad regime.",3
69,Amb. Robert D. Blackwill,those children believe Russia is a marginal country?,3
